"ID","Species","Interactions","Connectance","Type of interactions","Type of data","Reference","Locality of Study","Latitude","Longitude"
"M_PL_050","49","86","0.184","Pollination","0","Stald, L., Valido, A. & Olesen, J. M. 2003. Struktur og dynamik i rum og tid at et bestøvningsnetværk på Tenerife, De Kanariske Øer. MSc-thesis, Univ. of Aarhus, Denmark.","Tenerife, Canary Islands","28.268611","-16.605556"
