"ID","plantas","especie","interaccion"
"M_11.2","Gastonia.mauritiana","Phelsuma.ornata",30
"M_11.2","Gastonia.mauritiana","Phalantha.phalantha",0
"M_11.2","Gastonia.mauritiana","Stratiomydae.sp",16
"M_11.2","Gastonia.mauritiana","Xylocopa.fenestrata",0
"M_11.2","Gastonia.mauritiana","Megachile.sp",0
"M_11.2","Gastonia.mauritiana","Protaetia.aurichalcea",15
"M_11.2","Gastonia.mauritiana","Leptotes.pirithous",2
"M_11.2","Gastonia.mauritiana","Borbo.borbonica",0
"M_11.2","Gastonia.mauritiana","Apis.mellifera",149
"M_11.2","Gastonia.mauritiana","Musca.domestica",16
"M_11.2","Gastonia.mauritiana","Syrphid.sp",0
"M_11.2","Gastonia.mauritiana","Lucilia.sp",16
"M_11.2","Gastonia.mauritiana","Ornidia.obesa",16
"M_11.2","Dracaena.concinna","Phelsuma.ornata",33
"M_11.2","Dracaena.concinna","Phalantha.phalantha",0
"M_11.2","Dracaena.concinna","Stratiomydae.sp",0
"M_11.2","Dracaena.concinna","Xylocopa.fenestrata",0
"M_11.2","Dracaena.concinna","Megachile.sp",0
"M_11.2","Dracaena.concinna","Protaetia.aurichalcea",0
"M_11.2","Dracaena.concinna","Leptotes.pirithous",0
"M_11.2","Dracaena.concinna","Borbo.borbonica",0
"M_11.2","Dracaena.concinna","Apis.mellifera",11
"M_11.2","Dracaena.concinna","Musca.domestica",0
"M_11.2","Dracaena.concinna","Syrphid.sp",17
"M_11.2","Dracaena.concinna","Lucilia.sp",0
"M_11.2","Dracaena.concinna","Ornidia.obesa",0
"M_11.2","Scaevola.sericea","Phelsuma.ornata",19
"M_11.2","Scaevola.sericea","Phalantha.phalantha",0
"M_11.2","Scaevola.sericea","Stratiomydae.sp",0
"M_11.2","Scaevola.sericea","Xylocopa.fenestrata",15
"M_11.2","Scaevola.sericea","Megachile.sp",15
"M_11.2","Scaevola.sericea","Protaetia.aurichalcea",0
"M_11.2","Scaevola.sericea","Leptotes.pirithous",0
"M_11.2","Scaevola.sericea","Borbo.borbonica",0
"M_11.2","Scaevola.sericea","Apis.mellifera",92
"M_11.2","Scaevola.sericea","Musca.domestica",0
"M_11.2","Scaevola.sericea","Syrphid.sp",0
"M_11.2","Scaevola.sericea","Lucilia.sp",0
"M_11.2","Scaevola.sericea","Ornidia.obesa",0
"M_11.2","Ipomoea.macrantha","Phelsuma.ornata",0
"M_11.2","Ipomoea.macrantha","Phalantha.phalantha",0
"M_11.2","Ipomoea.macrantha","Stratiomydae.sp",0
"M_11.2","Ipomoea.macrantha","Xylocopa.fenestrata",0
"M_11.2","Ipomoea.macrantha","Megachile.sp",0
"M_11.2","Ipomoea.macrantha","Protaetia.aurichalcea",0
"M_11.2","Ipomoea.macrantha","Leptotes.pirithous",0
"M_11.2","Ipomoea.macrantha","Borbo.borbonica",0
"M_11.2","Ipomoea.macrantha","Apis.mellifera",126
"M_11.2","Ipomoea.macrantha","Musca.domestica",0
"M_11.2","Ipomoea.macrantha","Syrphid.sp",0
"M_11.2","Ipomoea.macrantha","Lucilia.sp",0
"M_11.2","Ipomoea.macrantha","Ornidia.obesa",0
"M_11.2","Pemphis.acidula","Phelsuma.ornata",21
"M_11.2","Pemphis.acidula","Phalantha.phalantha",117
"M_11.2","Pemphis.acidula","Stratiomydae.sp",11
"M_11.2","Pemphis.acidula","Xylocopa.fenestrata",16
"M_11.2","Pemphis.acidula","Megachile.sp",0
"M_11.2","Pemphis.acidula","Protaetia.aurichalcea",0
"M_11.2","Pemphis.acidula","Leptotes.pirithous",1
"M_11.2","Pemphis.acidula","Borbo.borbonica",0
"M_11.2","Pemphis.acidula","Apis.mellifera",103
"M_11.2","Pemphis.acidula","Musca.domestica",0
"M_11.2","Pemphis.acidula","Syrphid.sp",0
"M_11.2","Pemphis.acidula","Lucilia.sp",0
"M_11.2","Pemphis.acidula","Ornidia.obesa",0
"M_11.2","Hibiscus.tiliaceus","Phelsuma.ornata",28
"M_11.2","Hibiscus.tiliaceus","Phalantha.phalantha",0
"M_11.2","Hibiscus.tiliaceus","Stratiomydae.sp",0
"M_11.2","Hibiscus.tiliaceus","Xylocopa.fenestrata",0
"M_11.2","Hibiscus.tiliaceus","Megachile.sp",0
"M_11.2","Hibiscus.tiliaceus","Protaetia.aurichalcea",0
"M_11.2","Hibiscus.tiliaceus","Leptotes.pirithous",0
"M_11.2","Hibiscus.tiliaceus","Borbo.borbonica",0
"M_11.2","Hibiscus.tiliaceus","Apis.mellifera",138
"M_11.2","Hibiscus.tiliaceus","Musca.domestica",0
"M_11.2","Hibiscus.tiliaceus","Syrphid.sp",0
"M_11.2","Hibiscus.tiliaceus","Lucilia.sp",0
"M_11.2","Hibiscus.tiliaceus","Ornidia.obesa",0
"M_11.2","Suriana.maritima","Phelsuma.ornata",0
"M_11.2","Suriana.maritima","Phalantha.phalantha",0
"M_11.2","Suriana.maritima","Stratiomydae.sp",0
"M_11.2","Suriana.maritima","Xylocopa.fenestrata",0
"M_11.2","Suriana.maritima","Megachile.sp",13
"M_11.2","Suriana.maritima","Protaetia.aurichalcea",0
"M_11.2","Suriana.maritima","Leptotes.pirithous",1
"M_11.2","Suriana.maritima","Borbo.borbonica",0
"M_11.2","Suriana.maritima","Apis.mellifera",23
"M_11.2","Suriana.maritima","Musca.domestica",0
"M_11.2","Suriana.maritima","Syrphid.sp",0
"M_11.2","Suriana.maritima","Lucilia.sp",0
"M_11.2","Suriana.maritima","Ornidia.obesa",0
"M_11.2","Argusia.argentea","Phelsuma.ornata",12
"M_11.2","Argusia.argentea","Phalantha.phalantha",0
"M_11.2","Argusia.argentea","Stratiomydae.sp",0
"M_11.2","Argusia.argentea","Xylocopa.fenestrata",0
"M_11.2","Argusia.argentea","Megachile.sp",0
"M_11.2","Argusia.argentea","Protaetia.aurichalcea",0
"M_11.2","Argusia.argentea","Leptotes.pirithous",0
"M_11.2","Argusia.argentea","Borbo.borbonica",0
"M_11.2","Argusia.argentea","Apis.mellifera",57
"M_11.2","Argusia.argentea","Musca.domestica",6
"M_11.2","Argusia.argentea","Syrphid.sp",6
"M_11.2","Argusia.argentea","Lucilia.sp",0
"M_11.2","Argusia.argentea","Ornidia.obesa",0
"M_11.2","Thespesia.populnea","Phelsuma.ornata",14
"M_11.2","Thespesia.populnea","Phalantha.phalantha",0
"M_11.2","Thespesia.populnea","Stratiomydae.sp",7
"M_11.2","Thespesia.populnea","Xylocopa.fenestrata",0
"M_11.2","Thespesia.populnea","Megachile.sp",0
"M_11.2","Thespesia.populnea","Protaetia.aurichalcea",0
"M_11.2","Thespesia.populnea","Leptotes.pirithous",0
"M_11.2","Thespesia.populnea","Borbo.borbonica",2
"M_11.2","Thespesia.populnea","Apis.mellifera",69
"M_11.2","Thespesia.populnea","Musca.domestica",0
"M_11.2","Thespesia.populnea","Syrphid.sp",0
"M_11.2","Thespesia.populnea","Lucilia.sp",0
"M_11.2","Thespesia.populnea","Ornidia.obesa",0
"M_11.2","Morinda.citrifolia","Phelsuma.ornata",23
"M_11.2","Morinda.citrifolia","Phalantha.phalantha",0
"M_11.2","Morinda.citrifolia","Stratiomydae.sp",0
"M_11.2","Morinda.citrifolia","Xylocopa.fenestrata",0
"M_11.2","Morinda.citrifolia","Megachile.sp",0
"M_11.2","Morinda.citrifolia","Protaetia.aurichalcea",0
"M_11.2","Morinda.citrifolia","Leptotes.pirithous",2
"M_11.2","Morinda.citrifolia","Borbo.borbonica",0
"M_11.2","Morinda.citrifolia","Apis.mellifera",115
"M_11.2","Morinda.citrifolia","Musca.domestica",0
"M_11.2","Morinda.citrifolia","Syrphid.sp",0
"M_11.2","Morinda.citrifolia","Lucilia.sp",0
"M_11.2","Morinda.citrifolia","Ornidia.obesa",0
"M_11.2","Leucaena.leucocephala","Phelsuma.ornata",9
"M_11.2","Leucaena.leucocephala","Phalantha.phalantha",0
"M_11.2","Leucaena.leucocephala","Stratiomydae.sp",5
"M_11.2","Leucaena.leucocephala","Xylocopa.fenestrata",0
"M_11.2","Leucaena.leucocephala","Megachile.sp",0
"M_11.2","Leucaena.leucocephala","Protaetia.aurichalcea",0
"M_11.2","Leucaena.leucocephala","Leptotes.pirithous",0
"M_11.2","Leucaena.leucocephala","Borbo.borbonica",0
"M_11.2","Leucaena.leucocephala","Apis.mellifera",46
"M_11.2","Leucaena.leucocephala","Musca.domestica",0
"M_11.2","Leucaena.leucocephala","Syrphid.sp",0
"M_11.2","Leucaena.leucocephala","Lucilia.sp",0
"M_11.2","Leucaena.leucocephala","Ornidia.obesa",0
