"ID","Abeja","especies","genero","Familia","DIT","Grado","Grado relativo","z_Grado"
"M_006","Lasioglossum.leucozonium_006","Lasioglossum.leucozonium","Lasioglossum","Halictidae",1.86,1,0.1,-0.772807633514369
"M_006","Bombus.lapidarius_006","Bombus.lapidarius","Bombus","Apidae",3.98,1,0.1,-0.772807633514369
"M_006","Bombus.pascuorum_006","Bombus.pascuorum","Bombus","Apidae",3.72,10,1,1.91955444453569
"M_006","Andrena.pubescens_006","Andrena.pubescens","Andrena","Andrenidae",NA,2,0.2,-0.473656291508807
"M_006","Bombus.pratorum_006","Bombus.pratorum","Bombus","Apidae",4.21,3,0.3,-0.174504949503245
"M_006","Bombus.terrestris.lucorum_006","Bombus.terrestris.lucorum","Bombus","Apidae",4.78,10,1,1.91955444453569
"M_006","Andrena.wilkella_006","Andrena.wilkella","Andrena","Andrenidae",2.34,5,0.5,0.42379773450788
"M_006","Lasioglossum.villosulum_006","Lasioglossum.villosulum","Lasioglossum","Halictidae",1.32,1,0.1,-0.772807633514369
"M_006","Megachile.willughbiella_006","Megachile.willughbiella","Megachile","Megachilidae",3.26,1,0.1,-0.772807633514369
"M_007","Apis.mellifera_007","Apis.mellifera","Apis","Apidae",2.9,1,0.1,-0.604298065329948
"M_007","Psithyrus.vest_007","Psithyrus.vest","Psithyrus","apidae",NA,3,0.3,0.0863282950471354
"M_007","Andrena.chrysosceles_007","Andrena.chrysosceles","Andrena","Andrenidae",1.84,1,0.1,-0.604298065329948
"M_007","Lasioglossum.calceatum_007","Lasioglossum.calceatum","Lasioglossum","Halictidae",1.78,1,0.1,-0.604298065329948
"M_007","Bombus.hortorum_007","Bombus.hortorum","Bombus","Apidae",4.74,1,0.1,-0.604298065329948
"M_007","Bombus.lapidarius_007","Bombus.lapidarius","Bombus","Apidae",3.98,10,1,2.50352055636693
"M_007","Bombus.pascuorum_007","Bombus.pascuorum","Bombus","Apidae",3.72,7,0.7,1.4675810158013
"M_007","Anthophora.plumipes_007","Anthophora.plumipes","Anthophora","Apidae",4.17,1,0.1,-0.604298065329948
"M_007","Bombus.pratorum_007","Bombus.pratorum","Bombus","Apidae",4.21,3,0.3,0.0863282950471354
"M_007","Andrena.pubescens_007","Andrena.pubescens","Andrena","Andrenidae",NA,1,0.1,-0.604298065329948
"M_007","Bombus.terrestris.lucorum_007","Bombus.terrestris.lucorum","Bombus","Apidae",4.78,3,0.3,0.0863282950471354
"M_007","Lasioglossum.villosulum_007","Lasioglossum.villosulum","Lasioglossum","Halictidae",1.32,1,0.1,-0.604298065329948
"M_008","Megachile.canariensis_008","Megachile.canariensis","Megachile","Megachilidae",NA,5,0.833333333333333,0.9070571461204
"M_008","Anthophora.alluaudi_008","Anthophora.alluaudi","Anthophora","Apidae",NA,6,1,1.46136984652731
"M_008","Osmia.canariensis_008","Osmia.canariensis","Osmia","Megachilidae",NA,3,0.5,-0.201568254693422
"M_008","Anthidium.manicatum_008","Anthidium.manicatum","Anthidium","Megachilidae",3.44,1,0.166666666666667,-1.31019365550724
"M_008","Apis.mellifera_008","Apis.mellifera","Apis","Apidae",2.9,6,1,1.46136984652731
"M_008","Hyleaus.canariensis_008","Hyleaus.canariensis","Hyleaus","Colletidae",NA,4,0.666666666666667,0.352744445713489
"M_008","Colletes.dimidiatus_008","Colletes.dimidiatus","Colletes","Colletidae",NA,2,0.333333333333333,-0.755880955100334
"M_008","Lasioglossum.actifrons_008","Lasioglossum.actifrons","Lasioglossum","Halictidae",NA,3,0.5,-0.201568254693422
"M_008","Lasioglossum.chalcodes_008","Lasioglossum.chalcodes","Lasioglossum","Halictidae",NA,1,0.166666666666667,-1.31019365550724
"M_008","Andrena.wollestoni_008","Andrena.wollestoni","Andrena","Andrenidae",NA,2,0.333333333333333,-0.755880955100334
"M_008","Lasioglossum.viride_008","Lasioglossum.viride","Lasioglossum","Halictidae",NA,4,0.666666666666667,0.352744445713489
"M_009","Bombus.alpinus_009","Bombus.alpinus","Bombus","Apidae",5.28,1,1,NA
"M_009","Bombus.hyperboreus_009","Bombus.hyperboreus","Bombus","Apidae",NA,1,1,NA
"M_010","Bombus.sp1_010","Bombus.sp1","Bombus","Apidae",4.35,4,1,NA
"M_012","Anthophora.alluaudi_012","Anthophora.alluaudi","Anthophora","Apidae",NA,8,0.571428571428571,0.598443748931276
"M_012","Bombus.canariensis_012","Bombus.canariensis","Bombus","Apidae",NA,14,1,1.92131940446357
"M_012","Apis.mellifera_012","Apis.mellifera","Apis","Apidae",2.9,6,0.428571428571429,0.157485197087178
"M_012","Lasioglossum.chalcodes_012","Lasioglossum.chalcodes","Lasioglossum","Halictidae",NA,3,0.214285714285714,-0.50395263067897
"M_012","Lasioglossum.loetum _012","Lasioglossum.loetum.","Lasioglossum","Halictidae",NA,3,0.214285714285714,-0.50395263067897
"M_012","Halictus.sp1_012","Halictus.sp1","Halictus","Halictidae",1.49,2,0.142857142857143,-0.724431906601019
"M_012","Andrena.sp1_012","Andrena.sp1","Andrena","Andrenidae",2.99,1,0.0714285714285714,-0.944911182523068
"M_013","Apis.mellifera_013","Apis.mellifera","Apis","Apidae",2.9,3,1,NA
"M_014","Apis.mellifera_014","Apis.mellifera","Apis","Apidae",2.9,3,0.3,-0.352672807929299
"M_014","Bombus.hyperboreus_014","Bombus.hyperboreus","Bombus","Apidae",NA,1,0.1,-0.775880177444458
"M_014","Bombus.polaris_014","Bombus.polaris","Bombus","Apidae",NA,10,1,1.12855298537376
"M_015","Megachile.giraudi.bicoloriventris_015","Megachile.giraudi.bicoloriventris","Megachile","Megachilidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Andrena.alfkenella_015","Andrena.alfkenella","Andrena","Andrenidae",1.33,2,0.0192307692307692,-0.390484426454217
"M_015","Osmia.apicata_015","Osmia.apicata","Osmia","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.athenensis_015","Andrena.athenensis","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.balcanica_015","Andrena.balcanica","Andrena","Andrenidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Andrena.bicolor_015","Andrena.bicolor","Andrena","Andrenidae",2.05,3,0.0288461538461538,-0.280691731484265
"M_015","Andrena.bicolorata_015","Andrena.bicolorata","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthophora.agama_015","Anthophora.agama","Anthophora","Apidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Bombus.argillaceus_015","Bombus.argillaceus","Bombus","Apidae",NA,11,0.105769230769231,0.597649828275347
"M_015","Halictus.asperulus_015","Halictus.asperulus","Halictus","Halictidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Halictus.brunnescens_015","Halictus.brunnescens","Halictus","Halictidae",NA,10,0.0961538461538462,0.487857133305396
"M_015","Halictus.cephalicus_015","Halictus.cephalicus","Halictus","Halictidae",NA,6,0.0576923076923077,0.0486863534255894
"M_015","Osmia.aurulenta_015","Osmia.aurulenta","Osmia","Megachilidae",2.78,24,0.230769230769231,2.02495486288472
"M_015","Osmia.caerulescens_015","Osmia.caerulescens","Osmia","Megachilidae",2.34,1,0.00961538461538462,-0.500277121424168
"M_015","Osmia.fulviventris_015","Osmia.fulviventris","Osmia","Megachilidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Anthophora.atroalba_015","Anthophora.atroalba","Anthophora","Apidae",3.67,8,0.0769230769230769,0.268271743365493
"M_015","Amegilla.albigena_015","Amegilla.albigena","Amegilla","Apidae",3.02,14,0.134615384615385,0.927027913185202
"M_015","Amegilla.quadrifasciata_015","Amegilla.quadrifasciata","Amegilla","Apidae",3.64,7,0.0673076923076923,0.158479048395541
"M_015","Andrena.caneae_015","Andrena.caneae","Andrena","Andrenidae",NA,6,0.0576923076923077,0.0486863534255894
"M_015","Andrena.carbonaria_015","Andrena.carbonaria","Andrena","Andrenidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Andrena.cinereophila_015","Andrena.cinereophila","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.clypeata_015","Andrena.clypeata","Andrena","Andrenidae",NA,6,0.0576923076923077,0.0486863534255894
"M_015","Andrena.combaella_015","Andrena.combaella","Andrena","Andrenidae",2.34,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.concinna_015","Andrena.concinna","Andrena","Andrenidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Andrena.crassana_015","Andrena.crassana","Andrena","Andrenidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Andrena.distinguenda_015","Andrena.distinguenda","Andrena","Andrenidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Andrena.flavipes_015","Andrena.flavipes","Andrena","Andrenidae",1.71,16,0.153846153846154,1.14661330312511
"M_015","Andrena.fulvitarsis_015","Andrena.fulvitarsis","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.gallinula_015","Andrena.gallinula","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.grossella_015","Andrena.grossella","Andrena","Andrenidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Andrena.hattorfiana_015","Andrena.hattorfiana","Andrena","Andrenidae",2.71,1,0.00961538461538462,-0.500277121424168
"M_015","Anthidiellum.strigatum.luteum_015","Anthidiellum.strigatum.luteum","Anthidiellum","Megachilidae",2.44,18,0.173076923076923,1.36619869306501
"M_015","Anthidium.dalmaticum_015","Anthidium.dalmaticum","Anthidium","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthidium.florentinum_015","Anthidium.florentinum","Anthidium","Megachilidae",NA,7,0.0673076923076923,0.158479048395541
"M_015","Anthidium.manicatum_015","Anthidium.manicatum","Anthidium","Megachilidae",3.44,1,0.00961538461538462,-0.500277121424168
"M_015","Anthidium.taeniatum_015","Anthidium.taeniatum","Anthidium","Megachilidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Anthidium.undulatum_015","Anthidium.undulatum","Anthidium","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthocopa.andrenoides_015","Anthocopa.andrenoides","Anthocopa","Apidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Anthocopa.bidentata_015","Anthocopa.bidentata","Anthocopa","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthocopa.bisulca_015","Anthocopa.bisulca","Anthocopa","Apidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Anthocopa.obtusa_015","Anthocopa.obtusa","Anthocopa","Apidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Anthocopa.papaveris_015","Anthocopa.papaveris","Anthocopa","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthocopa.perezi_015","Anthocopa.perezi","Anthocopa","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthocopa.scutellaris_015","Anthocopa.scutellaris","Anthocopa","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthocopa.spinigera_015","Anthocopa.spinigera","Anthocopa","Apidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Anthocopa.yermasoyiae corcyraea_015","Anthocopa.yermasoyiae.corcyraea","Anthocopa","Apidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Anthophora.canescens_015","Anthophora.canescens","Anthophora","Apidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Anthophora.dufouri_015","Anthophora.dufouri","Anthophora","Apidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Anthophora.garrula_015","Anthophora.garrula","Anthophora","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthophora.magnilabris_015","Anthophora.magnilabris","Anthophora","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Anthophora.nigrocincta_015","Anthophora.nigrocincta","Anthophora","Apidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Anthophora.ochroleuca_015","Anthophora.ochroleuca","Anthophora","Apidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Apis.mellifera_015","Apis.mellifera","Apis","Apidae",2.9,104,1,10.8083704604808
"M_015","Cerarina.acuta_015","Cerarina.acuta","Cerarina","Apidae",NA,12,0.115384615384615,0.707442523245299
"M_015","Cerarina.bispinosa_015","Cerarina.bispinosa","Cerarina","Apidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Cerarina.cucurbitina_015","Cerarina.cucurbitina","Cerarina","Apidae",1.36,1,0.00961538461538462,-0.500277121424168
"M_015","Cerarina.dallatorreana_015","Cerarina.dallatorreana","Cerarina","Apidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Cerarina.dentiventris_015","Cerarina.dentiventris","Cerarina","Apidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Cerarina.loewi_015","Cerarina.loewi","Cerarina","Apidae",NA,13,0.125,0.81723521821525
"M_015","Cerarina.nigra_015","Cerarina.nigra","Cerarina","Apidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Cerarina.parvula_015","Cerarina.parvula","Cerarina","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Chalicodoma.albocristata_015","Chalicodoma.albocristata","Chalicodoma","Megachilidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Chalicodoma.ericetorum_015","Chalicodoma.ericetorum","Chalicodoma","Megachilidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Chalicodoma.hungarica_015","Chalicodoma.hungarica","Chalicodoma","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Chalicodoma.lefebvrei_015","Chalicodoma.lefebvrei","Chalicodoma","Megachilidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Chalicodoma.manicata_015","Chalicodoma.manicata","Chalicodoma","Megachilidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Chalicodoma.montenegrensis_015","Chalicodoma.montenegrensis","Chalicodoma","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Chalicodoma.parietina nestorea_015","Chalicodoma.parietina.nestorea","Chalicodoma","Megachilidae",NA,11,0.105769230769231,0.597649828275347
"M_015","Chalicodoma.pyrenaica_015","Chalicodoma.pyrenaica","Chalicodoma","Megachilidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Chelostoma.appendiculatum_015","Chelostoma.appendiculatum","Chelostoma","Megachilidae",0.95,1,0.00961538461538462,-0.500277121424168
"M_015","Chelostoma.campanularum_015","Chelostoma.campanularum","Chelostoma","Megachilidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Chelostoma.emarginatum_015","Chelostoma.emarginatum","Chelostoma","Megachilidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Chelostoma.hellenicum_015","Chelostoma.hellenicum","Chelostoma","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Chelostoma.transversum_015","Chelostoma.transversum","Chelostoma","Megachilidae",NA,6,0.0576923076923077,0.0486863534255894
"M_015","Colletes.eous_015","Colletes.eous","Colletes","Colletidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Dasypoda.sp1_015","Dasypoda.sp1","Dasypoda","Melittidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Eucera.albofasciata_015","Eucera.albofasciata","Eucera","Apidae",NA,10,0.0961538461538462,0.487857133305396
"M_015","Eucera.bidentata_015","Eucera.bidentata","Eucera","Apidae",NA,32,0.307692307692308,2.90329642264433
"M_015","Eucera.clypeata_015","Eucera.clypeata","Eucera","Apidae",2.75,33,0.317307692307692,3.01308911761428
"M_015","Eucera.furfurea_015","Eucera.furfurea","Eucera","Apidae",NA,13,0.125,0.81723521821525
"M_015","Eucera.nigrescens.contraria_015","Eucera.nigrescens.contraria","Eucera","Apidae",3.34,1,0.00961538461538462,-0.500277121424168
"M_015","Eucera.nigrilabris.rufitarsis_015","Eucera.nigrilabris.rufitarsis","Eucera","Apidae",3.65,1,0.00961538461538462,-0.500277121424168
"M_015","Eucera.parnassia_015","Eucera.parnassia","Eucera","Apidae",NA,11,0.105769230769231,0.597649828275347
"M_015","Eucera.punctulata_015","Eucera.punctulata","Eucera","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Eucera.seminuda_015","Eucera.seminuda","Eucera","Apidae",2.65,21,0.201923076923077,1.69557677797486
"M_015","Eucera.sp1_015","Eucera.sp1","Eucera","Apidae",4,1,0.00961538461538462,-0.500277121424168
"M_015","Habropoda.tarsata_015","Habropoda.tarsata","Habropoda","Apidae",3,8,0.0769230769230769,0.268271743365493
"M_015","Halictus.gemmeus_015","Halictus.gemmeus","Halictus","Halictidae",NA,10,0.0961538461538462,0.487857133305396
"M_015","Halictus.graecus_015","Halictus.graecus","Halictus","Halictidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Heriades.coelostomus_015","Heriades.coelostomus","Heriades","Halictidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Heriades.crenulatus_015","Heriades.crenulatus","Heriades","Megachilidae",1.53,1,0.00961538461538462,-0.500277121424168
"M_015","Heriades.dalmaticus_015","Heriades.dalmaticus","Heriades","Megachilidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Heriades.trucorum_015","Heriades.trucorum","Heriades","Megachilidae",1.64,3,0.0288461538461538,-0.280691731484265
"M_015","Hoplitis.crenulata_015","Hoplitis.crenulata","Hoplitis","Megachilidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Hoplitis.curvipes_015","Hoplitis.curvipes","Hoplitis","Megachilidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Hoplitis.fabrei_015","Hoplitis.fabrei","Hoplitis","Megachilidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","Hoplitis.manicata_015","Hoplitis.manicata","Hoplitis","Megachilidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Hoplitis.pallicornis_015","Hoplitis.pallicornis","Hoplitis","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Hoplitis.pici_015","Hoplitis.pici","Hoplitis","Megachilidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Hylaeus.bifasciatus_015","Hylaeus.bifasciatus","Hylaeus","Colletidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Lasioglossum.aeratum_015","Lasioglossum.aeratum","Lasioglossum","Halictidae",0.92,2,0.0192307692307692,-0.390484426454217
"M_015","Lasioglossum.anellum_015","Lasioglossum.anellum","Lasioglossum","Halictidae",NA,17,0.163461538461538,1.25640599809506
"M_015","Lasioglossum.brevicome_015","Lasioglossum.brevicome","Lasioglossum","Halictidae",1.38,1,0.00961538461538462,-0.500277121424168
"M_015","Megachile.pacifica_015","Megachile.pacifica","Megachile","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Megachile.pilidens_015","Megachile.pilidens","Megachile","Megachilidae",2.67,15,0.144230769230769,1.03682060815515
"M_015","Osmia.latrellei_015","Osmia.latrellei","Osmia","Megachilidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Osmia.longiceps_015","Osmia.longiceps","Osmia","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Osmia.melanogaster_015","Osmia.melanogaster","Osmia","Megachilidae",2.84,6,0.0576923076923077,0.0486863534255894
"M_015","Osmia.moreensis_015","Osmia.moreensis","Osmia","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Osmia.mustelina_015","Osmia.mustelina","Osmia","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Osmia.nana_015","Osmia.nana","Osmia","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Osmia.nicosiana_015","Osmia.nicosiana","Osmia","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Pseudapis.diversipes_015","Pseudapis.diversipes","Pseudapis","Halictidae",1.78,3,0.0288461538461538,-0.280691731484265
"M_015","Pseudapis.monstrosa_015","Pseudapis.monstrosa","Pseudapis","Halictidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Pseudapis.unidentata_015","Pseudapis.unidentata","Pseudapis","Halictidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","PseudoAnthidium.alpinum_015","PseudoAnthidium.alpinum","PseudoAnthidium","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","PseudoAnthidium.cribratum_015","PseudoAnthidium.cribratum","PseudoAnthidium","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","PseudoAnthidium.lituratum_015","PseudoAnthidium.lituratum","PseudoAnthidium","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","PseudoHeriades.asiaticus_015","PseudoHeriades.asiaticus","PseudoHeriades","Megachilidae",NA,4,0.0384615384615385,-0.170899036514314
"M_015","PseudoHeriades.hofferi_015","PseudoHeriades.hofferi","PseudoHeriades","Megachilidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Rhodanthidium.septemdentatum_015","Rhodanthidium.septemdentatum","Rhodanthidium","Megachilidae",3.28,33,0.31730769,3.01308911761428
"M_015","RhodAnthidium.caturigense_015","RhodAnthidium.caturigense","RhodAnthidium","Megachilidae",NA,2,0.019230769,-0.390484426454217
"M_015","Rophites algirus graecus_015","Rophites.algirus.graecus","","Halictidae",NA,3,0.028846154,-0.280691731484265
"M_015","Rophites.quinquespinosus_015","Rophites.quinquespinosus","Rophites","Halictidae",2.13,2,0.019230769,-0.390484426454217
"M_015","Systropha.planidens_015","Systropha.planidens","Systropha","Halictidae",2.17,1,0.009615385,-0.500277121424168
"M_015","Andrena.hesperia_015","Andrena.hesperia","Andrena","Andrenidae",NA,7,0.0673076923076923,0.158479048395541
"M_015","Ceratina.cyanea_015","Ceratina.cyanea","Ceratina","Apidae",1.24,1,0.00961538461538462,-0.500277121424168
"M_015","Colletes.foveolaris_015","Colletes.foveolaris","Colletes","Colletidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Halictus.pollinus_015","Halictus.pollinus","Halictus","Halictidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Lasioglossum.convexiusculum_015","Lasioglossum.convexiusculum","Lasioglossum","Halictidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.crassepunctatum_015","Lasioglossum.crassepunctatum","Lasioglossum","Halictidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.cristula donatum_015","Lasioglossum.cristula.donatum","Lasioglossum","Halictidae",NA,9,0.0865384615384615,0.378064438335444
"M_015","Andrena.humillis_015","Andrena.humillis","Andrena","Andrenidae",2.43,19,0.182692307692308,1.47599138803496
"M_015","Andrena.hyemala_015","Andrena.hyemala","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.impunctata_015","Andrena.impunctata","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.laticeps hellenicum_015","Lasioglossum.laticeps.hellenicum","Lasioglossum","Halictidae",1.47,3,0.0288461538461538,-0.280691731484265
"M_015","Halictus.resurgens_015","Halictus.resurgens","Halictus","Halictidae",NA,11,0.105769230769231,0.597649828275347
"M_015","Andrena.kriechbaumeri_015","Andrena.kriechbaumeri","Andrena","Andrenidae",NA,3,0.0288461538461538,-0.280691731484265
"M_015","Andrena.lamiana_015","Andrena.lamiana","Andrena","Andrenidae",NA,6,0.0576923076923077,0.0486863534255894
"M_015","Lasioglossum.leucozonium_015","Lasioglossum.leucozonium","Lasioglossum","Halictidae",1.86,1,0.00961538461538462,-0.500277121424168
"M_015","Hylaeus.imparilis_015","Hylaeus.imparilis","Hylaeus","Colletidae",0.99,3,0.0288461538461538,-0.280691731484265
"M_015","Hylaeus.lineolatus_015","Hylaeus.lineolatus","Hylaeus","Colletidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Lasioglossum.limbelloides_015","Lasioglossum.limbelloides","Lasioglossum","Halictidae",NA,10,0.0961538461538462,0.487857133305396
"M_015","Hylaeus.meridionalis_015","Hylaeus.meridionalis","Hylaeus","Colletidae",NA,8,0.0769230769230769,0.268271743365493
"M_015","Lasioglossum.limbellum_015","Lasioglossum.limbellum","Lasioglossum","Halictidae",1.32,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.lineare_015","Lasioglossum.lineare","Lasioglossum","Halictidae",1.35,16,0.153846153846154,1.14661330312511
"M_015","Halictus.scabiosae_015","Halictus.scabiosae","Halictus","Halictidae",2.4,15,0.144230769230769,1.03682060815515
"M_015","Andrena.mocsaryi_015","Andrena.mocsaryi","Andrena","Andrenidae",NA,12,0.115384615384615,0.707442523245299
"M_015","Andrena.mucronata_015","Andrena.mucronata","Andrena","Andrenidae",NA,6,0.0576923076923077,0.0486863534255894
"M_015","Anthophora.pilipes_015","Anthophora.pilipes","Anthophora","Apidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Andrena.nana_015","Andrena.nana","Andrena","Andrenidae",1.58,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.nigroaenea_015","Andrena.nigroaenea","Andrena","Andrenidae",2.84,6,0.0576923076923077,0.0486863534255894
"M_015","Lasioglossum.lucidulum_015","Lasioglossum.lucidulum","Lasioglossum","Halictidae",1.28,2,0.0192307692307692,-0.390484426454217
"M_015","Lasioglossum.malachurum_015","Lasioglossum.malachurum","Lasioglossum","Halictidae",1.65,38,0.365384615384615,3.56205259246404
"M_015","Lasioglossum.marginatum_015","Lasioglossum.marginatum","Lasioglossum","Halictidae",1.65,24,0.230769230769231,2.02495486288472
"M_015","Lasioglossum.mediterraneum_015","Lasioglossum.mediterraneum","Lasioglossum","Halictidae",3.34,6,0.0576923076923077,0.0486863534255894
"M_015","Andrena.nobilis_015","Andrena.nobilis","Andrena","Andrenidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Halictus.smaragdulus_015","Halictus.smaragdulus","Halictus","Halictidae",1.11,18,0.173076923076923,1.36619869306501
"M_015","Lasioglossum.mesosclerum_015","Lasioglossum.mesosclerum","Lasioglossum","Halictidae",1.25,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.nigripes_015","Lasioglossum.nigripes","Lasioglossum","Halictidae",1.95,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.nitidulum.fudakowskii_015","Lasioglossum.nitidulum.fudakowskii","Lasioglossum","Halictidae",1.24,2,0.0192307692307692,-0.390484426454217
"M_015","Anthophora.retusa_015","Anthophora.retusa","Anthophora","Apidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Halictus.sp1_015","Halictus.sp1","Halictus","Halictidae",1.49,2,0.0192307692307692,-0.390484426454217
"M_015","Megachile.sp1_015","Megachile.sp1","Megachile","Megachilidae",3.2,17,0.163461538461538,1.25640599809506
"M_015","Andrena.optata_015","Andrena.optata","Andrena","Andrenidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Andrena.oralis_015","Andrena.oralis","Andrena","Andrenidae",NA,2,0.0192307692307692,-0.390484426454217
"M_015","Andrena.orientata_015","Andrena.orientata","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.osyychniuki_015","Andrena.osyychniuki","Andrena","Andrenidae",NA,5,0.0480769230769231,-0.0611063415443622
"M_015","Andrena.panurgimorpha_015","Andrena.panurgimorpha","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Andrena.panurgina_015","Andrena.panurgina","Andrena","Andrenidae",NA,1,0.00961538461538462,-0.500277121424168
"M_015","Lasioglossum.obscuratum acerbum_015","Lasioglossum.obscuratum.acerbum","Lasioglossum","Halictidae",NA,6,0.0576923076923077,0.0486863534255894
