"ID","plantas","especie","interaccion"
"M_075.1","Antidesma.madagascariense","Agathidinae.sp",0
"M_075.1","Antidesma.madagascariense","Ahasverus.advena.Waltle",0
"M_075.1","Antidesma.madagascariense","Allograpta.nasuta.Marquart",0
"M_075.1","Antidesma.madagascariense","Apis.mellifera.Linnaeus",0
"M_075.1","Antidesma.madagascariense","Atherigona.orientalis.Schiner",0
"M_075.1","Antidesma.madagascariense","Brachymyrmex.sp",0
"M_075.1","Antidesma.madagascariense","Calopsilia.florella.Fabricius",0
"M_075.1","Antidesma.madagascariense","Campopleginae.sp1",0
"M_075.1","Antidesma.madagascariense","Cerambycidae.sp1",0
"M_075.1","Antidesma.madagascariense","Cerambycidae.sp2",0
"M_075.1","Antidesma.madagascariense","Cerambycidae.sp3",0
"M_075.1","Antidesma.madagascariense","Ceratitis.roas.Karsch",0
"M_075.1","Antidesma.madagascariense","Chaetocnema.sp1",0.4
"M_075.1","Antidesma.madagascariense","Cheloninae.sp1",0
"M_075.1","Antidesma.madagascariense","Cheloninae.sp3",0
"M_075.1","Antidesma.madagascariense","Chrysomya.megacephala.Fabricius",0
"M_075.1","Antidesma.madagascariense","Cixiidae.sp1",0
"M_075.1","Antidesma.madagascariense","Cixiidae.sp2",0
"M_075.1","Antidesma.madagascariense","Cotesia.sp1",0
"M_075.1","Antidesma.madagascariense","Cratopus.psittacus.Faimaire",0
"M_075.1","Antidesma.madagascariense","Cryptocephalinae.sp1",0
"M_075.1","Antidesma.madagascariense","Dasytinae.sp1",0
"M_075.1","Antidesma.madagascariense","Dioxyna.sororcula.Wiedemann",0
"M_075.1","Antidesma.madagascariense","Diptera.sp2",0
"M_075.1","Antidesma.madagascariense","Diptera.sp3",0
"M_075.1","Antidesma.madagascariense","Dysauxes.florida.Joan",0.0666666667
"M_075.1","Antidesma.madagascariense","Episyrphus.sp.near.circularis.Hull",0
"M_075.1","Antidesma.madagascariense","Eristalinus.flaveolus.Bigot",0
"M_075.1","Antidesma.madagascariense","Eumolpinae.sp2",0
"M_075.1","Antidesma.madagascariense","Eumolpinae.sp3",0
"M_075.1","Antidesma.madagascariense","Eurytonidae.sp1",0
"M_075.1","Antidesma.madagascariense","Fannia.pusio.Wiedemann",0
"M_075.1","Antidesma.madagascariense","Gelechioidea.sp1",0
"M_075.1","Antidesma.madagascariense","Gelechioidea.sp2",0
"M_075.1","Antidesma.madagascariense","Gelechioidea.sp3",0
"M_075.1","Antidesma.madagascariense","Goniurellia.or.Dectodes.sp",0
"M_075.1","Antidesma.madagascariense","Graphomya.maculata.Scopoli",0
"M_075.1","Antidesma.madagascariense","Henotesia.narcissus.Fabricius",0
