"ID","plantas","especie","interaccion"
"M_075.2","Agauria+AF8-salicifolia","Acalyptrate.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Achaea.AF8.finita",0
"M_075.2","Agauria+AF8-salicifolia","Acopsis.AF8.viridicans",0
"M_075.2","Agauria+AF8-salicifolia","Aganais.AF8.borbonica",0
"M_075.2","Agauria+AF8-salicifolia","Agrostis.AF8.atritegulator",0
"M_075.2","Agauria+AF8-salicifolia","Ahasverus.AF8.advena",0
"M_075.2","Agauria+AF8-salicifolia","Allograpta.AF8.nasuta",0
"M_075.2","Agauria+AF8-salicifolia","Allograpta.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Allograpta.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Anthomyia.AF8.faciata",0
"M_075.2","Agauria+AF8-salicifolia","Apis.AF8.mellifera",0.6
"M_075.2","Agauria+AF8-salicifolia","Atherigona.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Bactrocera.AF8.cucurbitae",0
"M_075.2","Agauria+AF8-salicifolia","Brachymyrmex.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Calcidoidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Campopleginae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Cephonodes.AF8.trochilus",0
"M_075.2","Agauria+AF8-salicifolia","Cerambycidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Cerambycidae.AF8.sp3",0
"M_075.2","Agauria+AF8-salicifolia","Ceratitis.AF8.roas",0
"M_075.2","Agauria+AF8-salicifolia","Chaetocnema.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Cheloninae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Cheloninae.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Chironomidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Chrysomya.AF8.megacephala",0
"M_075.2","Agauria+AF8-salicifolia","Cicadellidae.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Condica.AF8.capensis",0
"M_075.2","Agauria+AF8-salicifolia","Conocephalus.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Cryptinae.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Dasytinae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Dioxyna.AF8.sororcula",0
"M_075.2","Agauria+AF8-salicifolia","Diptera.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Dolichopodidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Drosophila.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Drosophila.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Drosophila.AF8.sp3",0
"M_075.2","Agauria+AF8-salicifolia","Dysauxes.AF8.florida",0
"M_075.2","Agauria+AF8-salicifolia","Eilema.AF8.squalida",0
"M_075.2","Agauria+AF8-salicifolia","Episyrphus.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Eristalinus.AF8.flaveolus",0
"M_075.2","Agauria+AF8-salicifolia","Eumolpinae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Fannia.AF8.pusio",0
"M_075.2","Agauria+AF8-salicifolia","Foudia.AF8.madagascariense",0
"M_075.2","Agauria+AF8-salicifolia","Gelechioidea.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Goniurellia.AF8.or.AF8.Dectodes.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Graphomya.AF8.maculata",0
"M_075.2","Agauria+AF8-salicifolia","Henotesia.AF8.narcissus",0
"M_075.2","Agauria+AF8-salicifolia","Hippotion.AF8.eson",0
"M_075.2","Agauria+AF8-salicifolia","Homoneura.AF8.quadrivittata",0
"M_075.2","Agauria+AF8-salicifolia","Homoneura.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Homoneura.AF8.sp3",0
"M_075.2","Agauria+AF8-salicifolia","Hyadina.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Hydrillodes.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Hyperaspis.AF8.hottentota",0
"M_075.2","Agauria+AF8-salicifolia","Ischiodon.AF8.aegyptius",0
"M_075.2","Agauria+AF8-salicifolia","Lauxania.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Lecithoceridae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Lecithoceridae.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Leptotes.AF8.pirithous",0
"M_075.2","Agauria+AF8-salicifolia","Limnophora.AF8.quaterna",0
"M_075.2","Agauria+AF8-salicifolia","Limonia.AF8.Dycranomia.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Limoniidae.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Lygaeidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Lygaeidae.AF8.sp4",0
"M_075.2","Agauria+AF8-salicifolia","Lygaeidae.AF8.sp5",0
"M_075.2","Agauria+AF8-salicifolia","Lygistorrhina.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Macroglossum.AF8.milvus",0
"M_075.2","Agauria+AF8-salicifolia","Mauritiborium.AF8.undulatus",0
"M_075.2","Agauria+AF8-salicifolia","Melanagromyza.AF8.sojae",0
"M_075.2","Agauria+AF8-salicifolia","Melanostoma.AF8.annulipes",0
"M_075.2","Agauria+AF8-salicifolia","Melanostoma.AF8.bituberculatum",0
"M_075.2","Agauria+AF8-salicifolia","Miridae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Mordellidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Mordellidae.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Musca.AF8.domestica.AF8.Linnaeus",0
"M_075.2","Agauria+AF8-salicifolia","Mythimna.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Nacoleia.AF8.sp1",0.97
"M_075.2","Agauria+AF8-salicifolia","Nacoleia.AF8.sp2",0.24
"M_075.2","Agauria+AF8-salicifolia","Nogodinidae.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Nyctemera.AF8.insulare",0
"M_075.2","Agauria+AF8-salicifolia","Ophyra.AF8.capensis",0
"M_075.2","Agauria+AF8-salicifolia","Orchisia.AF8.costata",0
"M_075.2","Agauria+AF8-salicifolia","Ornidia.AF8.obesa",0
"M_075.2","Agauria+AF8-salicifolia","Orthellia.AF8.albigena",0
"M_075.2","Agauria+AF8-salicifolia","Pachycerina.AF8.crinicornis",0.15
"M_075.2","Agauria+AF8-salicifolia","Paleorhiza.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Panara.AF8.naso",0
"M_075.2","Agauria+AF8-salicifolia","Papillio.AF8.manlius",0
"M_075.2","Agauria+AF8-salicifolia","Paragus.AF8.borbonicus",0
"M_075.2","Agauria+AF8-salicifolia","Pelecophora.AF8.intemipta",0
"M_075.2","Agauria+AF8-salicifolia","Peribaea.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Phalanta.AF8.phalantha",0
"M_075.2","Agauria+AF8-salicifolia","Pheidole.AF8.megacephala",0
"M_075.2","Agauria+AF8-salicifolia","Phelsuma.AF8.cepediana",0
"M_075.2","Agauria+AF8-salicifolia","Phorinia.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Polistes.AF8.hebraeus",0
"M_075.2","Agauria+AF8-salicifolia","Psilopa.AF8.iceryae",0
"M_075.2","Agauria+AF8-salicifolia","Psyllidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Psyllidae.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Pteromalidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Pterophoridae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Pycnonotus.AF8.jocosus",0
"M_075.2","Agauria+AF8-salicifolia","Remigia.AF8.frugalis",0
"M_075.2","Agauria+AF8-salicifolia","Sapromyza.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Sarcophaga.AF8.arno",0
"M_075.2","Agauria+AF8-salicifolia","Sarrothripinae.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Scatopsidae.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Scirtidae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Scirtidae.AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Scolia.AF8.carniflex",0
"M_075.2","Agauria+AF8-salicifolia","Scolia.AF8.oryctophaga",0
"M_075.2","Agauria+AF8-salicifolia","Scopariinae.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Sepsis.AF8.lateralis",0
"M_075.2","Agauria+AF8-salicifolia","Simulium.AF8.Byssodon..AF8.sp2",0
"M_075.2","Agauria+AF8-salicifolia","Simulium.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Siphona.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Spilogona.AF8.sp",0
"M_075.2","Agauria+AF8-salicifolia","Spodoptera.AF8.littoralis",0
"M_075.2","Agauria+AF8-salicifolia","Stomorhina.AF8.lunata",0.17
"M_075.2","Agauria+AF8-salicifolia","Stomoxys.AF8.calcitrans",0.17
"M_075.2","Agauria+AF8-salicifolia","Stomoxys.AF8.niger",0
"M_075.2","Agauria+AF8-salicifolia","Strictopterinae.AF8.sp1",0
"M_075.2","Agauria+AF8-salicifolia","Syritta.AF8.nigrofemorata",0
"M_075.2","Agauria+AF8-salicifolia","Syritta.AF8.sp",0.33
"M_075.2","Agauria+AF8-salicifolia","Tarundia.AF8.servillei",0
