EM_ID,UCMC,Date,Year,Month,Ordinal day,Site,Plot,Plant,Plant species name,Plant common name,Plant family,Insect Order,Insect family,Insect species name,Insect notes,Notes,PA
EM02145,,8/26/19,2019,8,238,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus annulatus,female,,1
EM02206,,6/27/20,2020,6,179,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM02198,,6/27/20,2020,6,179,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena cyanophila,med bee,,1
EM02191,,6/27/20,2020,6,179,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,male,,1
EM02190,,6/27/20,2020,6,179,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02199,,6/27/20,2020,6,179,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02189,,6/27/20,2020,6,179,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,,,1
EM02219,,7/5/20,2020,7,187,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM02218,,7/5/20,2020,7,187,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02182,,7/12/20,2020,7,194,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM02174,,7/12/20,2020,7,194,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena thaspii,female,,1
EM02186,,7/12/20,2020,7,194,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02271,,7/18/20,2020,7,200,Elk M.,1,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02272,,7/18/20,2020,7,200,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,,,1
EM02393,,6/30/21,2021,6,181,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus coloradensis,https://www.inaturalist.org/observations/103109042#activity_identification_394f2e2a-154b-4045-847d-7a13985ad0ca,,1
EM02392,,6/30/21,2021,6,181,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Colletes nigrifrons,male,,1
EM02420,,7/7/21,2021,7,188,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,male,,1
EM02413,,7/7/21,2021,7,188,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Osmia spp.,osmia,,1
,,7/7/21,2021,7,188,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena vicinoides,same as EM02415,,1
EM02415,,7/7/21,2021,7,188,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena vicinoides,female,,1
EM02427,,7/7/21,2021,7,188,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM02428,,7/7/21,2021,7,188,Elk M.,3,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02403,,7/7/21,2021,7,188,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena crategi,female,,1
EM02456,,7/14/21,2021,7,195,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus basalis,black bee,,1
EM02438,,7/14/21,2021,7,195,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02450,,7/14/21,2021,7,195,Elk M.,4,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02478,,7/22/21,2021,7,203,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02477,,7/22/21,2021,7,203,Elk M.,5,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM02507,,7/28/21,2021,7,209,Elk M.,2,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Megachile melanophaea,female,,1
,,7/3/22,2022,7,184,Elk M.,6,POTFIS,Potentilla fissa,Big Flower Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,,,1
EM01020,UCMC 0234770,8/6/15,2015,8,218,Elk M.,1,POTFRU,Potentilla fruticosa,Shrubby Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus personatellus,female,,1
EM02584,,8/19/21,2021,8,231,Elk M.,4,POTFRU,Potentilla fruticosa,Shrubby Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Hylaeus annulatus,,,1
EM00632,UCMC 0234382,7/23/15,2015,7,204,Elk M.,6,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus spp.,female,,1
EM01346,,7/3/16,2016,7,185,Elk M.,6,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01373,,7/8/16,2016,7,190,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,,,1
EM01363,,7/8/16,2016,7,190,Elk M.,4,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01384,,7/15/16,2016,7,197,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01396,,7/15/16,2016,7,197,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01397,,7/15/16,2016,7,197,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01399,,7/21/16,2016,7,203,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,male,,1
EM01413,,7/21/16,2016,7,203,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01414,,7/21/16,2016,7,203,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM02031,,6/5/17,2017,6,156,Elk M.,6,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
,,7/17/17,2017,7,198,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,"female, same as EM02054",,1
,,7/17/17,2017,7,198,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,"female, same as EM02054",,1
EM02054,,7/17/17,2017,7,198,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01643,,7/25/17,2017,7,206,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
,,7/25/17,2017,7,206,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,sames as EM02057,,1
EM02057,,7/25/17,2017,7,206,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,male,,1
EM01678,,7/31/17,2017,7,212,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena cyanophila,female,,1
EM02059,,7/31/17,2017,7,212,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02061,,7/31/17,2017,7,212,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM01528,,6/12/17,2017,6,163,Elk M.,1,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02060,,7/31/17,2017,7,212,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,,1
EM01699,,8/14/17,2017,8,226,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01721,,8/22/17,2017,8,234,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01878,,7/6/18,2018,7,187,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01879,,7/6/18,2018,7,187,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01896,,7/6/18,2018,7,187,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM01514,,6/12/17,2017,6,163,Elk M.,4,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01873,,7/6/18,2018,7,187,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01914,,7/11/18,2018,7,192,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Colletidae,Colletes nigrifrons,female,,1
EM01520,,6/12/17,2017,6,163,Elk M.,6,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01918,,7/11/18,2018,7,192,Elk M.,3,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM01924,,7/11/18,2018,7,192,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,male,,1
EM01942,,7/20/18,2018,7,201,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
,,7/20/18,2018,7,201,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,same as 1942,,1
EM01949,,7/25/18,2018,7,206,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02131,,7/13/19,2019,7,194,Elk M.,4,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
EM01547,,6/20/17,2017,6,171,Elk M.,5,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02132,,7/23/19,2019,7,204,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02171,,7/30/19,2019,7,211,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Andrenidae,Andrena cyanophila,female; det JR,,1
EM02137,,7/30/19,2019,7,211,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM02185,,7/12/20,2020,7,194,Elk M.,3,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,"female, IN PANURGINUS BOX",,1
EM02519,,7/28/21,2021,7,209,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
EM02537,,8/4/21,2021,8,216,Elk M.,1,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,male,,1
EM02540,,8/12/21,2021,8,224,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
,,7/29/22,2022,7,210,Elk M.,2,POTPUL,Potentilla pulcherrima,Beautiful Cinquefoil,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02037,,6/26/17,2017,6,177,Elk M.,5,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM02064,,7/31/17,2017,7,212,Elk M.,6,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,male,,1
EM01375,,7/8/16,2016,7,190,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Apidae,Bombus melanopygus,,,1
EM01377,,7/8/16,2016,7,190,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01565,,6/26/17,2017,6,177,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Andrena vicinoides,female,,1
EM02034,,6/26/17,2017,6,177,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Halictidae,Lasioglossum sp.,,,1
EM01827,,6/12/18,2018,6,163,Elk M.,3,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,female,,1
EM01593,,7/3/17,2017,7,184,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Andrena topazana,female,,1
EM02045,,7/3/17,2017,7,184,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01597,,7/11/17,2017,7,192,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Andrena thaspii,female,,1
EM01598,,7/11/17,2017,7,192,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Halictidae,Lasioglossum aff. boreale,"Hemihalictus group, female",,1
EM02052,,7/11/17,2017,7,192,Elk M.,6,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02055,,7/17/17,2017,7,198,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01835,,6/22/18,2018,6,173,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01847,,6/29/18,2018,6,180,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Andrena vicinoides,female,,1
EM01850,,6/29/18,2018,6,180,Elk M.,3,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01844,,6/29/18,2018,6,180,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Andrena vicinoides,female,,1
EM01859,,6/29/18,2018,6,180,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01865,,6/29/18,2018,6,180,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM01866,,6/29/18,2018,6,180,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Halictidae,Dufourea fimbriata,female,,1
,,6/29/18,2018,6,180,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female; same as EM01865,,1
EM01887,,7/6/18,2018,7,187,Elk M.,2,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Colletidae,Hylaeus annullatus,female,,1
EM01871,,7/6/18,2018,7,187,Elk M.,2,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Apidae,Bombus occidentalis,,,1
EM02076,,6/19/19,2019,6,170,Elk M.,4,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM02196,,6/27/20,2020,6,179,Elk M.,2,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Halictidae,Lasioglossum (Hemihalictus) sp.,female,,1
EM02212,,7/5/20,2020,7,187,Elk M.,5,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Megachilidae,Osmia inermis,female,,1
EM02431,,7/7/21,2021,7,188,Elk M.,2,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02434,,7/7/21,2021,7,188,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02435,,7/7/21,2021,7,188,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Andrena sp. 5,large bee,,1
EM02432,,7/7/21,2021,7,188,Elk M.,2,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02417,,7/7/21,2021,7,188,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02421,,7/7/21,2021,7,188,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus cressoniellus,female,,1
EM02430,,7/7/21,2021,7,188,Elk M.,4,ROSWOO,Rosa woodsii,Woods' Rose,Rosaceae,Hymenoptera,Andrenidae,Panurginus ineptus,female,,1
EM02085,,6/25/19,2019,6,176,Elk M.,2,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM02083,,6/25/19,2019,6,176,Elk M.,4,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM00973,UCMC 0234723,8/6/15,2015,8,218,Elk M.,2,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Andrenidae,Panurginus spp.,female,,1
EM01367,,7/8/16,2016,7,190,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Colletidae,Hylaeus personatellus,,,1
EM01392,,7/15/16,2016,7,197,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Andrenidae,Pseudopanurgus bakeri,female,,1
EM01638,,7/17/17,2017,7,198,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Osmia inermis,female,,1
EM01625,,7/17/17,2017,7,198,Elk M.,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Osmia pusilla,female,check,1
EM01630,,7/17/17,2017,7,198,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Andrenidae,Andrena amphibola,female,,1
EM01631,,7/17/17,2017,7,198,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02158,,7/2/19,2019,7,183,Elk M.,1,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM01880,,7/6/18,2018,7,187,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Megachile relativa,male,,1
EM01870,,7/6/18,2018,7,187,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01869,,7/6/18,2018,7,187,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus melanopygus,,,1
,,7/11/18,2018,7,192,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Megachile frigida,female,,1
EM02121,,7/2/19,2019,7,183,Elk M.,3,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM01920,,7/11/18,2018,7,192,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Stelis nitida,male; kleptoparasitic,,1
EM01910,,7/11/18,2018,7,192,Elk M.,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Nomada spp. ,male; red bee; kelptoparasitic on Andrena,,1
EM01911,,7/11/18,2018,7,192,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01905,,7/11/18,2018,7,192,Elk M.,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01933,,7/20/18,2018,7,201,Elk M.,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,worker,,1
EM01930,,7/20/18,2018,7,201,Elk M.,2,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM01935,,7/20/18,2018,7,201,Elk M.,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus mixtus,,,1
EM02155,,7/23/19,2019,7,204,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
,,7/23/19,2019,7,204,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,,,1
EM02138,,9/2/19,2019,9,245,Elk M.,6,CYMLEM,Cymopterus lemmonii,Mountain Parsley,Apiaceae,Hymenoptera,Halictidae,Lasioglossum (Dialictus) tenax,det. JR,,1
EM02161,,8/6/19,2019,8,218,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Colletidae,Hylaeus annulatus,female,,1
EM02160,,8/6/19,2019,8,218,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,male,,1
,,8/6/19,2019,8,218,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus flavifrons,,,1
EM02213,,7/5/20,2020,7,187,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Andrenidae,Andrena topazana,,,1
EM02183,,7/12/20,2020,7,194,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Osmia paradisica,female,,1
EM02266,,7/18/20,2020,7,200,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
EM02267,,7/18/20,2020,7,200,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,female,,1
,,7/18/20,2020,7,200,Elk M.,2,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Megachilidae,Hoplitis fulgida,same as EM02267,,1
,,7/14/21,2021,7,195,Elk M.,6,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,same as EM02438 bombus,,1
EM02474,,7/22/21,2021,7,203,Elk M.,3,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02500,,7/28/21,2021,7,209,Elk M.,4,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus mixtus,female,,1
EM02495,,7/28/21,2021,7,209,Elk M.,5,SEDLAN,Sedum lanceolatum,Yellow Stonecrop,Crassulaceae,Hymenoptera,Apidae,Bombus bifarius,female,,1
