Order,Family,Genus,Species,Genus_and_species,Nest,Nest_with_active_construction,Nest_with_active_construction_and_material,Nesting_behavior,Nesting_behavior,Nesting_behavior,Nesting_material,Nesting_material,Nesting_material,Nesting_specific_material,Larval_location,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Number_of_larval_microhabitats,Host,Larval_nutrition,Inundation_tolerance_of_larvae,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Larval_specific_microhabitat,Larval_diet_breadth,Plant_taxa,Body_length_(categories),Body_hair_(categories),Body_structure,"Body_length_(mm,_raw_data)",ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Sociality,Number_of_generations,Number_of_generations,Number_of_generations,Number_of_generations,Buzz_pollinator,Flight_behaviour,Flight_height,Tolerance_to_human_influence,Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(months),Spatial_distribution_in_Europe,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,AOO_(Area_of_occupancy),EOO_(Extent_of_occurrence),STI_(Species_temperature_index),SCI_(Species_continentality_index),Validator,References
Hymenoptera,Apidae,Nomada,integra,Nomada integra,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena humilis,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,small,NA,NA,NA,1.54,13,1.54,10,no,no,3.23,13,3.23,10,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,no,no,no,"april,_may,_june",NA,NA,NA,NA,NA,NA,NA,NA,5024,9189712,10.38023434,6.257094288,Jakub Straka,no
Hymenoptera,Apidae,Nomada,italica,Nomada italica,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena gallica,pollen/nectar,no,NA,NA,NA,NA,soil,NA,NA,small,NA,NA,NA,2.5,3,NA,NA,no,no,5.13,3,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,84,4883154,12.02426069,6.900963391,Jakub Straka,no
Hymenoptera,Apidae,Nomada,jaramensis,Nomada jaramensis,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,1.55,2,NA,NA,no,no,3.24,2,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,no,"march,_april",NA,NA,NA,NA,NA,NA,NA,NA,8,0,14.16023885,5.756671651,Jakub Straka,no
Hymenoptera,Apidae,Nomada,kervilleana,Nomada kervilleana,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,no,no,no,no,may,NA,NA,NA,NA,NA,NA,NA,NA,12,4,14.50298156,6.770596076,Jakub Straka,no
Hymenoptera,Apidae,Nomada,kohli,Nomada kohli,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Lasioglossum puncticolle,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,NA,NA,NA,1.22,1,1.12,2,no,no,2.58,1,2.37,2,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,no,yes,no,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,764,6226356,12.90337815,6.284981066,Jakub Straka,no
Hymenoptera,Apidae,Nomada,kornosica,Nomada kornosica,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,1.07,1,NA,NA,no,no,2.27,1,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,yes,"february,_march,_april",NA,NA,NA,NA,NA,NA,NA,NA,40,156205,16.1383088,6.427322233,Jakub Straka,no
Hymenoptera,Apidae,Nomada,kriesteni,Nomada kriesteni,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,no,no,no,no,april,NA,NA,NA,NA,NA,NA,NA,NA,36,202276,12.93310009,6.464770785,Jakub Straka,no
Hymenoptera,Apidae,Nomada,lamellata,Nomada lamellata,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena canohirta,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,no,yes,no,no,no,no,april,NA,NA,NA,NA,NA,NA,NA,NA,28,599739,11.46214857,7.49416649,Jakub Straka,no
Hymenoptera,Apidae,Nomada,lapillula,Nomada lapillula,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena orientana,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,small,NA,NA,NA,1.52,1,1.43,3,no,no,3.18,1,3.01,3,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,yes,"february,_march,_april",NA,NA,NA,NA,NA,NA,NA,NA,156,143838,15.24814881,7.405312365,Jakub Straka,no
Hymenoptera,Apidae,Nomada,lateritia,Nomada lateritia,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,1.44,3,1.69,3,no,no,3.02,3,3.52,3,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,no,yes,no,no,NA,NA,NA,yes,yes,yes,no,no,no,"april,_march,_may,_june",NA,NA,NA,NA,NA,NA,NA,NA,48,243208,15.16361214,6.689207736,Jakub Straka,no
Hymenoptera,Apidae,Nomada,lathburiana,Nomada lathburiana,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena cineraria/Andrena barbareae/Andrena danuvia/Andrena vaga,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,not_long,NA,NA,2.32,31,1.73,11,no,no,4.78,31,3.6,11,no,no,0.34,3,NA,NA,no,no,100,3,NA,NA,no,no,33.67,3,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,no,no,no,"april,_may,_june",NA,NA,NA,NA,NA,NA,NA,NA,15032,7897430,8.327955444,6.30061491,Jakub Straka,no
Hymenoptera,Apidae,Nomada,laticrus,Nomada laticrus,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena elegans,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,small,NA,NA,NA,2.2,1,NA,NA,no,no,4.54,1,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,no,yes,no,no,no,june,NA,NA,NA,NA,NA,NA,NA,NA,16,133313,12.75260532,7.184787331,Jakub Straka,no
Hymenoptera,Apidae,Nomada,legoffi,Nomada legoffi,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,1.36,1,1.29,1,no,no,2.86,1,2.72,1,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,no,no,no,yes,no,"september,_october",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jakub Straka,no
Hymenoptera,Apidae,Nomada,leucophthalma,Nomada leucophthalma,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena clarkella/Andrena apicata/Andrena nycthemera,pollen/nectar,no,NA,NA,NA,NA,soil,NA,NA,small,NA,NA,NA,1.76,15,1.54,11,no,no,3.67,15,3.21,11,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,no,"march,_april",NA,NA,NA,NA,NA,NA,NA,NA,11256,7992927,7.480235615,6.308076198,Jakub Straka,no
Hymenoptera,Apidae,Nomada,limassolica,Nomada limassolica,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,2.24,6,2.02,4,no,no,4.62,6,4.18,4,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,no,"march,_april",NA,NA,NA,NA,NA,NA,NA,NA,136,283077,17.5111636,6.319860712,Jakub Straka,no
Hymenoptera,Apidae,Nomada,linsenmaieri,Nomada linsenmaieri,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,1.04,5,NA,NA,no,no,2.22,5,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,592,1786910,14.34943245,5.411205266,Jakub Straka,no
Hymenoptera,Apidae,Nomada,litigiosa,Nomada litigiosa,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,15.38333321,5.676279907,Jakub Straka,no
Hymenoptera,Apidae,Nomada,lucidula,Nomada lucidula,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,2.43,5,NA,NA,no,no,5,5,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,no,no,no,"april,_may,_june",NA,NA,NA,NA,NA,NA,NA,NA,132,381684,15.66661364,6.271089289,Jakub Straka,no
Hymenoptera,Apidae,Nomada,lutea,Nomada lutea,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,10.21735588,8.842283211,Jakub Straka,no
Hymenoptera,Apidae,Nomada,luteipes,Nomada luteipes,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47,5,no,no,NA,NA,3.07,5,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,no,no,no,no,april,NA,NA,NA,NA,NA,NA,NA,NA,8,0,13.60340881,6.918534546,Jakub Straka,no
Hymenoptera,Apidae,Nomada,maculicornis,Nomada maculicornis,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,1.38,1,1.4,1,no,no,2.9,1,2.94,1,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,no,yes,yes,no,no,no,"april,_june",NA,NA,NA,NA,NA,NA,NA,NA,268,1943413,12.82238814,5.916744869,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mandibularis,Nomada mandibularis,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,yes,yes,no,no,"march,_april,_may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,48,425400,12.61645314,6.278006412,Jakub Straka,no
Hymenoptera,Apidae,Nomada,marshamella,Nomada marshamella,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena carantonica/Andrena trimmerana/Andrena rosae,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,not_long,NA,NA,2.23,12,2.15,3,no,no,4.61,12,4.43,3,no,no,0.21,3,NA,NA,no,no,316.67,3,NA,NA,no,no,67,3,NA,NA,no,no,brood_parasite,no,no,yes,no,no,NA,NA,NA,yes,yes,yes,no,no,no,"march,_april,_may,_june",NA,NA,NA,NA,NA,NA,NA,NA,20668,9969003,8.663830055,5.416118057,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mauritanica,Nomada mauritanica,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena fuscosa,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,small,NA,NA,NA,2.24,3,NA,NA,no,no,4.63,3,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,no,yes,no,no,NA,NA,NA,no,yes,no,yes,no,no,"april,_may,_july",NA,NA,NA,NA,NA,NA,NA,NA,360,3258257,14.78380248,6.168958007,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mavromoustakisi,Nomada mavromoustakisi,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,small,NA,NA,NA,0.84,3,NA,NA,no,no,1.79,3,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,yes,no,no,no,no,no,march,NA,NA,NA,NA,NA,NA,NA,NA,36,41338,17.79484161,5.876689705,Jakub Straka,no
Hymenoptera,Apidae,Nomada,maxschwarzi,Nomada maxschwarzi,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,no,yes,no,no,no,june,NA,NA,NA,NA,NA,NA,NA,NA,4,0,14.89166641,6.656569824,Jakub Straka,no
Hymenoptera,Apidae,Nomada,melanopyga,Nomada melanopyga,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena chrysopyga,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,small,NA,NA,NA,2.11,2,1.86,3,no,no,4.36,2,3.86,3,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,no,no,no,no,may,NA,NA,NA,NA,NA,NA,NA,NA,84,179850,9.858009679,7.740537328,Jakub Straka,no
Hymenoptera,Apidae,Nomada,melathoracica,Nomada melathoracica,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena agilissima/Andrena afrensis,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,NA,NA,NA,2.13,1,NA,NA,no,no,4.4,1,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,908,3070340,12.53103015,5.87561392,Jakub Straka,no
Hymenoptera,Apidae,Nomada,merceti,Nomada merceti,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Panurgus cephalotes,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,NA,small,NA,NA,NA,1.55,1,NA,NA,no,no,3.24,1,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,428,602713,14.83086362,5.579334469,Jakub Straka,no
Hymenoptera,Apidae,Nomada,minuscula,Nomada minuscula,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Lasioglossum glabriusculum/Lasioglossum lucidulum/Lasioglossum politum/Lasioglossum griseolum/Lasioglossum trichopygum,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,NA,NA,NA,0.69,5,NA,NA,no,no,1.5,5,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,no,yes,no,no,NA,NA,NA,yes,yes,yes,yes,no,no,"march,_april,_may,_june,_july,_august",NA,NA,NA,NA,NA,NA,NA,NA,288,2529127,12.60527326,6.583226226,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mitaii,Nomada mitaii,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,3,11.65094604,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mocsaryi,Nomada mocsaryi,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Eucera cineraria,pollen/nectar,no,NA,NA,NA,NA,soil,oligolectic,Fabaceae,small,NA,NA,NA,1.79,3,NA,NA,no,no,3.73,3,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,no,yes,yes,yes,no,no,"may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,228,2279482,11.78336782,7.232851901,Jakub Straka,no
Hymenoptera,Apidae,Nomada,moeschleri,Nomada moeschleri,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena haemorrhoa,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,NA,NA,NA,1.66,4,NA,NA,no,no,3.46,4,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,yes,no,no,no,"april,_may,_june",NA,NA,NA,NA,NA,NA,NA,NA,1268,4301986,7.116727228,7.31651965,Jakub Straka,no
Hymenoptera,Apidae,Nomada,montarco,Nomada montarco,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,14.33749962,7.033139648,Jakub Straka,no
Hymenoptera,Apidae,Nomada,moravitzii,Nomada moravitzii,yes,no,no,NA,NA,NA,no,no,no,none,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,pollen/nectar,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,no,yes,no,no,no,no,april,NA,NA,NA,NA,NA,NA,NA,NA,24,2860,15.36786829,6.792180084,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mutabilis,Nomada mutabilis,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena labialis,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,NA,NA,NA,1.72,5,NA,NA,no,no,3.59,5,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,no,yes,no,no,NA,NA,NA,no,yes,yes,yes,no,no,"april,_may,_june,_july",NA,NA,NA,NA,NA,NA,NA,NA,780,7847684,12.49996666,6.445317236,Jakub Straka,no
Hymenoptera,Apidae,Nomada,mutica,Nomada mutica,yes,no,no,no,no,yes,no,no,no,none,under_ground,no,no,no,no,yes,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Andrena ferox,pollen/nectar,no,NA,NA,NA,NA,soil,polylectic,multiple,small,NA,NA,NA,1.75,1,NA,NA,no,no,3.64,1,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,NA,NA,NA,NA,no,no,brood_parasite,no,yes,no,no,no,NA,NA,NA,yes,yes,no,no,no,no,"march,_april",NA,NA,NA,NA,NA,NA,NA,NA,536,2995736,11.60449064,6.301478591,Jakub Straka,no
