Order,Family,Genus,Species,Genus_and_species,Nest,Nest_with_active_construction,Nest_with_active_construction_and_material,Nesting_behavior,Nesting_behavior,Nesting_behavior,Nesting_material,Nesting_material,Nesting_material,Nesting_specific_material,Larval_location,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Larval_microhabitat,Number_of_larval_microhabitats,Host,Larval_nutrition,Inundation_tolerance_of_larvae,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Duration_of_larval_development,Larval_specific_microhabitat,Larval_diet_breadth,Plant_taxa,Body_length_(categories),Body_hair_(categories),Body_structure,"Body_length_(mm,_raw_data)",ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),ITD_(inter-tegular_distance),Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Tongue_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_length,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hair_density,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Hairiness_index,Sociality,Number_of_generations,Number_of_generations,Number_of_generations,Number_of_generations,Buzz_pollinator,Flight_behaviour,Flight_height,Tolerance_to_human_influence,Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(season),Flight_period_(months),Spatial_distribution_in_Europe,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,Adult_macrohabitat,AOO_(Area_of_occupancy),EOO_(Extent_of_occurrence),STI_(Species_temperature_index),SCI_(Species_continentality_index),Validator,References
Diptera,Syrphidae,Merodon,longisetus,Merodon longisetus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,large,not_long,medium_elongated,13–15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,yes,no,"may,_june,_july,_september",south,no,yes,no,no,no,no,no,8,8,16.00624943,6.340806732,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,longispinus,Merodon longispinus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,large,not_long,medium_elongated,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,low,no,no,no,no,yes,no,september,south,no,no,no,yes,no,no,no,4,4,10.98333359,7.190281372,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,luteihumerus,Merodon luteihumerus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,large,not_long,medium_elongated,14–18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,no,no,no,yes,no,september,south,no,yes,no,no,no,no,no,44,233532,14.37368884,5.028038957,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,luteofasciatus,Merodon luteofasciatus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,large,not_long,medium_elongated,12–15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,no,yes,no,yes,no,"june,_september,_october",south,no,yes,no,no,no,no,no,40,50498,15.9090806,5.916192435,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,luteomaculatus,Merodon luteomaculatus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,8–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,no,no,yes,yes,no,"august,_september",south,yes,no,yes,no,no,no,no,40,1196,10.31374705,6.781202017,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,makrisi,Merodon makrisi,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,10–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,low,no,no,no,no,yes,no,"october,_november",south,yes,yes,no,no,no,no,no,NA,NA,16.73720366,6.278936948,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,medium,Merodon medium,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,10–13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,low,no,yes,no,no,no,no,may,south,yes,no,no,no,no,no,no,12,118,13.11285742,5.949753241,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,megavidus,Merodon megavidus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,large,not_long,medium_elongated,13–18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,no,no,"april,_may,_june,_july",south,no,yes,no,no,no,no,no,32,2962,14.92483038,6.640603588,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,minutus,Merodon minutus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,small,not_long,medium_elongated,5–8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,yes,no,no,yes,no,"april,_may,_june,_september,_october",south,no,yes,no,no,no,no,no,NA,NA,14.03350327,5.730458712,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,moenium,Merodon moenium,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,11–13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,no,no,"may,_june,_july",widely,yes,no,no,no,no,yes,no,NA,NA,9.181798712,6.700348519,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,nanus,Merodon nanus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,5–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,yes,yes,yes,yes,no,yes,"february,_march,_april,_may,_june,_july",south,no,yes,no,no,no,no,no,28,556,14.67474971,6.222763334,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,natans,Merodon natans,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,no,no,yes,no,"april,_september,_october",south,no,yes,no,no,no,no,no,NA,NA,12.82443365,5.733336111,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,naxius,Merodon naxius,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,7–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,no,no,no,yes,no,october,south,no,yes,no,no,no,no,no,20,124,16.15884368,5.508200098,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,neofasciatus,Merodon neofasciatus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,large,not_long,medium_elongated,12–15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,yes,yes,yes,yes,yes,yes,"february,_march,_april,_may,_june,_august,_september,_october",south,no,yes,no,no,no,no,no,220,268968,16.70317423,5.572804998,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,neolydicus,Merodon neolydicus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,10–13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,yes,yes,yes,no,no,yes,"january,_february,_march,_april,_may,_june",south,no,yes,no,no,no,no,no,12,55,15.5132812,6.288901863,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,neonanus,Merodon neonanus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,5–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,near_ground,medium,yes,yes,yes,yes,yes,no,"march,_april,_may,_june,_july,_october",south,no,yes,no,no,no,no,no,40,1210,14.54202787,6.35284244,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,nigritarsis,Merodon nigritarsis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,large,not_long,medium_elongated,12–16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,no,no,"may,_june,_july,_august",widely,yes,yes,no,no,no,no,no,NA,NA,10.98059752,6.740099122,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,nisi,Merodon nisi,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,6–9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,no,no,no,yes,no,october,south,no,yes,no,no,no,no,no,24,12913,11.7147011,5.296491833,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,nitens,Merodon nitens,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,9–14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,no,no,"may,_june,_july,_august",south,yes,no,no,no,no,no,no,8,35,15.38229191,5.996967392,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,obscuritarsis,Merodon obscuritarsis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,large,not_long,medium_elongated,13–13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,no,yes,yes,no,"april,_may,_july,_august,_september",widely,yes,no,yes,no,no,no,no,NA,NA,12.07222306,6.117550801,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,olympius,Merodon olympius,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,10–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,low,no,no,no,no,yes,no,september,south,yes,no,no,no,no,no,no,12,12,10.04608109,6.966237654,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,opacus,Merodon opacus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,7–11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,no,no,no,"april,_may,_june",south,no,yes,no,no,no,no,no,56,1021,15.32091172,6.61069913,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,orjensis,Merodon orjensis,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,no,no,yes,no,no,august,south,yes,no,no,no,no,no,no,4,NA,9.033333778,6.295537109,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,ottomanus,Merodon ottomanus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,yes,yes,no,no,no,"may,_june",south,no,yes,no,no,no,no,no,48,401785,12.07907535,6.642055585,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,papillus,Merodon papillus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,10–12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,yes,no,no,no,no,"april,_may",south,no,yes,no,no,no,no,no,52,22722,13.12553696,5.802246527,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,parietum,Merodon parietum,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,no,no,no,"may,_june",south,yes,yes,no,no,no,no,no,92,641128,12.84568373,4.468679108,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,peloponnesius,Merodon peloponnesius,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,6.5–9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,no,yes,yes,yes,no,"june,_july,_october",south,no,yes,no,no,no,no,no,12,423,11.96851858,6.393088175,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,planiceps,Merodon planiceps,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,no,no,"april,_may,_june,_july",south,no,yes,no,no,no,no,no,8,1159356,17.49973875,5.996704636,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,pruni,Merodon pruni,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,8–23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,yes,yes,yes,no,"may,_june,_july,_august,_september",south,no,yes,no,no,no,no,no,428,1858563,14.55353277,6.046512014,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,pulveris,Merodon pulveris,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,yes,yes,no,NA,NA,NA,medium,not_long,medium_elongated,11–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,no,yes,no,no,strong_fliers,arboreal_and_near_ground,medium,no,yes,no,no,yes,no,"april,_september,_october",south,no,yes,no,no,no,no,no,88,166119,16.37453263,5.464532436,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,pumilus,Merodon pumilus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium_or_large,not_long,medium_elongated,8–13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,arboreal_and_near_ground,low,no,yes,yes,no,no,no,"april,_may,_june",south,yes,yes,no,no,no,no,no,56,166086,15.4588623,5.814365925,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,puniceus,Merodon puniceus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,11–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,medium,no,no,no,yes,yes,no,"august,_september,_october",south,no,yes,no,no,no,no,no,12,55,15.96021267,6.541487474,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,quercetorum,Merodon quercetorum,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,7.5–9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,low,no,no,no,yes,yes,no,"august,_september",south,yes,yes,no,yes,no,no,no,24,134135,10.0342415,6.160505291,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,rasicus,Merodon rasicus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,small_or_medium,not_long,medium_elongated,5–10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,low,no,yes,yes,yes,no,no,"april,_may,_june,_july",south,yes,yes,no,no,no,no,no,20,23716,9.125259295,6.993236723,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,robustus,Merodon robustus,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,8–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,low,no,yes,no,no,no,no,"april,_may",south,no,yes,no,no,no,no,no,28,20053,17.5509293,6.215650901,Ante Vujic & Marija Milicic,NA
Diptera,Syrphidae,Merodon,rojoi,Merodon rojoi,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,above/under_ground,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,2,no,phytophagous_(bulbs),no,no,no,yes,no,NA,NA,NA,medium,not_long,medium_elongated,11–12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,solitary,no,yes,no,no,no,strong_fliers,near_ground,low,no,no,no,no,yes,no,september,south,no,yes,no,no,no,no,no,24,37096,8.967407923,4.337269858,Ante Vujic & Marija Milicic,NA
