"plantas","Apis.mellifera","Bombus.brevivillus","Bombus.morio","Frieseomelitta.silvestrii","Melipona.asilvai","Melipona.quadrifasciata","Partamona.sp","Plebeia.sp","Trigona.gr..fuscipennis","Trigona.spinipes","Trigonisca.intermedia","Trigonisca.sp"
"CV",
