"Family","Genus","Genus_and_species","DIT","FuenteDatos"
"Andrenidae","Andrena","Andrena abbreviata",2.1,"Europa"
"Andrenidae","Andrena","Andrena aberrans",2.93,"Europa"
"Andrenidae","Andrena","Andrena abjecta",2.58,"Europa"
"Andrenidae","Andrena","Andrena abrupta",1.84,"Europa"
"Andrenidae","Andrena","Andrena aciculata",1.31,"Europa"
"Andrenidae","Andrena","Andrena acuta",1.55,"Europa"
"Andrenidae","Andrena","Andrena aegyptiaca",1.63,"Europa"
"Andrenidae","Andrena","Andrena aeneiventris",1.42,"Europa"
"Andrenidae","Andrena","Andrena aerinifrons",2.13,"Europa"
"Andrenidae","Andrena","Andrena afrensis",2.97,"Europa"
"Andrenidae","Andrena","Andrena afzeliella",2.25,"Europa"
"Andrenidae","Andrena","Andrena agilissima",3.02,"Europa"
"Andrenidae","Andrena","Andrena agnata",2.23,"Europa"
"Andrenidae","Andrena","Andrena albopunctata",3.15,"Europa"
"Andrenidae","Andrena","Andrena alfkenella",1.47,"Europa"
"Andrenidae","Andrena","Andrena alfkenelloides",1.44,"Europa"
"Andrenidae","Andrena","Andrena allosa",1.94,"Europa"
"Andrenidae","Andrena","Andrena alluaudi",1.97,"Europa"
"Andrenidae","Andrena","Andrena alutacea",2.13,"Europa"
"Andrenidae","Andrena","Andrena ampla",2.2,"Europa"
"Andrenidae","Andrena","Andrena anatolica",1.94,"Europa"
"Andrenidae","Andrena","Andrena angustior",1.98,"Europa"
"Andrenidae","Andrena","Andrena anthrisci",1.3,"Europa"
"Andrenidae","Andrena","Andrena antigana",2.36,"Europa"
"Andrenidae","Andrena","Andrena apicata",2.84,"Europa"
"Andrenidae","Andrena","Andrena apiformis",3.17,"Europa"
"Andrenidae","Andrena","Andrena argentata",2,"Europa"
"Andrenidae","Andrena","Andrena asiatica",2.34,"Europa"
"Andrenidae","Andrena","Andrena asperrima",2.87,"Europa"
"Andrenidae","Andrena","Andrena asperula",2.28,"Europa"
"Andrenidae","Andrena","Andrena assimilis",3.29,"Europa"
"Andrenidae","Andrena","Andrena astica",2.24,"Europa"
"Andrenidae","Andrena","Andrena athenensis",2.3,"Europa"
"Andrenidae","Andrena","Andrena atrata",1.73,"Europa"
"Andrenidae","Andrena","Andrena atrotegularis",3.36,"Europa"
"Andrenidae","Andrena","Andrena avara",1.95,"Europa"
"Andrenidae","Andrena","Andrena barbilabris",2.32,"Europa"
"Andrenidae","Andrena","Andrena batava",2.42,"Europa"
"Andrenidae","Andrena","Andrena bayona",1.49,"Europa"
"Andrenidae","Andrena","Andrena bellidis",1.7,"Europa"
"Andrenidae","Andrena","Andrena benoisti",2.66,"Europa"
"Andrenidae","Andrena","Andrena bicolor",2.01,"Europa"
"Andrenidae","Andrena","Andrena bicolorata",2.83,"Europa"
"Andrenidae","Andrena","Andrena biguttata",2.13,"Europa"
"Andrenidae","Andrena","Andrena bimaculata",2.71,"Europa"
"Andrenidae","Andrena","Andrena binominata",2.24,"Europa"
"Andrenidae","Andrena","Andrena bisulcata",1.62,"Europa"
"Andrenidae","Andrena","Andrena blanda",2.34,"Europa"
"Andrenidae","Andrena","Andrena boyerella",2.11,"Europa"
"Andrenidae","Andrena","Andrena braunsiana",2.33,"Europa"
"Andrenidae","Andrena","Andrena brumanensis",1.75,"Europa"
"Andrenidae","Andrena","Andrena bucephala",2.17,"Europa"
"Andrenidae","Andrena","Andrena canohirta",1.5,"Europa"
"Andrenidae","Andrena","Andrena caprimulga",1.87,"Europa"
"Andrenidae","Andrena","Andrena catula",1.7,"Europa"
"Andrenidae","Andrena","Andrena cervina",1.4,"Europa"
"Andrenidae","Andrena","Andrena chalcogastra",2.41,"Europa"
"Andrenidae","Andrena","Andrena chelma",1.1,"Europa"
"Andrenidae","Andrena","Andrena chersona",1.1,"Europa"
"Andrenidae","Andrena","Andrena chrysopus",1.91,"Europa"
"Andrenidae","Andrena","Andrena chrysopyga",2.38,"Europa"
"Andrenidae","Andrena","Andrena chrysosceles",1.87,"Europa"
"Andrenidae","Andrena","Andrena cilissaeformis",2.06,"Europa"
"Andrenidae","Andrena","Andrena cineraria",2.87,"Europa"
"Andrenidae","Andrena","Andrena cinerea",1.9,"Europa"
"Andrenidae","Andrena","Andrena cinereophila",1.99,"Europa"
"Andrenidae","Andrena","Andrena clarkella",2.97,"Europa"
"Andrenidae","Andrena","Andrena clypella",2.15,"Europa"
"Andrenidae","Andrena","Andrena coitana",1.54,"Europa"
"Andrenidae","Andrena","Andrena colletiformis",1.77,"Europa"
"Andrenidae","Andrena","Andrena combaella",2.12,"Europa"
"Andrenidae","Andrena","Andrena combinata",2.22,"Europa"
"Andrenidae","Andrena","Andrena compta",2.81,"Europa"
"Andrenidae","Andrena","Andrena concinna",2.67,"Europa"
"Andrenidae","Andrena","Andrena congruens",2.33,"Europa"
"Andrenidae","Andrena","Andrena corax",2.8,"Europa"
"Andrenidae","Andrena","Andrena cordialis",1.95,"Europa"
"Andrenidae","Andrena","Andrena crassana",1.45,"Europa"
"Andrenidae","Andrena","Andrena curiosa",4.12,"Europa"
"Andrenidae","Andrena","Andrena curtivalvis",2.12,"Europa"
"Andrenidae","Andrena","Andrena curvana",1.3,"Europa"
"Andrenidae","Andrena","Andrena curvungula",2.56,"Europa"
"Andrenidae","Andrena","Andrena cussariensis",2.96,"Europa"
"Andrenidae","Andrena","Andrena cyanomicans",2.85,"Europa"
"Andrenidae","Andrena","Andrena cypria",1.58,"Europa"
"Andrenidae","Andrena","Andrena damara",2.17,"Europa"
"Andrenidae","Andrena","Andrena danuvia",2.67,"Europa"
"Andrenidae","Andrena","Andrena dargia",1.37,"Europa"
"Andrenidae","Andrena","Andrena decipiens",2.61,"Europa"
"Andrenidae","Andrena","Andrena delphiensis",2.67,"Europa"
"Andrenidae","Andrena","Andrena denticulata",2.32,"Europa"
"Andrenidae","Andrena","Andrena dentiventris",1.61,"Europa"
"Andrenidae","Andrena","Andrena discors",2.5,"Europa"
"Andrenidae","Andrena","Andrena distinguenda",1.56,"Europa"
"Andrenidae","Andrena","Andrena djelfensis",1.64,"Europa"
"Andrenidae","Andrena","Andrena dorsalis",1.76,"Europa"
"Andrenidae","Andrena","Andrena dorsata",2.05,"Europa"
"Andrenidae","Andrena","Andrena doursana",2.19,"Europa"
"Andrenidae","Andrena","Andrena dubiosa",3.22,"Europa"
"Andrenidae","Andrena","Andrena ehnbergi",2.12,"Europa"
"Andrenidae","Andrena","Andrena elata",2.06,"Europa"
"Andrenidae","Andrena","Andrena elegans",2.54,"Europa"
"Andrenidae","Andrena","Andrena elmaria",2.57,"Europa"
"Andrenidae","Andrena","Andrena enslinella",1.55,"Europa"
"Andrenidae","Andrena","Andrena erberi",2.85,"Europa"
"Andrenidae","Andrena","Andrena exigua",1.41,"Europa"
"Andrenidae","Andrena","Andrena exquisita",2.4,"Europa"
"Andrenidae","Andrena","Andrena fabrella",1.55,"Europa"
"Andrenidae","Andrena","Andrena fallax",2.51,"Europa"
"Andrenidae","Andrena","Andrena falsifica",1.47,"Europa"
"Andrenidae","Andrena","Andrena farinosa",2.03,"Europa"
"Andrenidae","Andrena","Andrena ferox",2.4,"Europa"
"Andrenidae","Andrena","Andrena ferrugineicrus",2.55,"Europa"
"Andrenidae","Andrena","Andrena fertoni",2.05,"Europa"
"Andrenidae","Andrena","Andrena fimbriata",2.28,"Europa"
"Andrenidae","Andrena","Andrena flavipes",2.36,"Europa"
"Andrenidae","Andrena","Andrena flavobila",2.61,"Europa"
"Andrenidae","Andrena","Andrena florea",2.44,"Europa"
"Andrenidae","Andrena","Andrena florentina",2.84,"Europa"
"Andrenidae","Andrena","Andrena floricola",1.51,"Europa"
"Andrenidae","Andrena","Andrena florivaga",1.94,"Europa"
"Andrenidae","Andrena","Andrena forsterella",2.54,"Europa"
"Andrenidae","Andrena","Andrena fria",1.81,"Europa"
"Andrenidae","Andrena","Andrena fucata",2.24,"Europa"
"Andrenidae","Andrena","Andrena fulica",1.34,"Europa"
"Andrenidae","Andrena","Andrena fulva",2.72,"Europa"
"Andrenidae","Andrena","Andrena fulvago",2.12,"Europa"
"Andrenidae","Andrena","Andrena fulvata",2.16,"Europa"
"Andrenidae","Andrena","Andrena fulvicornis",2.07,"Europa"
"Andrenidae","Andrena","Andrena fulvida",2.24,"Europa"
"Andrenidae","Andrena","Andrena fulvitarsis",2,"Europa"
"Andrenidae","Andrena","Andrena fumida",1.53,"Europa"
"Andrenidae","Andrena","Andrena funerea",2.36,"Europa"
"Andrenidae","Andrena","Andrena fuscipes",2.21,"Europa"
"Andrenidae","Andrena","Andrena fuscosa",3.1,"Europa"
"Andrenidae","Andrena","Andrena gamskrucki",2.05,"Europa"
"Andrenidae","Andrena","Andrena gelriae",2.3,"Europa"
"Andrenidae","Andrena","Andrena glidia",1.97,"Europa"
"Andrenidae","Andrena","Andrena gomerensis",1.73,"Europa"
"Andrenidae","Andrena","Andrena graecella",1.39,"Europa"
"Andrenidae","Andrena","Andrena granulosa",2.11,"Europa"
"Andrenidae","Andrena","Andrena gravida",2.59,"Europa"
"Andrenidae","Andrena","Andrena griseobalteata",2.12,"Europa"
"Andrenidae","Andrena","Andrena grossella",2.28,"Europa"
"Andrenidae","Andrena","Andrena haemorrhoa",2.49,"Europa"
"Andrenidae","Andrena","Andrena hattorfiana",2.71,"Europa"
"Andrenidae","Andrena","Andrena hedikae",1.54,"Europa"
"Andrenidae","Andrena","Andrena helenica",1.12,"Europa"
"Andrenidae","Andrena","Andrena helvola",2.27,"Europa"
"Andrenidae","Andrena","Andrena henotica",1.6,"Europa"
"Andrenidae","Andrena","Andrena hesperia",1.92,"Europa"
"Andrenidae","Andrena","Andrena heterodoxa",2.12,"Europa"
"Andrenidae","Andrena","Andrena hillana",1.38,"Europa"
"Andrenidae","Andrena","Andrena humabilis",2.47,"Europa"
"Andrenidae","Andrena","Andrena humilis",2.25,"Europa"
"Andrenidae","Andrena","Andrena hungarica",2.8,"Europa"
"Andrenidae","Andrena","Andrena hyacinthina",1.95,"Europa"
"Andrenidae","Andrena","Andrena hybrida",1.71,"Europa"
"Andrenidae","Andrena","Andrena hyemala",1.27,"Europa"
"Andrenidae","Andrena","Andrena hypopolia",2.16,"Europa"
"Andrenidae","Andrena","Andrena hystrix",1.84,"Europa"
"Andrenidae","Andrena","Andrena icterina",1.67,"Europa"
"Andrenidae","Andrena","Andrena illyrica",1.42,"Europa"
"Andrenidae","Andrena","Andrena impunctata",1.24,"Europa"
"Andrenidae","Andrena","Andrena incisa",2.63,"Europa"
"Andrenidae","Andrena","Andrena intermedia",2.37,"Europa"
"Andrenidae","Andrena","Andrena isis",2.28,"Europa"
"Andrenidae","Andrena","Andrena juliana",1.65,"Europa"
"Andrenidae","Andrena","Andrena kamarti",1.94,"Europa"
"Andrenidae","Andrena","Andrena kornosica",1.86,"Europa"
"Andrenidae","Andrena","Andrena kriechbaumeri",2.1,"Europa"
"Andrenidae","Andrena","Andrena labialis",2.72,"Europa"
"Andrenidae","Andrena","Andrena labiata",1.8,"Europa"
"Andrenidae","Andrena","Andrena lagopus",2.35,"Europa"
"Andrenidae","Andrena","Andrena lamiana",1.31,"Europa"
"Andrenidae","Andrena","Andrena langadensis",1.97,"Europa"
"Andrenidae","Andrena","Andrena lapponica",2.54,"Europa"
"Andrenidae","Andrena","Andrena lateralis",2.79,"Europa"
"Andrenidae","Andrena","Andrena lathyri",2.64,"Europa"
"Andrenidae","Andrena","Andrena lavandulae",2.36,"Europa"
"Andrenidae","Andrena","Andrena lepida",2.1,"Europa"
"Andrenidae","Andrena","Andrena leptopyga",2.71,"Europa"
"Andrenidae","Andrena","Andrena leucolippa",2.19,"Europa"
"Andrenidae","Andrena","Andrena leucophaea",1.84,"Europa"
"Andrenidae","Andrena","Andrena leucopsis",2.08,"Europa"
"Andrenidae","Andrena","Andrena limassolica",1.61,"Europa"
"Andrenidae","Andrena","Andrena limata",2.8,"Europa"
"Andrenidae","Andrena","Andrena limbata",2.86,"Europa"
"Andrenidae","Andrena","Andrena lineolata",1.64,"Europa"
"Andrenidae","Andrena","Andrena livens",2.31,"Europa"
"Andrenidae","Andrena","Andrena longibarbis",1.63,"Europa"
"Andrenidae","Andrena","Andrena lusitania",2.9,"Europa"
"Andrenidae","Andrena","Andrena macroptera",2.66,"Europa"
"Andrenidae","Andrena","Andrena maderensis",2.39,"Europa"
"Andrenidae","Andrena","Andrena magna",3.22,"Europa"
"Andrenidae","Andrena","Andrena magunta",1.54,"Europa"
"Andrenidae","Andrena","Andrena marginata",1.97,"Europa"
"Andrenidae","Andrena","Andrena mariana",1.45,"Europa"
"Andrenidae","Andrena","Andrena medeninensis",2,"Europa"
"Andrenidae","Andrena","Andrena mediovittata",3.56,"Europa"
"Andrenidae","Andrena","Andrena melacana",2.23,"Europa"
"Andrenidae","Andrena","Andrena merula",1.96,"Europa"
"Andrenidae","Andrena","Andrena miegiella",1.59,"Europa"
"Andrenidae","Andrena","Andrena minapalumboi",2.6,"Europa"
"Andrenidae","Andrena","Andrena minutula",1.42,"Europa"
"Andrenidae","Andrena","Andrena minutuloides",1.49,"Europa"
"Andrenidae","Andrena","Andrena mitis",2.46,"Europa"
"Andrenidae","Andrena","Andrena mocsaryi",2.19,"Europa"
"Andrenidae","Andrena","Andrena monacha",1.96,"Europa"
"Andrenidae","Andrena","Andrena monilia",2.23,"Europa"
"Andrenidae","Andrena","Andrena montana",1.61,"Europa"
"Andrenidae","Andrena","Andrena montarca",1.29,"Europa"
"Andrenidae","Andrena","Andrena morio",3.28,"Europa"
"Andrenidae","Andrena","Andrena mucida",2,"Europa"
"Andrenidae","Andrena","Andrena mucronata",2.84,"Europa"
"Andrenidae","Andrena","Andrena murana",2.38,"Europa"
"Andrenidae","Andrena","Andrena muscaria",2.22,"Europa"
"Andrenidae","Andrena","Andrena nana",1.64,"Europa"
"Andrenidae","Andrena","Andrena nanaeformis",1.64,"Europa"
"Andrenidae","Andrena","Andrena nanula",1.21,"Europa"
"Andrenidae","Andrena","Andrena nasuta",3.07,"Europa"
"Andrenidae","Andrena","Andrena nebularia",1.28,"Europa"
"Andrenidae","Andrena","Andrena neocypriaca",1.65,"Europa"
"Andrenidae","Andrena","Andrena nigriceps",2.54,"Europa"
"Andrenidae","Andrena","Andrena nigroaenea",2.84,"Europa"
"Andrenidae","Andrena","Andrena nigroolivacea",2.5,"Europa"
"Andrenidae","Andrena","Andrena nigropilosa",2.72,"Europa"
"Andrenidae","Andrena","Andrena nigrospina",3.2,"Europa"
"Andrenidae","Andrena","Andrena nigroviridula",1.44,"Europa"
"Andrenidae","Andrena","Andrena nilotica",2.96,"Europa"
"Andrenidae","Andrena","Andrena nisoria",1.65,"Europa"
"Andrenidae","Andrena","Andrena nitida",2.9,"Europa"
"Andrenidae","Andrena","Andrena nitidiuscula",1.61,"Europa"
"Andrenidae","Andrena","Andrena nitidula",2.09,"Europa"
"Andrenidae","Andrena","Andrena niveata",1.49,"Europa"
"Andrenidae","Andrena","Andrena nobilis",2.66,"Europa"
"Andrenidae","Andrena","Andrena notata",3.07,"Europa"
"Andrenidae","Andrena","Andrena nucleola",2.28,"Europa"
"Andrenidae","Andrena","Andrena numida",2.07,"Europa"
"Andrenidae","Andrena","Andrena nycthemera",2.87,"Europa"
"Andrenidae","Andrena","Andrena obsoleta",1.37,"Europa"
"Andrenidae","Andrena","Andrena oedicnema",1.44,"Europa"
"Andrenidae","Andrena","Andrena optata",2.37,"Europa"
"Andrenidae","Andrena","Andrena oralis",1.96,"Europa"
"Andrenidae","Andrena","Andrena orana",1.78,"Europa"
"Andrenidae","Andrena","Andrena orbitalis",1.66,"Europa"
"Andrenidae","Andrena","Andrena orientana",2.05,"Europa"
"Andrenidae","Andrena","Andrena ovatula",2.23,"Europa"
"Andrenidae","Andrena","Andrena oviventris",1.95,"Europa"
"Andrenidae","Andrena","Andrena paganettina",1.27,"Europa"
"Andrenidae","Andrena","Andrena pallidicincta",1.82,"Europa"
"Andrenidae","Andrena","Andrena pallitarsis",1.64,"Europa"
"Andrenidae","Andrena","Andrena pandellei",2.29,"Europa"
"Andrenidae","Andrena","Andrena pandosa",1.63,"Europa"
"Andrenidae","Andrena","Andrena panurgimorpha",1.98,"Europa"
"Andrenidae","Andrena","Andrena panurgina",1.69,"Europa"
"Andrenidae","Andrena","Andrena paramythensis",2.41,"Europa"
"Andrenidae","Andrena","Andrena parviceps",2.31,"Europa"
"Andrenidae","Andrena","Andrena passerina",1.35,"Europa"
"Andrenidae","Andrena","Andrena paucisquama",2.13,"Europa"
"Andrenidae","Andrena","Andrena pellucens",1.96,"Europa"
"Andrenidae","Andrena","Andrena pelopa",1.4,"Europa"
"Andrenidae","Andrena","Andrena phoenicura",2.39,"Europa"
"Andrenidae","Andrena","Andrena pilipes",3.21,"Europa"
"Andrenidae","Andrena","Andrena polita",2.34,"Europa"
"Andrenidae","Andrena","Andrena potentillae",1.56,"Europa"
"Andrenidae","Andrena","Andrena poupillieri",2.71,"Europa"
"Andrenidae","Andrena","Andrena praecox",2.36,"Europa"
"Andrenidae","Andrena","Andrena probata",2.54,"Europa"
"Andrenidae","Andrena","Andrena producta",2.42,"Europa"
"Andrenidae","Andrena","Andrena propinqua",2.03,"Europa"
"Andrenidae","Andrena","Andrena proxima",1.81,"Europa"
"Andrenidae","Andrena","Andrena pruinosa",2.41,"Europa"
"Andrenidae","Andrena","Andrena pusilla",1.39,"Europa"
"Andrenidae","Andrena","Andrena pyropygia",3.31,"Europa"
"Andrenidae","Andrena","Andrena pyrozonata",3.02,"Europa"
"Andrenidae","Andrena","Andrena quadrimaculata",2.62,"Europa"
"Andrenidae","Andrena","Andrena ranunculi",1.94,"Europa"
"Andrenidae","Andrena","Andrena ranunculorum",2.39,"Europa"
"Andrenidae","Andrena","Andrena relata",2.32,"Europa"
"Andrenidae","Andrena","Andrena rhenana",2.18,"Europa"
"Andrenidae","Andrena","Andrena rhypara",2.35,"Europa"
"Andrenidae","Andrena","Andrena rhyssonota",2.1,"Europa"
"Andrenidae","Andrena","Andrena robusta",1.88,"Europa"
"Andrenidae","Andrena","Andrena rogenhoferi",2.91,"Europa"
"Andrenidae","Andrena","Andrena rosae",2.63,"Europa"
"Andrenidae","Andrena","Andrena ruficrus",2.07,"Europa"
"Andrenidae","Andrena","Andrena rufizona",2.31,"Europa"
"Andrenidae","Andrena","Andrena rufula",2.16,"Europa"
"Andrenidae","Andrena","Andrena rugothorace",1.45,"Europa"
"Andrenidae","Andrena","Andrena rugulosa",1.52,"Europa"
"Andrenidae","Andrena","Andrena russula",2.38,"Europa"
"Andrenidae","Andrena","Andrena saettana",2.35,"Europa"
"Andrenidae","Andrena","Andrena sagittaria",1.93,"Europa"
"Andrenidae","Andrena","Andrena sandanskia",1.28,"Europa"
"Andrenidae","Andrena","Andrena sardoa",2.33,"Europa"
"Andrenidae","Andrena","Andrena savignyi",3.04,"Europa"
"Andrenidae","Andrena","Andrena saxonica",1.6,"Europa"
"Andrenidae","Andrena","Andrena schencki",2.51,"Europa"
"Andrenidae","Andrena","Andrena schlettereri",1.72,"Europa"
"Andrenidae","Andrena","Andrena schmiedeknechti",2.56,"Europa"
"Andrenidae","Andrena","Andrena schulzi",1.32,"Europa"
"Andrenidae","Andrena","Andrena scita",2.9,"Europa"
"Andrenidae","Andrena","Andrena scotica",2.86,"Europa"
"Andrenidae","Andrena","Andrena semilaevis",1.44,"Europa"
"Andrenidae","Andrena","Andrena seminuda",1.91,"Europa"
"Andrenidae","Andrena","Andrena senecionis",2.27,"Europa"
"Andrenidae","Andrena","Andrena serraticornis",2.3,"Europa"
"Andrenidae","Andrena","Andrena sillata",1.35,"Europa"
"Andrenidae","Andrena","Andrena simillima",2.28,"Europa"
"Andrenidae","Andrena","Andrena simontornyella",1.38,"Europa"
"Andrenidae","Andrena","Andrena soror",2.67,"Europa"
"Andrenidae","Andrena","Andrena sphecodimorpha",1.69,"Europa"
"Andrenidae","Andrena","Andrena spolata",1.31,"Europa"
"Andrenidae","Andrena","Andrena spreta",1.4,"Europa"
"Andrenidae","Andrena","Andrena stabiana",2.42,"Europa"
"Andrenidae","Andrena","Andrena stellaris",2.02,"Europa"
"Andrenidae","Andrena","Andrena strohmella",1.61,"Europa"
"Andrenidae","Andrena","Andrena subopaca",1.39,"Europa"
"Andrenidae","Andrena","Andrena suerinensis",2.82,"Europa"
"Andrenidae","Andrena","Andrena susterai",1.99,"Europa"
"Andrenidae","Andrena","Andrena symphyti",2.03,"Europa"
"Andrenidae","Andrena","Andrena synadelpha",2.34,"Europa"
"Andrenidae","Andrena","Andrena taraxaci",2.17,"Europa"
"Andrenidae","Andrena","Andrena tarsata",1.71,"Europa"
"Andrenidae","Andrena","Andrena tenuistriata",1.43,"Europa"
"Andrenidae","Andrena","Andrena thomsonii",1.85,"Europa"
"Andrenidae","Andrena","Andrena thoracica",3.23,"Europa"
"Andrenidae","Andrena","Andrena tibialis",2.96,"Europa"
"Andrenidae","Andrena","Andrena tomora",1.38,"Europa"
"Andrenidae","Andrena","Andrena torda",1.7,"Europa"
"Andrenidae","Andrena","Andrena transitoria",2.62,"Europa"
"Andrenidae","Andrena","Andrena tricuspidata",2.59,"Europa"
"Andrenidae","Andrena","Andrena trimmerana",2.85,"Europa"
"Andrenidae","Andrena","Andrena tringa",1.45,"Europa"
"Andrenidae","Andrena","Andrena troodica",2.54,"Europa"
"Andrenidae","Andrena","Andrena truncatilabris",2.27,"Europa"
"Andrenidae","Andrena","Andrena tscheki",2.35,"Europa"
"Andrenidae","Andrena","Andrena tuberculifera",2.39,"Europa"
"Andrenidae","Andrena","Andrena tunetana",2.32,"Europa"
"Andrenidae","Andrena","Andrena ungeri",1.57,"Europa"
"Andrenidae","Andrena","Andrena urdula",2.07,"Europa"
"Andrenidae","Andrena","Andrena vacella",1.14,"Europa"
"Andrenidae","Andrena","Andrena vaga",2.86,"Europa"
"Andrenidae","Andrena","Andrena variabilis",2.98,"Europa"
"Andrenidae","Andrena","Andrena varians",2.48,"Europa"
"Andrenidae","Andrena","Andrena vaulogeri",1.89,"Europa"
"Andrenidae","Andrena","Andrena ventralis",1.54,"Europa"
"Andrenidae","Andrena","Andrena ventricosa",1.72,"Europa"
"Andrenidae","Andrena","Andrena verticalis",1.25,"Europa"
"Andrenidae","Andrena","Andrena vetula",2.24,"Europa"
"Andrenidae","Andrena","Andrena villipes",2.71,"Europa"
"Andrenidae","Andrena","Andrena viridescens",1.42,"Europa"
"Andrenidae","Andrena","Andrena vulcana",2.83,"Europa"
"Andrenidae","Andrena","Andrena vulpecula",1.99,"Europa"
"Andrenidae","Andrena","Andrena westensis",2.3,"Europa"
"Andrenidae","Andrena","Andrena wilhelmi",2.58,"Europa"
"Andrenidae","Andrena","Andrena wilkella",2.36,"Europa"
"Andrenidae","Andrena","Andrena wollastoni",1.5,"Europa"
"Andrenidae","Cubiandrena","Cubiandrena cubiceps",2.41,"Europa"
"Megachilidae","Afranthidium","Afranthidium carduele",2.06,"Europa"
"Megachilidae","Afranthidium","Afranthidium schulthessii",2.17,"Europa"
"Megachilidae","Anthidiellum","Anthidiellum breviusculum",2.17,"Europa"
"Megachilidae","Anthidiellum","Anthidiellum strigatum",2.32,"Europa"
"Megachilidae","Anthidiellum","Anthidiellum troodicum",2.4,"Europa"
"Megachilidae","Anthidium","Anthidium caspicum",3.7,"Europa"
"Megachilidae","Anthidium","Anthidium cingulatum",3.69,"Europa"
"Megachilidae","Anthidium","Anthidium dalmaticum",3.02,"Europa"
"Megachilidae","Anthidium","Anthidium diadema",3.31,"Europa"
"Megachilidae","Anthidium","Anthidium florentinum",3.92,"Europa"
"Megachilidae","Anthidium","Anthidium loti",3.38,"Europa"
"Megachilidae","Anthidium","Anthidium manicatum",3.51,"Europa"
"Megachilidae","Anthidium","Anthidium montanum",2.91,"Europa"
"Megachilidae","Anthidium","Anthidium oblongatum",2.67,"Europa"
"Megachilidae","Anthidium","Anthidium punctatum",2.9,"Europa"
"Megachilidae","Anthidium","Anthidium rotundum",3.07,"Europa"
"Megachilidae","Anthidium","Anthidium septemspinosum",3.5,"Europa"
"Megachilidae","Anthidium","Anthidium spiniventre",3.07,"Europa"
"Megachilidae","Anthidium","Anthidium taeniatum",2.56,"Europa"
"Megachilidae","Anthidium","Anthidium undulatiforme",3.93,"Europa"
"Megachilidae","Anthidium","Anthidium undulatum",2.57,"Europa"
"Megachilidae","Anthidium","Anthidium wuestneii",3.35,"Europa"
"Megachilidae","Eoanthidium","Eoanthidium clypeare",2.39,"Europa"
"Megachilidae","Eoanthidium","Eoanthidium insulare",2.4,"Europa"
"Megachilidae","Eoanthidium","Eoanthidium nasiculum",2.01,"Europa"
"Megachilidae","Eoanthidium","Eoanthidium pasteelsi",2.22,"Europa"
"Megachilidae","Icteranthidium","Icteranthidium cimbiciforme",4.36,"Europa"
"Megachilidae","Icteranthidium","Icteranthidium ferrugineum",2.62,"Europa"
"Megachilidae","Icteranthidium","Icteranthidium grohmanni",3.07,"Europa"
"Megachilidae","Icteranthidium","Icteranthidium laterale",3.7,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium alpinum",2.14,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium canariense",2.91,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium eximium",2.73,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium kaspareki",2.05,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium melanurum",3,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium nanum",1.96,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium reticulatum",2.9,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium scapulare",2.24,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium stigmaticorne",2.21,"Europa"
"Megachilidae","Pseudoanthidium","Pseudoanthidium tenellum",2.3,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium acuminatum",3.94,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium caturigense",2.82,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium infuscatum",2.83,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium rufocinctum",2.84,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium septemdentatum",3.38,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium siculum",3.48,"Europa"
"Megachilidae","Rhodanthidium","Rhodanthidium sticticum",3.6,"Europa"
"Megachilidae","Stelis","Stelis aculeata",2.7,"Europa"
"Megachilidae","Stelis","Stelis aegyptiaca",1.87,"Europa"
"Megachilidae","Stelis","Stelis annulata",2.71,"Europa"
"Megachilidae","Stelis","Stelis breviuscula",1.35,"Europa"
"Megachilidae","Stelis","Stelis denticulata",1.52,"Europa"
"Megachilidae","Stelis","Stelis franconica",2.48,"Europa"
"Megachilidae","Stelis","Stelis gigantea",2.84,"Europa"
"Megachilidae","Stelis","Stelis iugae",1.78,"Europa"
"Megachilidae","Stelis","Stelis minima",1,"Europa"
"Megachilidae","Stelis","Stelis minuta",1.34,"Europa"
"Megachilidae","Stelis","Stelis murina",2.56,"Europa"
"Megachilidae","Stelis","Stelis nasuta",1.77,"Europa"
"Megachilidae","Stelis","Stelis odontopyga",1.9,"Europa"
