"ID","sp.armonizado","Grado","Grado_max","Grado_relativo","Z_Grado"
"M_022","Thyridanthrax sp1 M PL 022",1,7,0.142857142857143,-0.669922121440731
"M_022","Thyridanthrax sp2 M PL 022",2,7,0.285714285714286,0.123406706581187
"M_022","Thyridanthrax sp3 M PL 022",1,7,0.142857142857143,-0.669922121440731
"M_022","Thyridanthrax sp4 M PL 022",1,7,0.142857142857143,-0.669922121440731
"M_022","Thysanoptera sp1 M PL 022",3,7,0.428571428571429,0.916735534603105
"M_022","Tropidia notata",2,7,0.285714285714286,0.123406706581187
"M_022","Unidentified sp1 M PL 022",2,7,0.285714285714286,0.123406706581187
"M_022","Unidentified sp2 M PL 022",4,7,0.571428571428571,1.71006436262502
"M_022","Unidentified sp3 M PL 022",1,7,0.142857142857143,-0.669922121440731
"M_022","Unidentified sp4 M PL 022",1,7,0.142857142857143,-0.669922121440731
"M_022","Unidentified sp5 M PL 022",4,7,0.571428571428571,1.71006436262502
"M_022","Unidentified sp6 M PL 022",1,7,0.142857142857143,-0.669922121440731
"M_023","Alipumilio sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Alloscirtetica herbsti",1,9,0.111111111111111,-0.561587398891344
"M_023","Ammophila sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Anthidium rubriceps",1,9,0.111111111111111,-0.561587398891344
"M_023","Apis mellifera",2,9,0.222222222222222,0.201323784508218
"M_023","Arhysosage bifasciata",2,9,0.222222222222222,0.201323784508218
"M_023","Augochloropsis sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Caenohalictus sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Caenohalictus sp2 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Callonychium mandibulare",3,9,0.333333333333333,0.964234967907779
"M_023","Carposcalis punctulata",3,9,0.333333333333333,0.964234967907779
"M_023","Carposcalis saltana",1,9,0.111111111111111,-0.561587398891344
"M_023","Centris muralis",1,9,0.111111111111111,-0.561587398891344
"M_023","Centris sp1 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Chalepogenus caeruleus",1,9,0.111111111111111,-0.561587398891344
"M_023","Colletes lycii",2,9,0.222222222222222,0.201323784508218
"M_023","Compsomyiops fulvicrura",2,9,0.222222222222222,0.201323784508218
"M_023","Copestylum aricia",9,9,1,5.54170206830515
"M_023","Copestylum sp1 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Diadasia patagonica",1,9,0.111111111111111,-0.561587398891344
"M_023","Dialictus sp1 M PL 023",3,9,0.333333333333333,0.964234967907779
"M_023","Dialictus sp2 M PL 023",3,9,0.333333333333333,0.964234967907779
"M_023","Entypus sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Epicauta sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Eriopis conexa",1,9,0.111111111111111,-0.561587398891344
"M_023","Eristalis bogotensis",1,9,0.111111111111111,-0.561587398891344
"M_023","Eristalis tenax",1,9,0.111111111111111,-0.561587398891344
"M_023","Hemiptera sp27 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Hemiptera sp28 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Hypodinerus sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Megachile sp1 M PL 023",3,9,0.333333333333333,0.964234967907779
"M_023","Megachile sp2 M PL 023",4,9,0.444444444444444,1.72714615130734
"M_023","Microcerella sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Notiphila sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Ocyptamus meridionalis",1,9,0.111111111111111,-0.561587398891344
"M_023","Oxybelus sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Prionyx sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Psaenythia rufipes",4,9,0.444444444444444,1.72714615130734
"M_023","Sappho sp1 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Scaeva occidentalis",6,9,0.666666666666667,3.25296851810646
"M_023","Svastrides zebra",2,9,0.222222222222222,0.201323784508218
"M_023","Tatochila sp1 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Thyridanthrax sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Thysanoptera sp29 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Toxomerus sp1 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp1 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp10 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp11 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp12 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp13 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp14 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp15 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp16 M PL 023",3,9,0.333333333333333,0.964234967907779
"M_023","Unidentified sp17 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp18 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp19 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp2 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp20 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp21 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp22 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp23 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp24 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp25 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp26 M PL 023",4,9,0.444444444444444,1.72714615130734
"M_023","Unidentified sp3 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp4 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp5 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp6 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Unidentified sp7 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp8 M PL 023",1,9,0.111111111111111,-0.561587398891344
"M_023","Unidentified sp9 M PL 023",2,9,0.222222222222222,0.201323784508218
"M_023","Vanessa cardui",3,9,0.333333333333333,0.964234967907779
"M_024","Anarta richardsoni",1,7,0.142857142857143,-0.636663932762708
"M_024","Boloria improba",1,7,0.142857142857143,-0.636663932762708
"M_024","Bombus polaris",2,7,0.285714285714286,-0.0636663932762708
"M_024","Boreellus atriceps",2,7,0.285714285714286,-0.0636663932762708
"M_024","Colias hecla",1,7,0.142857142857143,-0.636663932762708
"M_024","Colias nastes",1,7,0.142857142857143,-0.636663932762708
"M_024","Eupogonomyia probilofensis",3,7,0.428571428571429,0.509331146210166
"M_024","Pogonomyiodes segnis",3,7,0.428571428571429,0.509331146210166
"M_024","Protocalliphora sp1 M PL 024",1,7,0.142857142857143,-0.636663932762708
"M_024","Rhamphomyia sp1 M PL 024",1,7,0.142857142857143,-0.636663932762708
"M_024","Spilogona aesturium",1,7,0.142857142857143,-0.636663932762708
"M_024","Spilogona almquistii",7,7,1,2.80132130415591
"M_024","Spilogona dorsata",2,7,0.285714285714286,-0.0636663932762708
"M_024","Spilogona hurdiana",1,7,0.142857142857143,-0.636663932762708
"M_024","Spilogona latilamina",1,7,0.142857142857143,-0.636663932762708
"M_024","Spilogona melanosoma",2,7,0.285714285714286,-0.0636663932762708
"M_024","Spilogona projecta",2,7,0.285714285714286,-0.0636663932762708
"M_024","Spilogona sanctipauli",6,7,0.857142857142857,2.22832376466948
"M_025","Andrena arabis",1,9,0.111111111111111,-1.04787661355034
"M_025","Andrena carlini",7,9,0.777777777777778,1.7464610225839
"M_025","Andrena ceanothi",1,9,0.111111111111111,-1.04787661355034
"M_025","Andrena dunningi",1,9,0.111111111111111,-1.04787661355034
"M_025","Andrena erigeniae",4,9,0.444444444444444,0.349292204516779
"M_025","Andrena imatrix",1,9,0.111111111111111,-1.04787661355034
"M_025","Andrena nasonii",3,9,0.333333333333333,-0.116430734838926
"M_025","Andrena nigrihirta",6,9,0.666666666666667,1.28073808322819
"M_025","Andrena personata",1,9,0.111111111111111,-1.04787661355034
"M_025","Andrena tridens",5,9,0.555555555555556,0.815015143872485
"M_025","Andrena violae",1,9,0.111111111111111,-1.04787661355034
"M_025","Andrena ziziaeformis",2,9,0.222222222222222,-0.582153674194632
"M_025","Apis mellifera",6,9,0.666666666666667,1.28073808322819
"M_025","Augochlora pura",4,9,0.444444444444444,0.349292204516779
"M_025","Augochorella striata",2,9,0.222222222222222,-0.582153674194632
"M_025","Bombus bimaculatus",7,9,0.777777777777778,1.7464610225839
"M_025","Bombus pennsylvanicus",2,9,0.222222222222222,-0.582153674194632
"M_025","Bombylius major",9,9,1,2.67790690129531
"M_025","Ceratina calcarata",3,9,0.333333333333333,-0.116430734838926
"M_025","Dialictus abanci",6,9,0.666666666666667,1.28073808322819
"M_025","Dialictus cressonii",3,9,0.333333333333333,-0.116430734838926
"M_025","Ephemoropsis laboriosa",2,9,0.222222222222222,-0.582153674194632
"M_025","Euchlo creusa lotta",2,9,0.222222222222222,-0.582153674194632
"M_025","Evylaeus macoupinensis",5,9,0.555555555555556,0.815015143872485
"M_025","Gonia sp1 M PL 025",5,9,0.555555555555556,0.815015143872485
"M_025","Halictid sp1 M PL 025",3,9,0.333333333333333,-0.116430734838926
"M_025","Hylema platura",2,9,0.222222222222222,-0.582153674194632
"M_025","Lassioglossum fuscipenne",1,9,0.111111111111111,-1.04787661355034
"M_025","Lycaenopsis argiolus",1,9,0.111111111111111,-1.04787661355034
"M_025","Nomada bishopii",1,9,0.111111111111111,-1.04787661355034
"M_025","Nomada luteola",1,9,0.111111111111111,-1.04787661355034
"M_025","Nomada perplexa",4,9,0.444444444444444,0.349292204516779
"M_025","Nomada pygmaea",3,9,0.333333333333333,-0.116430734838926
"M_025","Nomada sayi",1,9,0.111111111111111,-1.04787661355034
"M_025","Nomada sp1 M PL 025",6,9,0.666666666666667,1.28073808322819
"M_025","Osmia atriventris",2,9,0.222222222222222,-0.582153674194632
"M_025","Osmia conjucta",6,9,0.666666666666667,1.28073808322819
"M_025","Osmia lignaria",3,9,0.333333333333333,-0.116430734838926
"M_025","Osmia simillima",1,9,0.111111111111111,-1.04787661355034
"M_025","Osmia sp1 M PL 025",5,9,0.555555555555556,0.815015143872485
"M_025","Platycheirus obscurus",4,9,0.444444444444444,0.349292204516779
"M_025","Toxomerous geminatus",3,9,0.333333333333333,-0.116430734838926
"M_025","Unidentified sp1 M PL 025",1,9,0.111111111111111,-1.04787661355034
"M_025","Xylocopa virginica virginica",6,9,0.666666666666667,1.28073808322819
"M_026","Agrius cingulatus",4,80,0.05,0.0204452303793497
"M_026","Amblycerus piurae",1,80,0.0125,-0.255565379741872
"M_026","Ammophorus sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Atteva hysginiella",8,80,0.1,0.388459377207645
"M_026","Camponotus planus",2,80,0.025,-0.163561843034798
"M_026","Cardiocondyla nuda",1,80,0.0125,-0.255565379741872
"M_026","Chrysopa sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Coleoptera sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Cricket sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Darwinysius marginalis",1,80,0.0125,-0.255565379741872
"M_026","Disclisioprocta stellata",2,80,0.025,-0.163561843034798
"M_026","Enyo lugubris delanoi",1,80,0.0125,-0.255565379741872
"M_026","Euchrombius ocellus",3,80,0.0375,-0.0715583063277241
"M_026","Frankliniella sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Goniozus sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Heliothis cystiphora",1,80,0.0125,-0.255565379741872
"M_026","Hemiptera sp3 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Hypasclera collenettei",1,80,0.0125,-0.255565379741872
"M_026","Hypasclera sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Lepidanthrax tinctus",3,80,0.0375,-0.0715583063277241
"M_026","Lepidoptera sp2 M PL 026",2,80,0.025,-0.163561843034798
"M_026","Leptotes parrhasioides",9,80,0.1125,0.480462913914719
"M_026","Manduca rustica",3,80,0.0375,-0.0715583063277241
"M_026","Melipotis indomita",1,80,0.0125,-0.255565379741872
"M_026","Metacanthus galapagensis",1,80,0.0125,-0.255565379741872
"M_026","Monomorium floricola",2,80,0.025,-0.163561843034798
"M_026","Mordellistena galapagensis",1,80,0.0125,-0.255565379741872
"M_026","Mythenteles sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Naucles sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Olcella sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Ornebius erraticus",1,80,0.0125,-0.255565379741872
"M_026","Orthoperus sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Orthoptera sp11 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Oxacis sp1 M PL 026",3,80,0.0375,-0.0715583063277241
"M_026","Paratrechina longicornis",2,80,0.025,-0.163561843034798
"M_026","Paratrechina vaga",2,80,0.025,-0.163561843034798
"M_026","Perepitragus fascipes",1,80,0.0125,-0.255565379741872
"M_026","Phoebis sennae",14,80,0.175,0.940480597450088
"M_026","Psedoplusia includens",2,80,0.025,-0.163561843034798
"M_026","Rhinacloa sp1 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Tapinoma melanocephalum",2,80,0.025,-0.163561843034798
"M_026","Tetramorium guineense",1,80,0.0125,-0.255565379741872
"M_026","Toxomerus crockeri",7,80,0.0875,0.296455840500571
"M_026","Unidentified sp10 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Unidentified sp4 M PL 026",3,80,0.0375,-0.0715583063277241
"M_026","Unidentified sp5 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Unidentified sp6 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Unidentified sp7 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Unidentified sp8 M PL 026",1,80,0.0125,-0.255565379741872
"M_026","Unidentified sp9 M PL 026",2,80,0.025,-0.163561843034798
"M_026","Urbanus dorantes",7,80,0.0875,0.296455840500571
"M_026","Utetheisa galapagensis",4,80,0.05,0.0204452303793497
"M_026","Wasmannia auropunctata",7,80,0.0875,0.296455840500571
"M_026","Xylocopa darwini",80,80,1,7.01271402011696
"M_027","Adoxia cheesemani",2,9,0.222222222222222,0
"M_027","Adoxia obscura",1,9,0.111111111111111,-0.631386291147225
"M_027","Apsonia muscaria",2,9,0.222222222222222,0
"M_027","Argirophenga sp1 M PL 027",3,9,0.333333333333333,0.631386291147225
"M_027","Argyrophenga janitae",1,9,0.111111111111111,-0.631386291147225
"M_027","Asilis pilicomis",1,9,0.111111111111111,-0.631386291147225
"M_027","Avibrissina isolata",4,9,0.444444444444444,1.26277258229445
"M_027","Avibrissina sp1 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Calliphora quadrimaculata",1,9,0.111111111111111,-0.631386291147225
"M_027","Cheilosia fulvipes",4,9,0.444444444444444,1.26277258229445
"M_027","Cheilosia sp1 M PL 027",4,9,0.444444444444444,1.26277258229445
"M_027","Coleoptera sp6 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Coleoptera sp7 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Coleoptera sp8 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Coleoptera sp9 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Cyphon sp1 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Erythronychia aliena",2,9,0.222222222222222,0
"M_027","Eudonia sabulosella",1,9,0.111111111111111,-0.631386291147225
"M_027","Eulalia sp1 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Gracilicera setosa",1,9,0.111111111111111,-0.631386291147225
"M_027","Helophilus hochstetteri",1,9,0.111111111111111,-0.631386291147225
"M_027","Heteria appendiculata",1,9,0.111111111111111,-0.631386291147225
"M_027","Heteria plebeia",2,9,0.222222222222222,0
"M_027","Hoplocneme sp1 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Lasioglossum sp1 M PL 027",4,9,0.444444444444444,1.26277258229445
"M_027","Leioproctus fulvescens",6,9,0.666666666666667,2.5255451645889
"M_027","Leioproctus maritimus",1,9,0.111111111111111,-0.631386291147225
"M_027","Leioproctus sp1 M PL 027",4,9,0.444444444444444,1.26277258229445
"M_027","Leioproctus sp2 M PL 027",2,9,0.222222222222222,0
"M_027","Lepidomyia decessum",1,9,0.111111111111111,-0.631386291147225
"M_027","Lepidoptera sp2 M PL 027",3,9,0.333333333333333,0.631386291147225
"M_027","Mallochomacquartia setiventris",1,9,0.111111111111111,-0.631386291147225
"M_027","Medinella flavotemorata",1,9,0.111111111111111,-0.631386291147225
"M_027","Melangyna novaezelandiae",3,9,0.333333333333333,0.631386291147225
"M_027","Melangyna ortas",1,9,0.111111111111111,-0.631386291147225
"M_027","Melangyna sp1 M PL 027",9,9,1,4.41970403803058
"M_027","Mordella detracta",2,9,0.222222222222222,0
"M_027","Neotachina obtusa",1,9,0.111111111111111,-0.631386291147225
"M_027","Neotachina sp1 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Occisor sp1 M PL 027",2,9,0.222222222222222,0
"M_027","Occisor versutus",1,9,0.111111111111111,-0.631386291147225
"M_027","Pasiphila inductata",1,9,0.111111111111111,-0.631386291147225
"M_027","Peremptor modica",3,9,0.333333333333333,0.631386291147225
"M_027","Pilinasica cingulata",2,9,0.222222222222222,0
"M_027","Procissio sp1 M PL 027",2,9,0.222222222222222,0
"M_027","Proscissio cana",2,9,0.222222222222222,0
"M_027","Proscissio kumarensis",1,9,0.111111111111111,-0.631386291147225
"M_027","Proscissio lateralis",2,9,0.222222222222222,0
"M_027","Protohystricia huttoni",1,9,0.111111111111111,-0.631386291147225
"M_027","Protohystricia orientalis",1,9,0.111111111111111,-0.631386291147225
"M_027","Rhopalomerus sp1 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Unidentified sp1 M PL 027",7,9,0.777777777777778,3.15693145573613
"M_027","Unidentified sp3 M PL 027",3,9,0.333333333333333,0.631386291147225
"M_027","Unidentified sp4 M PL 027",2,9,0.222222222222222,0
"M_027","Unidentified sp5 M PL 027",1,9,0.111111111111111,-0.631386291147225
"M_027","Veluta albicincta",3,9,0.333333333333333,0.631386291147225
"M_027","Xylota montana",2,9,0.222222222222222,0
"M_027","Zealandotachina nigrifemorata",2,9,0.222222222222222,0
"M_027","Zealandotachina varipes",1,9,0.111111111111111,-0.631386291147225
"M_027","Zorion minutum",1,9,0.111111111111111,-0.631386291147225
"M_028","Adoxia obscura",1,16,0.0625,-0.623789908095388
"M_028","Agrotis ipsilon anieturma",1,16,0.0625,-0.623789908095388
"M_028","Apis mellifera",4,16,0.25,0.483105375631322
"M_028","Argirophenga sp1 M PL 028",2,16,0.125,-0.254824813519818
"M_028","Argyrophenga antipodium",1,16,0.0625,-0.623789908095388
"M_028","Arthracanthus obscuricollis",2,16,0.125,-0.254824813519818
"M_028","Austrocidaria similata",1,16,0.0625,-0.623789908095388
"M_028","Avibrissina brevivalpis",3,16,0.1875,0.114140281055752
"M_028","Avibrissina isolata",3,16,0.1875,0.114140281055752
"M_028","Bombus hortotum",3,16,0.1875,0.114140281055752
"M_028","Bombus ruderatus",1,16,0.0625,-0.623789908095388
"M_028","Bombus terrestris",4,16,0.25,0.483105375631322
"M_028","Bothrophora lupina",1,16,0.0625,-0.623789908095388
"M_028","Calcager apertum",1,16,0.0625,-0.623789908095388
"M_028","Calliphora icela",2,16,0.125,-0.254824813519818
"M_028","Calliphora quadrimaculata",6,16,0.375,1.22103556478246
"M_028","Calliphora quadrimaculata 1",1,16,0.0625,-0.623789908095388
"M_028","Calliphora stygia",1,16,0.0625,-0.623789908095388
"M_028","Calliphora vicina",3,16,0.1875,0.114140281055752
"M_028","Campylia nudarum",1,16,0.0625,-0.623789908095388
"M_028","Chelaner antarcticus",2,16,0.125,-0.254824813519818
"M_028","Cyphon sp1 M PL 028",2,16,0.125,-0.254824813519818
"M_028","Cyphon sp2 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Dasytes subcyaneus",2,16,0.125,-0.254824813519818
"M_028","Declana junctilinea",2,16,0.125,-0.254824813519818
"M_028","Declana niveata",1,16,0.0625,-0.623789908095388
"M_028","Ephiphyrne undosata",1,16,0.0625,-0.623789908095388
"M_028","Epiphryne xanthaspis",1,16,0.0625,-0.623789908095388
"M_028","Eristalis tenax",3,16,0.1875,0.114140281055752
"M_028","Eucymatoge gobiata",2,16,0.125,-0.254824813519818
"M_028","Eudonia sabulosella",6,16,0.375,1.22103556478246
"M_028","Eulalia sp1 M PL 028",4,16,0.25,0.483105375631322
"M_028","Evibrissa huttoni",1,16,0.0625,-0.623789908095388
"M_028","Gelechia lithodes",1,16,0.0625,-0.623789908095388
"M_028","Gracilicera setosa",3,16,0.1875,0.114140281055752
"M_028","Graphania disjungens",1,16,0.0625,-0.623789908095388
"M_028","Graphania omoplaca",1,16,0.0625,-0.623789908095388
"M_028","Graphania sequens",1,16,0.0625,-0.623789908095388
"M_028","Helastia cineraria",2,16,0.125,-0.254824813519818
"M_028","Helastia semisignata",2,16,0.125,-0.254824813519818
"M_028","Helophilus antipodus",1,16,0.0625,-0.623789908095388
"M_028","Helophilus hochstetteri",4,16,0.25,0.483105375631322
"M_028","Heteria appendiculata",6,16,0.375,1.22103556478246
"M_028","Heteria plebeia",4,16,0.25,0.483105375631322
"M_028","Homodotis megaspilata",2,16,0.125,-0.254824813519818
"M_028","Hoplocneme sp1 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Hybopygia varia",4,16,0.25,0.483105375631322
"M_028","Hydriomena deltoidata",2,16,0.125,-0.254824813519818
"M_028","Hydriomena rixata",1,16,0.0625,-0.623789908095388
"M_028","Hylaeus agilis",2,16,0.125,-0.254824813519818
"M_028","Hylaeus relegatus",1,16,0.0625,-0.623789908095388
"M_028","Hylaeus sp1 M PL 028",2,16,0.125,-0.254824813519818
"M_028","Hymenoptera sp4 M PL 028",3,16,0.1875,0.114140281055752
"M_028","Ischalis fortinata",1,16,0.0625,-0.623789908095388
"M_028","Lasioglossum sordidum",10,16,0.625,2.69689594308474
"M_028","Lasioglossum sp1 M PL 028",8,16,0.5,1.9589657539336
"M_028","Leioproctus boltonii",1,16,0.0625,-0.623789908095388
"M_028","Leioproctus fulvescens",4,16,0.25,0.483105375631322
"M_028","Leioproctus imitatus",1,16,0.0625,-0.623789908095388
"M_028","Leioproctus maritimus",1,16,0.0625,-0.623789908095388
"M_028","Leioproctus monticola",4,16,0.25,0.483105375631322
"M_028","Leioproctus sp1 M PL 028",6,16,0.375,1.22103556478246
"M_028","Leioproctus sp2 M PL 028",5,16,0.3125,0.852070470206892
"M_028","Leioproctus sp3 M PL 028",4,16,0.25,0.483105375631322
"M_028","Leioproctus sp4 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Leioproctus sp5 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Lepidomyia decessum",2,16,0.125,-0.254824813519818
"M_028","Lepidoptera sp3 M PL 028",3,16,0.1875,0.114140281055752
"M_028","Lepidoptera sp8 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Leucania toroneura",1,16,0.0625,-0.623789908095388
"M_028","Lucilia sericata",1,16,0.0625,-0.623789908095388
"M_028","Lycaena boldenarium",8,16,0.5,1.9589657539336
"M_028","Lycaena salustius",9,16,0.5625,2.32793084850917
"M_028","Mecyna flavidalis",1,16,0.0625,-0.623789908095388
"M_028","Melangyna novaezelandiae",14,16,0.875,4.17275632138702
"M_028","Melangyna ortas",6,16,0.375,1.22103556478246
"M_028","Melangyna ortas 1",2,16,0.125,-0.254824813519818
"M_028","Melangyna sp1 M PL 028",14,16,0.875,4.17275632138702
"M_028","Mordella detracta",2,16,0.125,-0.254824813519818
"M_028","Musc  sp1 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Neotachina sp1 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Notoreas cataphyrrha",1,16,0.0625,-0.623789908095388
"M_028","Occisor sp1 M PL 028",7,16,0.4375,1.59000065935803
"M_028","Occisor versutus",3,16,0.1875,0.114140281055752
"M_028","Oreocalus hebe",1,16,0.0625,-0.623789908095388
"M_028","Orocrambus crenaeus",1,16,0.0625,-0.623789908095388
"M_028","Orocrambus flexuosellus",3,16,0.1875,0.114140281055752
"M_028","Orocrambus lectus",1,16,0.0625,-0.623789908095388
"M_028","Pales aurea",1,16,0.0625,-0.623789908095388
"M_028","Pales efferata",3,16,0.1875,0.114140281055752
"M_028","Pales nyctemeriana",3,16,0.1875,0.114140281055752
"M_028","Pales tecta",3,16,0.1875,0.114140281055752
"M_028","Pales usitata",1,16,0.0625,-0.623789908095388
"M_028","Pareromene pyrsophanes",2,16,0.125,-0.254824813519818
"M_028","Pasiphila bilineolata",3,16,0.1875,0.114140281055752
"M_028","Pasiphila inductata",1,16,0.0625,-0.623789908095388
"M_028","Pasiphila nereis",2,16,0.125,-0.254824813519818
"M_028","Pasiphila sandycias",2,16,0.125,-0.254824813519818
"M_028","Pasiphila sp1 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Pasiphila sp2 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Peremptor modica",8,16,0.5,1.9589657539336
"M_028","Perrissina brunniceps",1,16,0.0625,-0.623789908095388
"M_028","Philia nigrostigma",2,16,0.125,-0.254824813519818
"M_028","Plagiomyia turbidum",1,16,0.0625,-0.623789908095388
"M_028","Procissio valida",2,16,0.125,-0.254824813519818
"M_028","Proscissio albiceps",2,16,0.125,-0.254824813519818
"M_028","Proscissio cana",11,16,0.6875,3.06586103766031
"M_028","Proscissio lateralis",1,16,0.0625,-0.623789908095388
"M_028","Proscission sp1 M PL 028",1,16,0.0625,-0.623789908095388
"M_028","Protohystirica huttoni",4,16,0.25,0.483105375631322
"M_028","Protohystricia alcis",4,16,0.25,0.483105375631322
"M_028","Protohystricia huttoni",8,16,0.5,1.9589657539336
"M_028","Pseudocoremia monacha",1,16,0.0625,-0.623789908095388
"M_028","Pseudocoremia scariphota",1,16,0.0625,-0.623789908095388
"M_028","Pseudofoenus pedunculatus",1,16,0.0625,-0.623789908095388
"M_028","Pyronola laeta",1,16,0.0625,-0.623789908095388
"M_028","Rictonis comma",3,16,0.1875,0.114140281055752
"M_028","Sawpogon proximus",1,16,0.0625,-0.623789908095388
"M_028","Scaptia adrel",5,16,0.3125,0.852070470206892
"M_028","Scaptia brevipalpis",1,16,0.0625,-0.623789908095388
"M_028","Scoparia minisculalis",1,16,0.0625,-0.623789908095388
"M_028","Scoparia philerga",2,16,0.125,-0.254824813519818
"M_028","Scoparia rotuella",2,16,0.125,-0.254824813519818
"M_028","Scoparia submarginalis",4,16,0.25,0.483105375631322
"M_028","Selenopalpus aciphyllae",1,16,0.0625,-0.623789908095388
"M_028","Sestra flexata",1,16,0.0625,-0.623789908095388
"M_028","Unidentified sp1 M PL 028",16,16,1,4.91068651053816
"M_028","Unidentified sp10 M PL 028",1,16,0.0625,-0.623789908095388
