"especie","ID","genero","Familia","DIT","umbral","size","es.umbral"
"Bombus.ruderatus","M_11.1","Bombus","Apidae",5.58,6,"Pequena",FALSE
"Halictus.sp","M_11.1","Halictus","Halictidae",1.49,6,"Pequena",FALSE
"Apis.mellifera","M_11.1","Apis","Apidae",2.9,7,"Pequena",FALSE
"Bombus.ruderatus","M_11.1","Bombus","Apidae",5.58,7,"Pequena",FALSE
"Halictus.sp","M_11.1","Halictus","Halictidae",1.49,7,"Pequena",FALSE
"Apis.mellifera","M_11.1","Apis","Apidae",2.9,8,"Pequena",FALSE
"Bombus.ruderatus","M_11.1","Bombus","Apidae",5.58,8,"Pequena",FALSE
"Halictus.sp","M_11.1","Halictus","Halictidae",1.49,8,"Pequena",FALSE
"Apis.mellifera","M_11.1","Apis","Apidae",2.9,9,"Pequena",FALSE
"Bombus.ruderatus","M_11.1","Bombus","Apidae",5.58,9,"Pequena",FALSE
"Halictus.sp","M_11.1","Halictus","Halictidae",1.49,9,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,1,"Grande",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,2,"Grande",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,3,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,4,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,5,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,6,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,7,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,8,"Pequena",FALSE
"Apis.mellifera","M_014","Apis","Apidae",2.9,9,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,1,"Grande",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,2,"Grande",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,3,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,4,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,5,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,6,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,7,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,8,"Pequena",FALSE
"Apis.mellifera","M_040","Apis","Apidae",2.9,9,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,1,"Grande",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,1,"Grande",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,1,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,1,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,1,"Grande",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,1,"Grande",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,2,"Grande",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,2,"Grande",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,2,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,2,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,2,"Grande",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,2,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,3,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,3,"Grande",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,3,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,3,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,3,"Grande",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,3,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,4,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,4,"Grande",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,4,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,4,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,4,"Grande",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,4,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,5,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,5,"Pequena",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,5,"Grande",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,5,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,5,"Pequena",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,5,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,6,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,6,"Pequena",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,6,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,6,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,6,"Pequena",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,6,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,7,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,7,"Pequena",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,7,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,7,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,7,"Pequena",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,7,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,8,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,8,"Pequena",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,8,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,8,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,8,"Pequena",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,8,"Pequena",FALSE
"Apis.mellifera","M_028","Apis","Apidae",2.9,9,"Pequena",FALSE
"Bombus.hortotum","M_028","Bombus","Apidae",4.74,9,"Pequena",FALSE
"Bombus.ruderatus","M_028","Bombus","Apidae",5.58,9,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.78,9,"Pequena",FALSE
"Bombus.terrestris","M_028","Bombus","Apidae",4.7,9,"Pequena",FALSE
"Lasioglossum.sordidum","M_028","Lasioglossum","Halictidae",1.29,9,"Pequena",FALSE
"Apis.mellifera","M_059","Apis","Apidae",2.9,1,"Grande",FALSE
"Centris.aenea","M_059","Centris","Apidae",4.7,1,"Grande",FALSE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,1,"Grande",FALSE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,1,"Grande",FALSE
"Centris.fuscata","M_059","Centris","Apidae",4.8,1,"Grande",FALSE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,1,"Grande",FALSE
"Centris.tarsata","M_059","Centris","Apidae",6.7,1,"Grande",FALSE
"Centris.trigonoides","M_059","Centris","Apidae",3,1,"Grande",FALSE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,1,"Grande",FALSE
"Apis.mellifera","M_059","Apis","Apidae",2.9,2,"Grande",FALSE
"Centris.aenea","M_059","Centris","Apidae",4.7,2,"Grande",FALSE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,2,"Grande",FALSE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,2,"Grande",FALSE
"Centris.fuscata","M_059","Centris","Apidae",4.8,2,"Grande",FALSE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,2,"Grande",FALSE
"Centris.tarsata","M_059","Centris","Apidae",6.7,2,"Grande",FALSE
"Centris.trigonoides","M_059","Centris","Apidae",3,2,"Grande",FALSE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,2,"Grande",FALSE
"Apis.mellifera","M_059","Apis","Apidae",2.9,3,"Pequena",TRUE
"Centris.aenea","M_059","Centris","Apidae",4.7,3,"Grande",TRUE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,3,"Grande",TRUE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,3,"Grande",TRUE
"Centris.fuscata","M_059","Centris","Apidae",4.8,3,"Grande",TRUE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,3,"Grande",TRUE
"Centris.tarsata","M_059","Centris","Apidae",6.7,3,"Grande",TRUE
"Centris.trigonoides","M_059","Centris","Apidae",3,3,"Pequena",TRUE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,3,"Grande",TRUE
"Apis.mellifera","M_059","Apis","Apidae",2.9,4,"Pequena",TRUE
"Centris.aenea","M_059","Centris","Apidae",4.7,4,"Grande",TRUE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,4,"Grande",TRUE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,4,"Grande",TRUE
"Centris.fuscata","M_059","Centris","Apidae",4.8,4,"Grande",TRUE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,4,"Grande",TRUE
"Centris.tarsata","M_059","Centris","Apidae",6.7,4,"Grande",TRUE
"Centris.trigonoides","M_059","Centris","Apidae",3,4,"Pequena",TRUE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,4,"Grande",TRUE
"Apis.mellifera","M_059","Apis","Apidae",2.9,5,"Pequena",TRUE
"Centris.aenea","M_059","Centris","Apidae",4.7,5,"Pequena",TRUE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,5,"Pequena",TRUE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,5,"Grande",TRUE
"Centris.fuscata","M_059","Centris","Apidae",4.8,5,"Pequena",TRUE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,5,"Grande",TRUE
"Centris.tarsata","M_059","Centris","Apidae",6.7,5,"Grande",TRUE
"Centris.trigonoides","M_059","Centris","Apidae",3,5,"Pequena",TRUE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,5,"Grande",TRUE
"Apis.mellifera","M_059","Apis","Apidae",2.9,6,"Pequena",TRUE
"Centris.aenea","M_059","Centris","Apidae",4.7,6,"Pequena",TRUE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,6,"Pequena",TRUE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,6,"Pequena",TRUE
"Centris.fuscata","M_059","Centris","Apidae",4.8,6,"Pequena",TRUE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,6,"Grande",TRUE
"Centris.tarsata","M_059","Centris","Apidae",6.7,6,"Grande",TRUE
"Centris.trigonoides","M_059","Centris","Apidae",3,6,"Pequena",TRUE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,6,"Grande",TRUE
"Apis.mellifera","M_059","Apis","Apidae",2.9,7,"Pequena",FALSE
"Centris.aenea","M_059","Centris","Apidae",4.7,7,"Pequena",FALSE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,7,"Pequena",FALSE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,7,"Pequena",FALSE
"Centris.fuscata","M_059","Centris","Apidae",4.8,7,"Pequena",FALSE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,7,"Pequena",FALSE
"Centris.tarsata","M_059","Centris","Apidae",6.7,7,"Pequena",FALSE
"Centris.trigonoides","M_059","Centris","Apidae",3,7,"Pequena",FALSE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,7,"Grande",FALSE
"Apis.mellifera","M_059","Apis","Apidae",2.9,8,"Pequena",FALSE
"Centris.aenea","M_059","Centris","Apidae",4.7,8,"Pequena",FALSE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,8,"Pequena",FALSE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,8,"Pequena",FALSE
"Centris.fuscata","M_059","Centris","Apidae",4.8,8,"Pequena",FALSE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,8,"Pequena",FALSE
"Centris.tarsata","M_059","Centris","Apidae",6.7,8,"Pequena",FALSE
"Centris.trigonoides","M_059","Centris","Apidae",3,8,"Pequena",FALSE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,8,"Pequena",FALSE
"Apis.mellifera","M_059","Apis","Apidae",2.9,9,"Pequena",FALSE
"Centris.aenea","M_059","Centris","Apidae",4.7,9,"Pequena",FALSE
"Centris.caxiensis","M_059","Centris","Apidae",4.2,9,"Pequena",FALSE
"Centris.flavifrons","M_059","Centris","Apidae",5.5,9,"Pequena",FALSE
"Centris.fuscata","M_059","Centris","Apidae",4.8,9,"Pequena",FALSE
"Centris.obsoleta","M_059","Centris","Apidae",6.5,9,"Pequena",FALSE
"Centris.tarsata","M_059","Centris","Apidae",6.7,9,"Pequena",FALSE
"Centris.trigonoides","M_059","Centris","Apidae",3,9,"Pequena",FALSE
"Xylocopa.grisescens","M_059","Xylocopa","Apidae",7.5,9,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,1,"Grande",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,2,"Grande",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,3,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,4,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,5,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,6,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,7,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,8,"Pequena",FALSE
"Apis.mellifera","M_012","Apis","Apidae",2.9,9,"Pequena",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,1,"Grande",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,1,"Grande",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,1,"Grande",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,1,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,1,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,1,"Grande",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,1,"Grande",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,2,"Grande",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,2,"Grande",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,2,"Grande",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,2,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,2,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,2,"Grande",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,2,"Grande",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,3,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,3,"Grande",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,3,"Grande",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,3,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,3,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,3,"Grande",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,3,"Grande",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,4,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,4,"Grande",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,4,"Grande",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,4,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,4,"Grande",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,4,"Pequena",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,4,"Grande",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,5,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,5,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,5,"Pequena",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,5,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,5,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,5,"Pequena",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,5,"Pequena",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,6,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,6,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,6,"Pequena",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,6,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,6,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,6,"Pequena",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,6,"Pequena",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,7,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,7,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,7,"Pequena",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,7,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,7,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,7,"Pequena",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,7,"Pequena",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,8,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,8,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,8,"Pequena",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,8,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,8,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,8,"Pequena",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,8,"Pequena",FALSE
"Apis.mellifera","M_049","Apis","Apidae",2.9,9,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.56,9,"Pequena",FALSE
"Bombus.hortorum","M_049","Bombus","Apidae",4.74,9,"Pequena",FALSE
"Bombus.hypnorum","M_049","Bombus","Apidae",3.95,9,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",4.78,9,"Pequena",FALSE
"Bombus.lucorum","M_049","Bombus","Apidae",3.75,9,"Pequena",FALSE
"Bombus.pratorum","M_049","Bombus","Apidae",4.21,9,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,1,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,1,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,1,"Grande",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,1,"Grande",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,2,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,2,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,2,"Grande",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,2,"Grande",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,3,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,3,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,3,"Grande",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,3,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,4,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,4,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,4,"Grande",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,4,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,5,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,5,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,5,"Grande",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,5,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,6,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,6,"Grande",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,6,"Grande",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,6,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,7,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,7,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,7,"Pequena",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,7,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,8,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,8,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,8,"Pequena",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,8,"Pequena",FALSE
"Apis.mellifera","M_034","Apis","Apidae",2.9,9,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.01,9,"Pequena",FALSE
"Bombus.dahlbomii","M_034","Bombus","Apidae",6.1,9,"Pequena",FALSE
"Diphaglossa.gayi","M_034","Diphaglossa","Colletidae",2.11,9,"Pequena",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,1,"Grande",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,1,"Grande",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,1,"Grande",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,2,"Grande",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,2,"Grande",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,2,"Grande",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,3,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,3,"Grande",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,3,"Grande",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,4,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,4,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,4,"Pequena",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,5,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,5,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,5,"Pequena",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,6,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,6,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,6,"Pequena",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,7,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,7,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,7,"Pequena",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,8,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,8,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,8,"Pequena",FALSE
"Apis.mellifera","M_030","Apis","Apidae",2.9,9,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.4,9,"Pequena",FALSE
"Euglossa.cordata","M_030","Euglossa","Apidae",3.44,9,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,1,"Grande",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,2,"Grande",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,3,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,4,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,5,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,6,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,7,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,8,"Pequena",FALSE
"Apis.mellifera","M_013","Apis","Apidae",2.9,9,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,1,"Grande",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,2,"Grande",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,3,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,4,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,5,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,6,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,7,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,8,"Pequena",FALSE
"Apis.mellifera","M_036","Apis","Apidae",2.9,9,"Pequena",FALSE
"Apis.mellifera","M_017","Apis","Apidae",2.9,1,"Grande",FALSE
"Bombus.lapidarius","M_017","Bombus","Apidae",3.98,1,"Grande",FALSE
"Bombus.muscorum","M_017","Bombus","Apidae",3.84,1,"Grande",FALSE
"Bombus.pascuorum","M_017","Bombus","Apidae",3.72,1,"Grande",FALSE
"Bombus.terrestris","M_017","Bombus","Apidae",4.78,1,"Grande",FALSE
"Bombus.terrestris","M_017","Bombus","Apidae",4.7,1,"Grande",FALSE
"Apis.mellifera","M_017","Apis","Apidae",2.9,2,"Grande",FALSE
"Bombus.lapidarius","M_017","Bombus","Apidae",3.98,2,"Grande",FALSE
"Bombus.muscorum","M_017","Bombus","Apidae",3.84,2,"Grande",FALSE
"Bombus.pascuorum","M_017","Bombus","Apidae",3.72,2,"Grande",FALSE
"Bombus.terrestris","M_017","Bombus","Apidae",4.78,2,"Grande",FALSE
"Bombus.terrestris","M_017","Bombus","Apidae",4.7,2,"Grande",FALSE
"Apis.mellifera","M_017","Apis","Apidae",2.9,3,"Pequena",FALSE
"Bombus.lapidarius","M_017","Bombus","Apidae",3.98,3,"Grande",FALSE
"Bombus.muscorum","M_017","Bombus","Apidae",3.84,3,"Grande",FALSE
"Bombus.pascuorum","M_017","Bombus","Apidae",3.72,3,"Grande",FALSE
"Bombus.terrestris","M_017","Bombus","Apidae",4.78,3,"Grande",FALSE
"Bombus.terrestris","M_017","Bombus","Apidae",4.7,3,"Grande",FALSE
"Apis.mellifera","M_017","Apis","Apidae",2.9,4,"Pequena",TRUE
"Bombus.lapidarius","M_017","Bombus","Apidae",3.98,4,"Pequena",TRUE
