"especie","ID","genero","Familia","DIT","umbral","size","es.umbral"
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.01,4,"Grande",TRUE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.1,4,"Grande",TRUE
"Caenohalictus.sp","M_002","Caenohalictus","Halictidae",1.3,4,"Pequena",TRUE
"Centris.cineraria","M_002","Centris","Apidae",5.108,4,"Grande",TRUE
"Centris.nigerrima","M_002","Centris","Apidae",4.836,4,"Grande",TRUE
"Colletes.sp","M_002","Colletes","Colletidae",2.9,4,"Pequena",TRUE
"Megachile.semirufa","M_002","Megachile","Megachilidae",4.19,4,"Grande",TRUE
"Megachile.sp1","M_002","Megachile","Megachilidae",3.2,4,"Pequena",TRUE
"Megachile.sp2","M_002","Megachile","Megachilidae",3.2,4,"Pequena",TRUE
"Megachile.sp4","M_002","Megachile","Megachilidae",3.2,4,"Pequena",TRUE
"Megachile.sp5","M_002","Megachile","Megachilidae",3.2,4,"Pequena",TRUE
"Alloscirtetica.rufitarsis","M_002","Alloscirtetica","Apidae",3.36,5,"Pequena",TRUE
"Alloscirtetica.sp","M_002","Alloscirtetica","Apidae",2.9,5,"Pequena",TRUE
"Anthidium.funereum","M_002","Anthidium","Megachilidae",3.2,5,"Pequena",TRUE
"Anthidium.sp","M_002","Anthidium","Megachilidae",3.34,5,"Pequena",TRUE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.01,5,"Grande",TRUE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.1,5,"Grande",TRUE
"Caenohalictus.sp","M_002","Caenohalictus","Halictidae",1.3,5,"Pequena",TRUE
"Centris.cineraria","M_002","Centris","Apidae",5.108,5,"Grande",TRUE
"Centris.nigerrima","M_002","Centris","Apidae",4.836,5,"Pequena",TRUE
"Colletes.sp","M_002","Colletes","Colletidae",2.9,5,"Pequena",TRUE
"Megachile.semirufa","M_002","Megachile","Megachilidae",4.19,5,"Pequena",TRUE
"Megachile.sp1","M_002","Megachile","Megachilidae",3.2,5,"Pequena",TRUE
"Megachile.sp2","M_002","Megachile","Megachilidae",3.2,5,"Pequena",TRUE
"Megachile.sp4","M_002","Megachile","Megachilidae",3.2,5,"Pequena",TRUE
"Megachile.sp5","M_002","Megachile","Megachilidae",3.2,5,"Pequena",TRUE
"Alloscirtetica.rufitarsis","M_002","Alloscirtetica","Apidae",3.36,6,"Pequena",TRUE
"Alloscirtetica.sp","M_002","Alloscirtetica","Apidae",2.9,6,"Pequena",TRUE
"Anthidium.funereum","M_002","Anthidium","Megachilidae",3.2,6,"Pequena",TRUE
"Anthidium.sp","M_002","Anthidium","Megachilidae",3.34,6,"Pequena",TRUE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.01,6,"Grande",TRUE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.1,6,"Grande",TRUE
"Caenohalictus.sp","M_002","Caenohalictus","Halictidae",1.3,6,"Pequena",TRUE
"Centris.cineraria","M_002","Centris","Apidae",5.108,6,"Pequena",TRUE
"Centris.nigerrima","M_002","Centris","Apidae",4.836,6,"Pequena",TRUE
"Colletes.sp","M_002","Colletes","Colletidae",2.9,6,"Pequena",TRUE
"Megachile.semirufa","M_002","Megachile","Megachilidae",4.19,6,"Pequena",TRUE
"Megachile.sp1","M_002","Megachile","Megachilidae",3.2,6,"Pequena",TRUE
"Megachile.sp2","M_002","Megachile","Megachilidae",3.2,6,"Pequena",TRUE
"Megachile.sp4","M_002","Megachile","Megachilidae",3.2,6,"Pequena",TRUE
"Megachile.sp5","M_002","Megachile","Megachilidae",3.2,6,"Pequena",TRUE
"Alloscirtetica.rufitarsis","M_002","Alloscirtetica","Apidae",3.36,7,"Pequena",FALSE
"Alloscirtetica.sp","M_002","Alloscirtetica","Apidae",2.9,7,"Pequena",FALSE
"Anthidium.funereum","M_002","Anthidium","Megachilidae",3.2,7,"Pequena",FALSE
"Anthidium.sp","M_002","Anthidium","Megachilidae",3.34,7,"Pequena",FALSE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.01,7,"Pequena",FALSE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.1,7,"Pequena",FALSE
"Caenohalictus.sp","M_002","Caenohalictus","Halictidae",1.3,7,"Pequena",FALSE
"Centris.cineraria","M_002","Centris","Apidae",5.108,7,"Pequena",FALSE
"Centris.nigerrima","M_002","Centris","Apidae",4.836,7,"Pequena",FALSE
"Colletes.sp","M_002","Colletes","Colletidae",2.9,7,"Pequena",FALSE
"Megachile.semirufa","M_002","Megachile","Megachilidae",4.19,7,"Pequena",FALSE
"Megachile.sp1","M_002","Megachile","Megachilidae",3.2,7,"Pequena",FALSE
"Megachile.sp2","M_002","Megachile","Megachilidae",3.2,7,"Pequena",FALSE
"Megachile.sp4","M_002","Megachile","Megachilidae",3.2,7,"Pequena",FALSE
"Megachile.sp5","M_002","Megachile","Megachilidae",3.2,7,"Pequena",FALSE
"Alloscirtetica.rufitarsis","M_002","Alloscirtetica","Apidae",3.36,8,"Pequena",FALSE
"Alloscirtetica.sp","M_002","Alloscirtetica","Apidae",2.9,8,"Pequena",FALSE
"Anthidium.funereum","M_002","Anthidium","Megachilidae",3.2,8,"Pequena",FALSE
"Anthidium.sp","M_002","Anthidium","Megachilidae",3.34,8,"Pequena",FALSE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.01,8,"Pequena",FALSE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.1,8,"Pequena",FALSE
"Caenohalictus.sp","M_002","Caenohalictus","Halictidae",1.3,8,"Pequena",FALSE
"Centris.cineraria","M_002","Centris","Apidae",5.108,8,"Pequena",FALSE
"Centris.nigerrima","M_002","Centris","Apidae",4.836,8,"Pequena",FALSE
"Colletes.sp","M_002","Colletes","Colletidae",2.9,8,"Pequena",FALSE
"Megachile.semirufa","M_002","Megachile","Megachilidae",4.19,8,"Pequena",FALSE
"Megachile.sp1","M_002","Megachile","Megachilidae",3.2,8,"Pequena",FALSE
"Megachile.sp2","M_002","Megachile","Megachilidae",3.2,8,"Pequena",FALSE
"Megachile.sp4","M_002","Megachile","Megachilidae",3.2,8,"Pequena",FALSE
"Megachile.sp5","M_002","Megachile","Megachilidae",3.2,8,"Pequena",FALSE
"Alloscirtetica.rufitarsis","M_002","Alloscirtetica","Apidae",3.36,9,"Pequena",FALSE
"Alloscirtetica.sp","M_002","Alloscirtetica","Apidae",2.9,9,"Pequena",FALSE
"Anthidium.funereum","M_002","Anthidium","Megachilidae",3.2,9,"Pequena",FALSE
"Anthidium.sp","M_002","Anthidium","Megachilidae",3.34,9,"Pequena",FALSE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.01,9,"Pequena",FALSE
"Bombus.dahlbomii","M_002","Bombus","Apidae",6.1,9,"Pequena",FALSE
"Caenohalictus.sp","M_002","Caenohalictus","Halictidae",1.3,9,"Pequena",FALSE
"Centris.cineraria","M_002","Centris","Apidae",5.108,9,"Pequena",FALSE
"Centris.nigerrima","M_002","Centris","Apidae",4.836,9,"Pequena",FALSE
"Colletes.sp","M_002","Colletes","Colletidae",2.9,9,"Pequena",FALSE
"Megachile.semirufa","M_002","Megachile","Megachilidae",4.19,9,"Pequena",FALSE
"Megachile.sp1","M_002","Megachile","Megachilidae",3.2,9,"Pequena",FALSE
"Megachile.sp2","M_002","Megachile","Megachilidae",3.2,9,"Pequena",FALSE
"Megachile.sp4","M_002","Megachile","Megachilidae",3.2,9,"Pequena",FALSE
"Megachile.sp5","M_002","Megachile","Megachilidae",3.2,9,"Pequena",FALSE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,1,"Grande",TRUE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,1,"Grande",TRUE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,1,"Grande",TRUE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,1,"Grande",TRUE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,1,"Grande",TRUE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,1,"Grande",TRUE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,1,"Grande",TRUE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,1,"Grande",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,1,"Grande",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,1,"Grande",TRUE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,1,"Grande",TRUE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,1,"Grande",TRUE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,1,"Grande",TRUE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,1,"Grande",TRUE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,1,"Grande",TRUE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,1,"Grande",TRUE
"Apis.mellifera","M_015","Apis","Apidae",2.9,1,"Grande",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,1,"Grande",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,1,"Grande",TRUE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,1,"Grande",TRUE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,1,"Grande",TRUE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,1,"Grande",TRUE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,1,"Pequena",TRUE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,1,"Grande",TRUE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,1,"Grande",TRUE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,1,"Grande",TRUE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,1,"Grande",TRUE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,1,"Grande",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,1,"Grande",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,1,"Grande",TRUE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,1,"Grande",TRUE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,1,"Grande",TRUE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,1,"Grande",TRUE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,1,"Grande",TRUE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,1,"Pequena",TRUE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,1,"Grande",TRUE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,1,"Grande",TRUE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,1,"Grande",TRUE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,1,"Pequena",TRUE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,1,"Grande",TRUE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,1,"Grande",TRUE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,1,"Grande",TRUE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,1,"Grande",TRUE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,1,"Grande",TRUE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,1,"Grande",TRUE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,1,"Grande",TRUE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,1,"Grande",TRUE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,1,"Grande",TRUE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,1,"Grande",TRUE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,1,"Grande",TRUE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,1,"Grande",TRUE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,1,"Pequena",TRUE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,1,"Grande",TRUE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,1,"Grande",TRUE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,1,"Grande",TRUE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,1,"Grande",TRUE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,1,"Grande",TRUE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,1,"Grande",TRUE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,1,"Grande",TRUE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,1,"Grande",TRUE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,1,"Grande",TRUE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,1,"Grande",TRUE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,1,"Grande",TRUE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,1,"Grande",TRUE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,1,"Grande",TRUE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,1,"Grande",TRUE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,2,"Grande",TRUE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,2,"Grande",TRUE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,2,"Pequena",TRUE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,2,"Grande",TRUE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,2,"Grande",TRUE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,2,"Pequena",TRUE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,2,"Grande",TRUE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,2,"Pequena",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,2,"Grande",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,2,"Grande",TRUE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,2,"Pequena",TRUE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,2,"Pequena",TRUE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,2,"Pequena",TRUE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,2,"Grande",TRUE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,2,"Grande",TRUE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,2,"Grande",TRUE
"Apis.mellifera","M_015","Apis","Apidae",2.9,2,"Grande",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,2,"Grande",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,2,"Grande",TRUE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,2,"Pequena",TRUE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,2,"Pequena",TRUE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,2,"Pequena",TRUE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,2,"Pequena",TRUE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,2,"Grande",TRUE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,2,"Grande",TRUE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,2,"Grande",TRUE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,2,"Grande",TRUE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,2,"Grande",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,2,"Grande",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,2,"Grande",TRUE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,2,"Pequena",TRUE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,2,"Pequena",TRUE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,2,"Pequena",TRUE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,2,"Pequena",TRUE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,2,"Pequena",TRUE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,2,"Pequena",TRUE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,2,"Pequena",TRUE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,2,"Grande",TRUE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,2,"Pequena",TRUE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,2,"Pequena",TRUE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,2,"Pequena",TRUE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,2,"Pequena",TRUE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,2,"Pequena",TRUE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,2,"Pequena",TRUE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,2,"Pequena",TRUE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,2,"Pequena",TRUE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,2,"Grande",TRUE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,2,"Pequena",TRUE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,2,"Pequena",TRUE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,2,"Pequena",TRUE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,2,"Pequena",TRUE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,2,"Pequena",TRUE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,2,"Pequena",TRUE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,2,"Pequena",TRUE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,2,"Pequena",TRUE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,2,"Pequena",TRUE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,2,"Grande",TRUE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,2,"Grande",TRUE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,2,"Grande",TRUE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,2,"Grande",TRUE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,2,"Pequena",TRUE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,2,"Grande",TRUE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,2,"Grande",TRUE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,2,"Grande",TRUE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,2,"Grande",TRUE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,2,"Grande",TRUE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,3,"Grande",TRUE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,3,"Grande",TRUE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,3,"Pequena",TRUE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,3,"Pequena",TRUE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,3,"Pequena",TRUE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,3,"Pequena",TRUE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,3,"Pequena",TRUE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,3,"Pequena",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,3,"Pequena",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,3,"Pequena",TRUE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,3,"Pequena",TRUE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,3,"Pequena",TRUE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,3,"Pequena",TRUE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,3,"Pequena",TRUE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,3,"Grande",TRUE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,3,"Grande",TRUE
"Apis.mellifera","M_015","Apis","Apidae",2.9,3,"Pequena",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,3,"Grande",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,3,"Grande",TRUE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,3,"Pequena",TRUE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,3,"Pequena",TRUE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,3,"Pequena",TRUE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,3,"Pequena",TRUE
"Eucera.clypeata","M_015","Eucera","Apidae",2.75,3,"Pequena",TRUE
"Eucera.nigrescens.contraria","M_015","Eucera","Apidae",3.34,3,"Grande",TRUE
"Eucera.nigrilabris.rufitarsis","M_015","Eucera","Apidae",3.65,3,"Grande",TRUE
"Eucera.seminuda","M_015","Eucera","Apidae",2.65,3,"Pequena",TRUE
"Habropoda.tarsata","M_015","Habropoda","Apidae",3,3,"Pequena",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.4,3,"Pequena",TRUE
"Halictus.scabiosae","M_015","Halictus","Halictidae",2.5,3,"Pequena",TRUE
"Halictus.smaragdulus","M_015","Halictus","Halictidae",1.11,3,"Pequena",TRUE
"Halictus.subauratus","M_015","Halictus","Halictidae",1.68,3,"Pequena",TRUE
"Heriades.crenulatus","M_015","Heriades","Megachilidae",1.53,3,"Pequena",TRUE
"Heriades.trucorum","M_015","Heriades","Megachilidae",1.64,3,"Pequena",TRUE
"Hylaeus.imparilis","M_015","Hylaeus","Colletidae",0.99,3,"Pequena",TRUE
"Hylaeus.punctatus","M_015","Hylaeus","Colletidae",1.19,3,"Pequena",TRUE
"Hylaeus.signatus","M_015","Hylaeus","Colletidae",1.81,3,"Pequena",TRUE
"Hylaeus.variegatus","M_015","Hylaeus","Colletidae",2.12,3,"Pequena",TRUE
"Lasioglossum.aeratum","M_015","Lasioglossum","Halictidae",0.92,3,"Pequena",TRUE
"Lasioglossum.brevicome","M_015","Lasioglossum","Halictidae",1.38,3,"Pequena",TRUE
"Lasioglossum.laticeps.hellenicum","M_015","Lasioglossum","Halictidae",1.47,3,"Pequena",TRUE
"Lasioglossum.limbellum","M_015","Lasioglossum","Halictidae",1.32,3,"Pequena",TRUE
"Lasioglossum.lineare","M_015","Lasioglossum","Halictidae",1.35,3,"Pequena",TRUE
"Lasioglossum.lucidulum","M_015","Lasioglossum","Halictidae",1.28,3,"Pequena",TRUE
"Lasioglossum.malachurum","M_015","Lasioglossum","Halictidae",1.65,3,"Pequena",TRUE
"Lasioglossum.marginatum","M_015","Lasioglossum","Halictidae",1.65,3,"Pequena",TRUE
"Lasioglossum.mediterraneum","M_015","Lasioglossum","Halictidae",3.34,3,"Grande",TRUE
"Lasioglossum.mesosclerum","M_015","Lasioglossum","Halictidae",1.25,3,"Pequena",TRUE
"Lasioglossum.nigripes","M_015","Lasioglossum","Halictidae",1.95,3,"Pequena",TRUE
"Lasioglossum.nitidulum.fudakowskii","M_015","Lasioglossum","Halictidae",1.24,3,"Pequena",TRUE
"Lasioglossum.pauxillum","M_015","Lasioglossum","Halictidae",1.115,3,"Pequena",TRUE
"Lasioglossum.politum","M_015","Lasioglossum","Halictidae",0.85,3,"Pequena",TRUE
"Lasioglossum.pygmaeum.patulum","M_015","Lasioglossum","Halictidae",1.14,3,"Pequena",TRUE
"Lasioglossum.quadrinotatum","M_015","Lasioglossum","Halictidae",1.72,3,"Pequena",TRUE
"Lasioglossum.villosulum","M_015","Lasioglossum","Halictidae",1.32,3,"Pequena",TRUE
"Lasioglossum.zonulum","M_015","Lasioglossum","Halictidae",1.97,3,"Pequena",TRUE
"Megachile.pilidens","M_015","Megachile","Megachilidae",2.67,3,"Pequena",TRUE
"Osmia.aurulenta","M_015","Osmia","Megachilidae",2.78,3,"Pequena",TRUE
"Osmia.caerulescens","M_015","Osmia","Megachilidae",2.34,3,"Pequena",TRUE
"Osmia.melanogaster","M_015","Osmia","Megachilidae",2.84,3,"Pequena",TRUE
"Pseudapis.diversipes","M_015","Pseudapis","Halictidae",1.78,3,"Pequena",TRUE
"Rhodanthidium.septemdentatum","M_015","Rhodanthidium","Megachilidae",3.28,3,"Grande",TRUE
"Rophites.quinquespinosus","M_015","Rophites","Halictidae",2.13,3,"Pequena",TRUE
"Systropha.planidens","M_015","Systropha","Halictidae",2.17,3,"Pequena",TRUE
"Xylocopa.iris","M_015","Xylocopa","Apidae",4.33,3,"Grande",TRUE
"Xylocopa.violacea","M_015","Xylocopa","Apidae",7.8,3,"Grande",TRUE
"Amegilla.albigena","M_015","Amegilla","Apidae",3.02,4,"Pequena",TRUE
"Amegilla.quadrifasciata","M_015","Amegilla","Apidae",3.64,4,"Pequena",TRUE
"Andrena.alfkenella","M_015","Andrena","Andrenidae",1.33,4,"Pequena",TRUE
"Andrena.bicolor","M_015","Andrena","Andrenidae",2.05,4,"Pequena",TRUE
"Andrena.combaella","M_015","Andrena","Andrenidae",2.34,4,"Pequena",TRUE
"Andrena.flavipes","M_015","Andrena","Andrenidae",1.71,4,"Pequena",TRUE
"Andrena.hattorfiana","M_015","Andrena","Andrenidae",2.71,4,"Pequena",TRUE
"Andrena.nana","M_015","Andrena","Andrenidae",1.58,4,"Pequena",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.97,4,"Pequena",TRUE
"Andrena.nigroaenea","M_015","Andrena","Andrenidae",2.84,4,"Pequena",TRUE
"Andrena.simontornyella","M_015","Andrena","Andrenidae",1.31,4,"Pequena",TRUE
"Andrena.taraxaci","M_015","Andrena","Andrenidae",1.68,4,"Pequena",TRUE
"Andrena.ventricosa","M_015","Andrena","Andrenidae",1.63,4,"Pequena",TRUE
"Anthidiellum.strigatum.luteum","M_015","Anthidiellum","Megachilidae",2.44,4,"Pequena",TRUE
"Anthidium.manicatum","M_015","Anthidium","Megachilidae",3.44,4,"Pequena",TRUE
"Anthophora.atroalba","M_015","Anthophora","Apidae",3.67,4,"Pequena",TRUE
"Apis.mellifera","M_015","Apis","Apidae",2.9,4,"Pequena",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.78,4,"Grande",TRUE
"Bombus.terrestris","M_015","Bombus","Apidae",4.7,4,"Grande",TRUE
"Ceratina.cucurbitina","M_015","Ceratina","Apidae",1.36,4,"Pequena",TRUE
"Ceratina.cyanea","M_015","Ceratina","Apidae",1.24,4,"Pequena",TRUE
"Ceratina.nigrolabiata","M_015","Ceratina","Apidae",1.34,4,"Pequena",TRUE
"Chelostoma.appendiculatum","M_015","Chelostoma","Megachilidae",0.95,4,"Pequena",TRUE
