"sp.armonizado","ID","Grado","Grado_max","Grado_relativo","Z_Grado"
"Nomada galloisi","M_021",2,25,0.08,-0.405154568376667
"Nomada ginran","M_054",3,24,0.125,-0.216125183026614
"Nomada ginran","M_057",5,37,0.135135135135135,-0.074689023998412
"Nomada ginran","M_021",3,25,0.12,-0.233629276655158
"Nomada hakonensis","M_021",1,25,0.04,-0.576679860098175
"Nomada hakonensis","M_057",1,37,0.027027027027027,-0.565502610273691
"Nomada harimensis","M_057",3,37,0.0810810810810811,-0.320095817136051
"Nomada illinoensis","M_062",10,121,0.0826446280991736,-0.293450420349378
"Nomada imperialis","M_015",2,104,0.0192307692307692,-0.401091368494221
"Nomada issikii","M_056",1,22,0.0454545454545455,-0.730844233103581
"Nomada japonica","M_054",1,24,0.0416666666666667,-0.593486613708003
"Nomada japonica","M_053",1,15,0.0666666666666667,-0.667699814750755
"Nomada lucidula","M_015",7,104,0.0673076923076923,0.154035089147407
"Nomada luteola","M_025",1,7,0.142857142857143,-1.02189886744499
"Nomada luteola","M_032",1,6,0.166666666666667,-0.690849279707757
"Nomada mavromoustakisi","M_015",1,104,0.00961538461538462,-0.512116660022547
"Nomada muinensis","M_053",1,15,0.0666666666666667,-0.667699814750755
"Nomada mutabilis","M_016",1,14,0.0714285714285714,-0.696745121582211
"Nomada mutsuensis","M_053",1,15,0.0666666666666667,-0.667699814750755
"Nomada nipponica","M_055",2,12,0.166666666666667,-0.39114421043298
"Nomada nobilis","M_015",5,104,0.0480769230769231,-0.0680154939092445
"Nomada pacifica","M_021",2,25,0.08,-0.405154568376667
"Nomada panzeri","M_047",2,13,0.153846153846154,-0.253570109315766
"Nomada parva","M_062",7,121,0.0578512396694215,-0.431144109009782
"Nomada perplexa","M_025",4,7,0.571428571428571,0.396557769456266
"Nomada propinqua","M_015",8,104,0.0769230769230769,0.265060380675732
"Nomada pygmaea","M_025",3,7,0.428571428571429,-0.0762611095108203
"Nomada rubricollis","M_015",3,104,0.0288461538461538,-0.290066076965896
"Nomada ruficornis","M_047",1,13,0.0769230769230769,-0.633925273289415
"Nomada rufipes","M_047",1,13,0.0769230769230769,-0.633925273289415
"Nomada salicis","M_062",8,121,0.0661157024793388,-0.385246212789647
"Nomada sayi","M_025",1,7,0.142857142857143,-1.02189886744499
"Nomada sayi","M_004",1,8,0.125,-0.586009038673119
"Nomada shepparadana okubira","M_057",11,37,0.297297297297297,0.661531355414506
"Nomada shepparadana okubira","M_054",1,24,0.0416666666666667,-0.593486613708003
"Nomada shirakii","M_057",1,37,0.027027027027027,-0.565502610273691
"Nomada simplex","M_062",1,121,0.00826446280991736,-0.70653148633059
"Nomada succinta","M_015",1,104,0.00961538461538462,-0.512116660022547
"Nomada trispinosa","M_015",2,104,0.0192307692307692,-0.401091368494221
"Nomia pavonula","M_044",2,21,0.0952380952380952,-0.501528266791637
"Nomioides facilis","M_015",3,104,0.0288461538461538,-0.290066076965896
"Oligotropus campanulae","M_062",5,121,0.0413223140495868,-0.522939901450051
"Oligotropus oligolege","M_062",3,121,0.0247933884297521,-0.614735693890321
"Osmia abnormis","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia albolateralis","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia andrenoides","M_015",5,104,0.0480769230769231,-0.0680154939092445
"Osmia apicata","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia atriventris","M_062",13,121,0.107438016528926,-0.155756731688973
"Osmia atriventris","M_025",2,7,0.285714285714286,-0.549079988477907
"Osmia aurulenta","M_015",24,104,0.230769230769231,2.04146504512894
"Osmia bella","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia bidentata","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia brevis","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia bruneri","M_005",7,37,0.189189189189189,0.152034925573149
"Osmia caerulescens","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia cephalotes","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia collinsiae","M_062",3,121,0.0247933884297521,-0.614735693890321
"Osmia coloradella","M_005",2,37,0.0540540540540541,-0.523675854751957
"Osmia conjucta","M_025",6,7,0.857142857142857,1.34219552739044
"Osmia cornifrons","M_057",1,37,0.027027027027027,-0.565502610273691
"Osmia densa","M_005",9,37,0.243243243243243,0.422319237703191
"Osmia fulgida","M_005",4,37,0.108108108108108,-0.253391542621915
"Osmia fulviventris","M_015",8,104,0.0769230769230769,0.265060380675732
"Osmia hypoleuca","M_005",3,37,0.0810810810810811,-0.388533698686936
"Osmia illinoensis","M_062",2,121,0.0165289256198347,-0.660633590110455
"Osmia imaii","M_054",3,24,0.125,-0.216125183026614
"Osmia latreillei","M_015",2,104,0.0192307692307692,-0.401091368494221
"Osmia lignaria","M_025",3,7,0.428571428571429,-0.0762611095108203
"Osmia lignaria","M_004",1,8,0.125,-0.586009038673119
"Osmia megacephala","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia melanogaster","M_015",6,104,0.0576923076923077,0.0430097976190811
"Osmia melanotricha","M_005",6,37,0.162162162162162,0.0168927695081276
"Osmia moreensis","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia mustelina","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia nana","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia nigrifrons","M_005",2,37,0.0540540540540541,-0.523675854751957
"Osmia orientalis","M_054",1,24,0.0416666666666667,-0.593486613708003
"Osmia orientalis","M_021",1,25,0.04,-0.576679860098175
"Osmia pentstemonis","M_005",5,37,0.135135135135135,-0.118249386556894
"Osmia phaceliae","M_005",5,37,0.135135135135135,-0.118249386556894
"Osmia propinqua","M_005",5,37,0.135135135135135,-0.118249386556894
"Osmia proxima","M_004",2,8,0.25,0.0703210846407744
"Osmia pumila","M_004",1,8,0.125,-0.586009038673119
"Osmia pusilla","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia rohweri","M_005",1,37,0.027027027027027,-0.658818010816978
"Osmia scutellaris","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia signata","M_015",3,104,0.0288461538461538,-0.290066076965896
"Osmia simillima","M_025",1,7,0.142857142857143,-1.02189886744499
"Osmia spinigera","M_015",2,104,0.0192307692307692,-0.401091368494221
"Osmia subcornuta","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia taurus","M_054",1,24,0.0416666666666667,-0.593486613708003
"Osmia taurus","M_021",2,25,0.08,-0.405154568376667
"Osmia taurus","M_055",1,12,0.0833333333333333,-0.736271454932668
"Osmia versicolor","M_015",6,104,0.0576923076923077,0.0430097976190811
"Osmia viridana","M_015",1,104,0.00961538461538462,-0.512116660022547
"Osmia wardiana","M_005",1,37,0.027027027027027,-0.658818010816978
"Panurginus crawfordi","M_054",2,24,0.0833333333333333,-0.404805898367309
"Panurginus cressoniellus","M_005",5,37,0.135135135135135,-0.118249386556894
"Paralictus cephalicus","M_062",3,121,0.0247933884297521,-0.614735693890321
"Paralictus platyparius","M_062",10,121,0.0826446280991736,-0.293450420349378
"Paralictus simplex","M_062",4,121,0.0330578512396694,-0.568837797670186
"Paranomia nortonii","M_062",4,121,0.0330578512396694,-0.568837797670186
"Peponapis pruinosa","M_062",8,121,0.0661157024793388,-0.385246212789647
"Perdita 8 maculata","M_062",27,121,0.223140495867769,0.486813815392913
"Prosopis basalis","M_005",7,37,0.189189189189189,0.152034925573149
"Prosopis coloradensis","M_005",1,37,0.027027027027027,-0.658818010816978
"Prosopis communis","M_049",1,11,0.0909090909090909,-1.01388514463035
"Prosopis crataegi","M_062",10,121,0.0826446280991736,-0.293450420349378
"Prosopis cressoni","M_005",1,37,0.027027027027027,-0.658818010816978
"Prosopis elliptica","M_005",13,37,0.351351351351351,0.962887861963276
"Prosopis episcopalis","M_005",3,37,0.0810810810810811,-0.388533698686936
"Prosopis eulophi","M_062",9,121,0.0743801652892562,-0.339348316569512
"Prosopis illinoensis","M_062",2,121,0.0165289256198347,-0.660633590110455
"Prosopis nelumbonis","M_062",22,121,0.181818181818182,0.257324334292239
"Prosopis pygmaea","M_062",4,121,0.0330578512396694,-0.568837797670186
"Prosopis saniculae","M_062",2,121,0.0165289256198347,-0.660633590110455
"Prosopis thaspii","M_062",49,121,0.40495867768595,1.49656753223588
"Prosopis tridentula","M_005",1,37,0.027027027027027,-0.658818010816978
"Prosopis varifrons","M_005",11,37,0.297297297297297,0.692603549833234
"Prosopis wootoni","M_005",4,37,0.108108108108108,-0.253391542621915
"Prosopis ziziae","M_062",3,121,0.0247933884297521,-0.614735693890321
"Protosmia tauricola","M_015",1,104,0.00961538461538462,-0.512116660022547
"Psaenythia rufipes","M_023",4,4,1,2.22260335972991
"Pseudagapostemon brasiliensis","M_072",1,66,0.0151515151515152,-0.69564303313537
"Pseudagapostemon pampeanus","M_072",4,66,0.0606060606060606,-0.516223789295026
"Pseudagapostemon singularis","M_072",1,66,0.0151515151515152,-0.69564303313537
"Pseudoanthidium alpinum","M_015",1,104,0.00961538461538462,-0.512116660022547
"Pseudoanthidium cribratum","M_015",1,104,0.00961538461538462,-0.512116660022547
"Pseudoanthidium nanum","M_015",1,104,0.00961538461538462,-0.512116660022547
"Pseudoheriades asiaticus","M_015",4,104,0.0384615384615385,-0.17904078543757
"Pseudopanurgus albitarsis","M_062",4,121,0.0330578512396694,-0.568837797670186
"Pseudopanurgus asteris","M_062",2,121,0.0165289256198347,-0.660633590110455
"Pseudopanurgus compositarum","M_062",6,121,0.0495867768595041,-0.477042005229917
"Pseudopanurgus labrosiformis","M_062",48,121,0.396694214876033,1.45066963601574
"Pseudopanurgus labrosus","M_062",57,121,0.471074380165289,1.86375070199696
"Pseudopanurgus rudbeckiae","M_062",2,121,0.0165289256198347,-0.660633590110455
"Pseudopanurgus rugosus","M_062",1,121,0.00826446280991736,-0.70653148633059
"Ptilothrix bombiformus","M_073",3,21,0.142857142857143,-0.153697874777553
"Pyrobombus impatiens","M_033",7,11,0.636363636363636,0.515252912950972
"Pyrobombus perplexus","M_033",5,11,0.454545454545455,-0.394016933433096
"Pyrobombus sandersoni","M_033",9,11,0.818181818181818,1.42452275933504
"Pyrobombus ternarius","M_033",11,11,1,2.33379260571911
"Rhodanthidium caturigense","M_015",2,104,0.0192307692307692,-0.401091368494221
"Rhodanthidium septemdentatum","M_015",33,104,0.317307692307692,3.04069266888387
"Rhodanthidium sticticum","M_058",10,13,0.769230769230769,0.832524100135788
"Rophites algirus","M_015",3,104,0.0288461538461538,-0.290066076965896
"Rophites quinquespinosus","M_015",2,104,0.0192307692307692,-0.401091368494221
"Ruizantheda divaricata","M_072",7,66,0.106060606060606,-0.336804545454682
"Ruizantheda mutabilis","M_051",6,10,0.6,0.95713211886638
"Ruizantheda mutabilis","M_001",2,16,0.125,-0.487248237697406
"Ruizantheda nigrocaerulea","M_051",2,10,0.2,-0.546932639352217
"Ruizantheda proxima","M_051",1,10,0.1,-0.922948828906866
"Sarogaster georgica","M_062",1,121,0.00826446280991736,-0.70653148633059
"Seladonia cephalica","M_015",6,104,0.0576923076923077,0.0430097976190811
"Seladonia confusa","M_073",2,21,0.0952380952380952,-0.360395016719779
"Seladonia confusa","M_032",1,6,0.166666666666667,-0.690849279707757
"Seladonia confusa","M_047",1,13,0.0769230769230769,-0.633925273289415
"Seladonia confusa","M_004",1,8,0.125,-0.586009038673119
"Seladonia gemmea","M_015",10,104,0.0961538461538462,0.487110963732383
"Seladonia gemmea","M_016",1,14,0.0714285714285714,-0.696745121582211
"Seladonia gemmea","M_058",7,13,0.538461538461538,0.160100788487652
"Seladonia smaragdula","M_015",18,104,0.173076923076923,1.37531329595899
"Seladonia smaragdula","M_016",1,14,0.0714285714285714,-0.696745121582211
"Sphecodes arvensis","M_062",12,121,0.0991735537190083,-0.201654627909108
"Sphecodes ephippius","M_015",3,104,0.0288461538461538,-0.290066076965896
"Sphecodes ephippius","M_047",1,13,0.0769230769230769,-0.633925273289415
"Sphecodes geoffrellus","M_047",1,13,0.0769230769230769,-0.633925273289415
"Sphecodes heraclei","M_062",18,121,0.148760330578512,0.0737327494117003
"Sphecodes hirtellus","M_016",1,14,0.0714285714285714,-0.696745121582211
"Sphecodes marginatus","M_039",1,13,0.0769230769230769,-1.09700446827659
"Sphecodes marginatus","M_050",6,8,0.75,0.763762615825973
"Sphecodes marginatus","M_012",1,8,0.125,-0.999485993283954
"Sphecodes minor","M_062",13,121,0.107438016528926,-0.155756731688973
"Sphecodes pellucidus","M_047",1,13,0.0769230769230769,-0.633925273289415
"Sphecodes pellucidus","M_016",1,14,0.0714285714285714,-0.696745121582211
"Sphecodes ruficrus","M_012",1,8,0.125,-0.999485993283954
"Sphecodes sophiae","M_005",7,37,0.189189189189189,0.152034925573149
"Stelis punctulatissima","M_015",1,104,0.00961538461538462,-0.512116660022547
"Stelis signata","M_016",2,14,0.142857142857143,-0.333225927713231
"Svastrides melanura","M_001",1,16,0.0625,-0.725688864655712
"Svastrides melanura","M_051",1,10,0.1,-0.922948828906866
"Svastrides zebra","M_023",2,4,0.5,0.185216946644159
"Systropha planidens","M_015",1,104,0.00961538461538462,-0.512116660022547
"Tapinotaspis caerulea","M_001",1,16,0.0625,-0.725688864655712
"Tapinotaspis herbsti","M_001",1,16,0.0625,-0.725688864655712
"Tetralonia alternans","M_015",11,104,0.105769230769231,0.598136255260709
"Tetralonia belfragei","M_062",31,121,0.256198347107438,0.670405400273452
"Tetralonia berlandi","M_016",2,14,0.142857142857143,-0.333225927713231
"Tetralonia dilecta","M_062",17,121,0.140495867768595,0.0278348531915655
"Tetralonia mitsukurii","M_021",2,25,0.08,-0.405154568376667
"Tetralonia mitsukurii","M_054",1,24,0.0416666666666667,-0.593486613708003
"Tetralonia nipponens","M_054",11,24,0.458333333333333,1.29332053969894
"Tetralonia nipponens","M_057",1,37,0.027027027027027,-0.565502610273691
"Tetralonia nipponens","M_021",1,25,0.04,-0.576679860098175
"Tetralonia nipponensis","M_053",6,15,0.4,0.674957421432828
"Tetralonia okinawae okinawae","M_044",11,21,0.523809523809524,1.12638315656482
"Tetralonia robertsonii","M_062",3,121,0.0247933884297521,-0.614735693890321
"Tetralonia rosae","M_062",1,121,0.00826446280991736,-0.70653148633059
"Thyreus histrionicus","M_012",3,8,0.375,-0.222107998507545
"Thyreus ramosus","M_015",6,104,0.0576923076923077,0.0430097976190811
"Thyreus truncatus","M_015",1,104,0.00961538461538462,-0.512116660022547
"Triepeolus concavus","M_062",2,121,0.0165289256198347,-0.660633590110455
"Triepeolus cressonii","M_062",67,121,0.553719008264463,2.3227296641983
"Triepeolus donatus","M_062",95,121,0.785123966942149,3.60787075836208
"Triepeolus helianthi","M_062",33,121,0.272727272727273,0.762201192713721
"Triepeolus helianthi grandior","M_005",1,37,0.027027027027027,-0.658818010816978
"Triepeolus lunatus","M_062",1,121,0.00826446280991736,-0.70653148633059
"Triepeolus micropygius","M_062",6,121,0.0495867768595041,-0.477042005229917
"Triepeolus nevadensis","M_062",4,121,0.0330578512396694,-0.568837797670186
"Triepeolus pennipes","M_062",37,121,0.305785123966942,0.94579277759426
"Triepeolus remigatus","M_062",25,121,0.206611570247934,0.395018022952643
"Triepeolus simplex","M_062",18,121,0.148760330578512,0.0737327494117003
"Trigona angustula","M_030",1,8,0.125,-0.685994340570035
"Trigona fulviventris","M_077",7,7,1,1.41421356237309
"Trigona gr  fuscipennis","M_076",1,33,0.0303030303030303,-0.6023856455516
"Trigona spinipes","M_076",12,33,0.363636363636364,0.462546120691407
"Trigonisca intermedia","M_076",5,33,0.151515151515152,-0.215137730554143
"Xanthosarus latimanus","M_062",4,121,0.0330578512396694,-0.568837797670186
"Xenoglossa strenua","M_062",34,121,0.28099173553719,0.808099088933856
"Xenoglossodes albata","M_062",14,121,0.115702479338843,-0.109858835468839
"Xylocopa amamensis","M_044",21,21,1,2.93517362696089
"Xylocopa appendicuiata circumvolan","M_054",1,24,0.0416666666666667,-0.593486613708003
"Xylocopa appendiculata","M_055",1,12,0.0833333333333333,-0.736271454932668
"Xylocopa appendiculata circumvolan","M_054",24,24,1,3.74616983912798
"Xylocopa appendiculata circumvolan","M_057",1,37,0.027027027027027,-0.565502610273691
"Xylocopa appendicutata","M_055",2,12,0.166666666666667,-0.39114421043298
"Xylocopa augusti","M_072",7,66,0.106060606060606,-0.336804545454682
"Xylocopa caffra","M_061",9,31,0.290322580645161,-0.707909855586404
"Xylocopa cantabrita","M_016",7,14,0.5,1.48437004163167
"Xylocopa ciliata","M_072",19,66,0.287878787878788,0.380872429906696
"Xylocopa darwini","M_026",80,80,1,NA
"Xylocopa darwini","M_042",11,11,1,NA
"Xylocopa fenestrata","M_11.2",3,12,0.25,-0.707106781186548
"Xylocopa grisescens","M_059",1,13,0.0769230769230769,-1.26491106406735
"Xylocopa iris","M_015",8,104,0.0769230769230769,0.265060380675732
"Xylocopa violacea","M_016",1,14,0.0714285714285714,-0.696745121582211
"Xylocopa violacea","M_015",5,104,0.0480769230769231,-0.0680154939092445
"Xylocopa virginica virginica","M_025",6,7,0.857142857142857,1.34219552739044
