"ID","familia","sp.armonizado","Grado","n.familia","GFE","n.plantas.ID","n.familias.ID","Grado.relativo","Grado.relativo.familias","Z_Grado"
"M_055","Apidae","Ceratina japonica",4,4,0.666666666666667,41,19,0.0975609756097561,0.210526315789474,0.279297899290902
"M_055","Apidae","Nomada fukuiana",1,1,0,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_055","Apidae","Nomada nipponica",2,1,0,41,19,0.0487804878048781,0.0526315789473684,-0.391017059007262
"M_055","Apidae","Xylocopa appendiculata",1,1,0,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_055","Apidae","Xylocopa appendicutata",2,2,0.5,41,19,0.0487804878048781,0.105263157894737,-0.391017059007262
"M_055","Colletidae","Colletes patellatus",1,1,0,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_055","Colletidae","Hylaeus floralis",8,6,0.777777777777778,41,19,0.195121951219512,0.315789473684211,1.61992781588723
"M_055","Colletidae","Hylaeus macilentus",11,9,0.875,41,19,0.268292682926829,0.473684210526316,2.62540025333448
"M_055","Colletidae","Hylaeus noomen",8,7,0.816326530612245,41,19,0.195121951219512,0.368421052631579,1.61992781588723
"M_055","Halictidae","Lasioglossum affine",2,2,0,41,19,0.0487804878048781,0.105263157894737,-0.391017059007262
"M_055","Halictidae","Lasioglossum allodalum",1,1,0,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_055","Halictidae","Lasioglossum exiliceps",2,2,0,41,19,0.0487804878048781,0.105263157894737,-0.391017059007262
"M_055","Halictidae","Lasioglossum gorkiense",1,1,0,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_055","Halictidae","Lasioglossum japonicum",3,3,0.5,41,19,0.0731707317073171,0.157894736842105,-0.0558595798581803
"M_055","Halictidae","Lasioglossum mutilum",2,2,0,41,19,0.0487804878048781,0.105263157894737,-0.391017059007262
"M_055","Halictidae","Lasioglossum percrassicepes",3,3,0.666666666666667,41,19,0.0731707317073171,0.157894736842105,-0.0558595798581803
"M_055","Halictidae","Lasioglossum scitulum",1,1,0,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_055","Halictidae","Lasioglossum sibiriacum",12,8,0.84375,41,19,0.292682926829268,0.421052631578947,2.96055773248356
"M_055","Megachilidae","Megachile nipponica",3,3,0.5,41,19,0.0731707317073171,0.157894736842105,-0.0558595798581803
"M_055","Megachilidae","Megachile tsurugensis",3,3,0.5,41,19,0.0731707317073171,0.157894736842105,-0.0558595798581803
"M_055","Megachilidae","Osmia taurus",1,1,1,41,19,0.024390243902439,0.0526315789473684,-0.726174538156345
"M_056","Andrenidae","Andrena aburana",1,1,1,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Andrenidae","Andrena brenihirtiscopa",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Andrenidae","Andrena lapponica",3,2,0,60,20,0.05,0.1,-0.343222497146298
"M_056","Andrenidae","Andrena longitibialis",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Andrenidae","Andrena parathoracina",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Andrenidae","Andrena togashii",2,2,0,60,20,0.0333333333333333,0.1,-0.497914326846038
"M_056","Andrenidae","Andrena yamato",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Apidae","Apis mellifera",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Apidae","Bombus ardens",12,8,0.814814814814815,60,20,0.2,0.4,1.04900397015136
"M_056","Apidae","Bombus beaticola",22,11,0.835555555555556,60,20,0.366666666666667,0.55,2.59592226714876
"M_056","Apidae","Bombus consobrinus",13,7,0.793388429752066,60,20,0.216666666666667,0.35,1.2036957998511
"M_056","Apidae","Bombus diversus",14,7,0.791666666666667,60,20,0.233333333333333,0.35,1.35838762955084
"M_056","Apidae","Bombus honshuensis",20,12,0.8671875,60,20,0.333333333333333,0.6,2.28653860774928
"M_056","Apidae","Bombus hypocrita",18,11,0.84375,60,20,0.3,0.55,1.9771549483498
"M_056","Apidae","Nomada issikii",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Apidae","Nomada sp1 M PL 056",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Colletidae","Hylaeus paradifformis",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Colletidae","Hylaeus thoracius",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Halictidae","Lasioglossum albipes",3,3,0.5,60,20,0.05,0.15,-0.343222497146298
"M_056","Halictidae","Lasioglossum apristum",11,11,0.9,60,20,0.183333333333333,0.55,0.894312140451621
"M_056","Halictidae","Lasioglossum atroglaucum",4,3,0.625,60,20,0.0666666666666667,0.15,-0.188530667446558
"M_056","Halictidae","Lasioglossum harmandi",1,1,1,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Halictidae","Lasioglossum laeviventre",14,6,0.760330578512397,60,20,0.233333333333333,0.3,1.35838762955084
"M_056","Halictidae","Lasioglossum nipponense",5,4,0.72,60,20,0.0833333333333333,0.2,-0.0338388377468181
"M_056","Halictidae","Lasioglossum problematicum",7,7,0.857142857142857,60,20,0.116666666666667,0.35,0.275544821652662
"M_056","Halictidae","Lasioglossum proximatum",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Halictidae","Lasioglossum sp K1",2,2,0.5,60,20,0.0333333333333333,0.1,-0.497914326846038
"M_056","Halictidae","Lasioglossum sp K2",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Halictidae","Lasioglossum sp1 M PL 056",1,1,1,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Megachilidae","Megachile sp1 M PL 056",1,1,1,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Megachilidae","Megachile sumizome",1,1,1,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_056","Megachilidae","Megachile tsurugensis",1,1,0,60,20,0.0166666666666667,0.05,-0.652606156545778
"M_057","Andrenidae","Andrena aburana",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena akitsushimae",2,1,0,87,39,0.0229885057471264,0.0256410256410256,-0.395524042241081
"M_057","Andrenidae","Andrena brassicae",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena dentata",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501
"M_057","Andrenidae","Andrena halictoides",4,3,0.625,87,39,0.0459770114942529,0.0769230769230769,-0.132883571503921
"M_057","Andrenidae","Andrena hebes",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Andrenidae","Andrena hikosana",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena ishiharai",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena kaguya",6,5,0.777777777777778,87,39,0.0689655172413793,0.128205128205128,0.12975689923324
"M_057","Andrenidae","Andrena minutula",11,7,0.76,87,39,0.126436781609195,0.179487179487179,0.786358076076142
"M_057","Andrenidae","Andrena mitakensis",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena miyamotoi",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena nawai",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena opacifovea opacifovea",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena parathoracica",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena protomias",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena sublevigata",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena subopaca",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena tsukubana",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Andrenidae","Andrena watasei",3,2,0.444444444444444,87,39,0.0344827586206897,0.0512820512820513,-0.264203806872501
"M_057","Andrenidae","Andrena yamamotoi",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Anthophora pilipes villosula",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Apis cerana japonica",17,11,0.8671875,87,39,0.195402298850575,0.282051282051282,1.57427948828762
"M_057","Apidae","Bombus ardens",14,10,0.863905325443787,87,39,0.160919540229885,0.256410256410256,1.18031878218188
"M_057","Apidae","Bombus diversus diversus",37,17,0.91265306122449,87,39,0.425287356321839,0.435897435897436,4.20068419565923
"M_057","Apidae","Bombus honshorensis",1,1,1,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Bombus honshuensis",8,6,0.8125,87,39,0.0919540229885057,0.153846153846154,0.392397369970401
"M_057","Apidae","Bombus hypocrita hypocrita",18,14,0.899653979238754,87,39,0.206896551724138,0.358974358974359,1.7055997236562
"M_057","Apidae","Bombus ignitus",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Bombus sp1 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Ceratina esakii",9,9,0.875,87,39,0.103448275862069,0.230769230769231,0.523717605338981
"M_057","Apidae","Ceratina flavipes",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Apidae","Ceratina iwatai",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Apidae","Ceratina japonica",34,20,0.92578125,87,39,0.390804597701149,0.512820512820513,3.80672348955349
"M_057","Apidae","Ceratina megastigmata",22,14,0.90249433106576,87,39,0.252873563218391,0.358974358974359,2.23088066513053
"M_057","Apidae","Ceratina sp1 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Epeolus melectiformis",3,3,0.666666666666667,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501
"M_057","Apidae","Nomada aswensis",2,2,0,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Apidae","Nomada clalii okubira",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Nomada comparata",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Nomada esakii",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Apidae","Nomada flavoguttata japonensis",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Nomada ginran",5,5,0.8,87,39,0.0574712643678161,0.128205128205128,-0.00156333613534024
"M_057","Apidae","Nomada hakonensis",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Nomada harimensis",3,3,0.666666666666667,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501
"M_057","Apidae","Nomada shepparadana okubira",11,8,0.839506172839506,87,39,0.126436781609195,0.205128205128205,0.786358076076142
"M_057","Apidae","Nomada shirakii",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Nomada sp1 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Tetralonia nipponens",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Apidae","Xylocopa appendiculata circumvolan",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Colletidae","Colletes babai",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Colletidae","Hylaeus floralis",7,6,0.777777777777778,87,39,0.0804597701149425,0.153846153846154,0.261077134601821
"M_057","Colletidae","Hylaeus globula",7,4,0.64,87,39,0.0804597701149425,0.102564102564103,0.261077134601821
"M_057","Colletidae","Hylaeus nippon",3,3,0.666666666666667,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501
"M_057","Colletidae","Hylaeus sttbmonticola",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Colletidae","Hylaeus submonticola",3,2,0.444444444444444,87,39,0.0344827586206897,0.0512820512820513,-0.264203806872501
"M_057","Halictidae","Lasioglossum allodalum",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Halictidae","Lasioglossum apristum",37,20,0.916955017301038,87,39,0.425287356321839,0.512820512820513,4.20068419565923
"M_057","Halictidae","Lasioglossum baleicum",7,6,0.8,87,39,0.0804597701149425,0.153846153846154,0.261077134601821
"M_057","Halictidae","Lasioglossum exiliceps",6,4,0.722222222222222,87,39,0.0689655172413793,0.102564102564103,0.12975689923324
"M_057","Halictidae","Lasioglossum hirashimae",5,4,0.666666666666667,87,39,0.0574712643678161,0.102564102564103,-0.00156333613534024
"M_057","Halictidae","Lasioglossum japonicum",7,5,0.775510204081633,87,39,0.0804597701149425,0.128205128205128,0.261077134601821
"M_057","Halictidae","Lasioglossum nipponense",2,2,0.5,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Halictidae","Lasioglossum occidens",18,12,0.875,87,39,0.206896551724138,0.307692307692308,1.7055997236562
"M_057","Halictidae","Lasioglossum problematicum",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sexstrigatum",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sibiriacum",10,8,0.839506172839506,87,39,0.114942528735632,0.205128205128205,0.655037840707562
"M_057","Halictidae","Lasioglossum sp1 M PL 057",14,11,0.875739644970414,87,39,0.160919540229885,0.282051282051282,1.18031878218188
"M_057","Halictidae","Lasioglossum sp10 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp11 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp12 M PL 057",1,1,1,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp2 M PL 057",4,4,0.75,87,39,0.0459770114942529,0.102564102564103,-0.132883571503921
"M_057","Halictidae","Lasioglossum sp3 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp4 M PL 057",2,2,0,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Halictidae","Lasioglossum sp5 M PL 057",3,3,0.5,87,39,0.0344827586206897,0.0769230769230769,-0.264203806872501
"M_057","Halictidae","Lasioglossum sp6 M PL 057",1,1,1,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp7 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp8 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum sp9 M PL 057",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Halictidae","Lasioglossum transpositum",14,8,0.804733727810651,87,39,0.160919540229885,0.205128205128205,1.18031878218188
"M_057","Megachilidae","Megachile tsurugensis",6,5,0.72,87,39,0.0689655172413793,0.128205128205128,0.12975689923324
"M_057","Megachilidae","Megachile tsururgensis",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_057","Megachilidae","Megachile yasumatsui",2,2,0,87,39,0.0229885057471264,0.0512820512820513,-0.395524042241081
"M_057","Megachilidae","Osmia cornifrons",1,1,0,87,39,0.0114942528735632,0.0256410256410256,-0.526844277609662
"M_058","Andrenidae","Andrena sp1 M PL 058",22,11,0.877551020408163,28,15,0.785714285714286,0.733333333333333,2.9952351015036
"M_058","Apidae","Anthophora sp1 M PL 058",2,2,0.5,28,15,0.0714285714285714,0.133333333333333,-0.676343410016941
"M_058","Apidae","Apis mellifera",13,8,0.839506172839506,28,15,0.464285714285714,0.533333333333333,1.34302477131935
"M_058","Apidae","Bombus terrestris",8,6,0.777777777777778,28,15,0.285714285714286,0.4,0.42513014343922
"M_058","Apidae","Ceratina cucurbitina",2,2,0,28,15,0.0714285714285714,0.133333333333333,-0.676343410016941
"M_058","Apidae","Eucera sp1 M PL 058",1,1,0,28,15,0.0357142857142857,0.0666666666666667,-0.859922335592968
"M_058","Apidae","Nomada sp1 M PL 058",5,3,0.5,28,15,0.178571428571429,0.2,-0.12560663328886
"M_058","Apidae","Xylocopa sp1 M PL 058",1,1,0,28,15,0.0357142857142857,0.0666666666666667,-0.859922335592968
"M_058","Colletidae","Colletes sp1 M PL 058",6,4,0.625,28,15,0.214285714285714,0.266666666666667,0.0579722922871664
"M_058","Colletidae","Hylaeus nigritus",3,3,0.666666666666667,28,15,0.107142857142857,0.2,-0.492764484440914
"M_058","Colletidae","Hylaeus sp2 M PL 058",3,3,0.666666666666667,28,15,0.107142857142857,0.2,-0.492764484440914
"M_058","Colletidae","Hylaeus variegatus",1,1,0,28,15,0.0357142857142857,0.0666666666666667,-0.859922335592968
"M_058","Halictidae","Halictus sp1 M PL 058",7,6,0.777777777777778,28,15,0.25,0.4,0.241551217863193
"M_058","Halictidae","Lasioglossum sp1 M PL 058",14,8,0.839506172839506,28,15,0.5,0.533333333333333,1.52660369689538
"M_058","Halictidae","Sphecodes sp1 M PL 058",3,3,0.666666666666667,28,15,0.107142857142857,0.2,-0.492764484440914
"M_058","Megachilidae","Anthidium sp1 M PL 058",6,5,0.75,28,15,0.214285714285714,0.333333333333333,0.0579722922871664
"M_058","Megachilidae","Megachile sp1 M PL 058",1,1,0,28,15,0.0357142857142857,0.0666666666666667,-0.859922335592968
"M_058","Megachilidae","Megachile sp2 M PL 058",5,4,0.666666666666667,28,15,0.178571428571429,0.266666666666667,-0.12560663328886
"M_058","Megachilidae","Osmia sp1 M PL 058",5,5,0.75,28,15,0.178571428571429,0.333333333333333,-0.12560663328886
"M_059","Apidae","Apis mellifera",4,1,0,13,1,0.307692307692308,1,-0.316908842343133
"M_059","Apidae","Centris aenea",13,1,0,13,1,1,1,1.63458244998037
"M_059","Apidae","Centris caxiensis",10,1,0,13,1,0.769230769230769,1,0.984085352539204
"M_059","Apidae","Centris flavifrons",7,1,0,13,1,0.538461538461538,1,0.333588255098035
"M_059","Apidae","Centris fuscata",13,1,0,13,1,1,1,1.63458244998037
"M_059","Apidae","Centris obsoleta",1,1,0,13,1,0.0769230769230769,1,-0.967405939784302
"M_059","Apidae","Centris sp1 M PL 059",1,1,0,13,1,0.0769230769230769,1,-0.967405939784302
"M_059","Apidae","Centris sp2 M PL 059",1,1,0,13,1,0.0769230769230769,1,-0.967405939784302
"M_059","Apidae","Centris tarsata",10,1,0,13,1,0.769230769230769,1,0.984085352539204
"M_059","Apidae","Centris trigonoides",4,1,0,13,1,0.307692307692308,1,-0.316908842343133
"M_059","Apidae","Epicharis sp1 M PL 059",4,1,0,13,1,0.307692307692308,1,-0.316908842343133
"M_059","Apidae","Xylocopa grisescens",1,1,0,13,1,0.0769230769230769,1,-0.967405939784302
"M_059","Apidae","Xylocopa sp1 M PL 059",2,1,0,13,1,0.153846153846154,1,-0.750573573970579
"M_060","Apidae","Apis mellifera",59,26,0.8896,59,26,1,1,NA
"M_061","Apidae","Apis mellifera",31,21,0.929845422116528,33,23,0.939393939393939,0.91304347826087,1.14613976618751
"M_061","Apidae","Ceratina tabescens",5,4,0.72,33,23,0.151515151515152,0.173913043478261,-1.04500978681803
"M_061","Apidae","Xylocopa caffra",9,6,0.814814814814815,33,23,0.272727272727273,0.260869565217391,-0.707909855586404
"M_061","Halictidae","Lasioglossum mahense",29,21,0.927297668038409,33,23,0.878787878787879,0.91304347826087,0.977589800571701
"M_061","Megachilidae","Megachile seychellensis",13,10,0.875739644970414,33,23,0.393939393939394,0.434782608695652,-0.370809924354783
"M_062","Andrenidae","Andrena arabis",4,4,0.666666666666667,450,83,0.00888888888888889,0.0481927710843374,-0.569496753504942
"M_062","Andrenidae","Andrena carlini",58,33,0.956555171088043,450,83,0.128888888888889,0.397590361445783,1.91574194661829
"M_062","Andrenidae","Andrena erythrogastra",19,10,0.859375,450,83,0.0422222222222222,0.120481927710843,0.120847329862623
"M_062","Andrenidae","Andrena geranii",5,4,0.666666666666667,450,83,0.0111111111111111,0.0481927710843374,-0.523473814613771
"M_062","Andrenidae","Andrena illinoensis",6,6,0.833333333333333,450,83,0.0133333333333333,0.072289156626506,-0.4774508757226
"M_062","Andrenidae","Andrena macoupinensis",4,3,0.5,450,83,0.00888888888888889,0.036144578313253,-0.569496753504942
"M_062","Andrenidae","Andrena mandibularis",9,9,0.875,450,83,0.02,0.108433734939759,-0.339382059049087
"M_062","Andrenidae","Andrena nigrae",5,5,0.8,450,83,0.0111111111111111,0.0602409638554217,-0.523473814613771
"M_062","Andrenidae","Andrena nothoscordi",10,10,0.888888888888889,450,83,0.0222222222222222,0.120481927710843,-0.293359120157916
"M_062","Andrenidae","Andrena nubecula",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Andrenidae","Andrena oligolege",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Andrenidae","Andrena personata",3,2,0.444444444444444,450,83,0.00666666666666667,0.0240963855421687,-0.615519692396113
"M_062","Andrenidae","Andrena platyparia",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Andrenidae","Andrena pruni",84,36,0.949845679012346,450,83,0.186666666666667,0.433734939759036,3.11233835778874
"M_062","Andrenidae","Andrena salicacea",27,18,0.9216,450,83,0.06,0.216867469879518,0.489030840991991
"M_062","Andrenidae","Andrena salicis",9,7,0.816326530612245,450,83,0.02,0.0843373493975904,-0.339382059049087
"M_062","Andrenidae","Andrena sayi",2,2,0.5,450,83,0.00444444444444444,0.0240963855421687,-0.661542631287284
"M_062","Andrenidae","Andrena spiraeana",71,31,0.936111111111111,450,83,0.157777777777778,0.373493975903614,2.51404015220352
"M_062","Andrenidae","Andrena tridens",4,2,0.375,450,83,0.00888888888888889,0.0240963855421687,-0.569496753504942
"M_062","Andrenidae","Calliopsis andreniformis",13,9,0.863905325443787,450,83,0.0288888888888889,0.108433734939759,-0.155290303484403
"M_062","Andrenidae","Calliopsis coloradensis",10,9,0.875,450,83,0.0222222222222222,0.108433734939759,-0.293359120157916
"M_062","Andrenidae","Heterosarus parvus",30,19,0.9184,450,83,0.0666666666666667,0.228915662650602,0.627099657665504
"M_062","Andrenidae","Perdita 8 maculata",27,15,0.875283446712018,450,83,0.06,0.180722891566265,0.489030840991991
"M_062","Andrenidae","Pseudopanurgus albitarsis",4,4,0.75,450,83,0.00888888888888889,0.0481927710843374,-0.569496753504942
"M_062","Andrenidae","Pseudopanurgus asteris",2,2,0,450,83,0.00444444444444444,0.0240963855421687,-0.661542631287284
"M_062","Andrenidae","Pseudopanurgus compositarum",6,6,0.833333333333333,450,83,0.0133333333333333,0.072289156626506,-0.4774508757226
"M_062","Andrenidae","Pseudopanurgus labrosiformis",48,24,0.93,450,83,0.106666666666667,0.289156626506024,1.45551255770658
"M_062","Andrenidae","Pseudopanurgus labrosus",57,24,0.919378698224852,450,83,0.126666666666667,0.289156626506024,1.86971900772712
"M_062","Andrenidae","Pseudopanurgus rudbeckiae",2,2,0,450,83,0.00444444444444444,0.0240963855421687,-0.661542631287284
"M_062","Andrenidae","Pseudopanurgus rugosus",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Apidae","Amegilla walshii",23,12,0.875,450,83,0.0511111111111111,0.144578313253012,0.304939085427307
"M_062","Apidae","Anthophora ursina",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Apidae","Bombus americanorum",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Apidae","Bombus impatiens",12,10,0.88,450,83,0.0266666666666667,0.120481927710843,-0.201313242375574
"M_062","Apidae","Bombus pennsylvanicus",6,6,0.833333333333333,450,83,0.0133333333333333,0.072289156626506,-0.4774508757226
"M_062","Apidae","Bombus ridingsii",3,1,0,450,83,0.00666666666666667,0.0120481927710843,-0.615519692396113
"M_062","Apidae","Cemolobus ipomoeae",4,4,0.666666666666667,450,83,0.00888888888888889,0.0481927710843374,-0.569496753504942
"M_062","Apidae","Cemolobus oligolege",11,8,0.84375,450,83,0.0244444444444444,0.0963855421686747,-0.247336181266745
"M_062","Apidae","Ceratina dupla",84,36,0.950755555555556,450,83,0.186666666666667,0.433734939759036,3.11233835778874
"M_062","Apidae","Emphoropsis floridana",2,2,0.5,450,83,0.00444444444444444,0.0240963855421687,-0.661542631287284
"M_062","Apidae","Epeolus autumnalis",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Apidae","Epeolus bifasciatus",6,5,0.777777777777778,450,83,0.0133333333333333,0.0602409638554217,-0.4774508757226
"M_062","Apidae","Epeolus correopsis",8,6,0.8,450,83,0.0177777777777778,0.072289156626506,-0.385404997940258
"M_062","Apidae","Epeolus pusillus",13,10,0.87603305785124,450,83,0.0288888888888889,0.120481927710843,-0.155290303484403
"M_062","Apidae","Florilegus condignus",24,20,0.941398865784499,450,83,0.0533333333333333,0.240963855421687,0.350962024318478
"M_062","Apidae","Holcopasites heliopsis",55,29,0.922115785089546,450,83,0.122222222222222,0.349397590361446,1.77767312994478
"M_062","Apidae","Megilla maculata",11,8,0.839506172839506,450,83,0.0244444444444444,0.0963855421686747,-0.247336181266745
"M_062","Apidae","Melissodes agilis",49,23,0.936722552731206,450,83,0.108888888888889,0.27710843373494,1.50153549659775
"M_062","Apidae","Melissodes autumnalis",30,14,0.888888888888889,450,83,0.0666666666666667,0.168674698795181,0.627099657665504
"M_062","Apidae","Melissodes cnici",18,12,0.887573964497041,450,83,0.04,0.144578313253012,0.0748243909714522
"M_062","Apidae","Melissodes coloradensis",1,1,0,450,83,0.00222222222222222,0.0120481927710843,-0.707565570178455
"M_062","Apidae","Melissodes comptoides",3,2,0.444444444444444,450,83,0.00666666666666667,0.0240963855421687,-0.615519692396113
"M_062","Apidae","Melissodes coreopsis",3,3,0.666666666666667,450,83,0.00666666666666667,0.036144578313253,-0.615519692396113
"M_062","Apidae","Melissodes oligolege",5,5,0.8,450,83,0.0111111111111111,0.0602409638554217,-0.523473814613771
"M_062","Apidae","Melissodes pallida",9,7,0.8125,450,83,0.02,0.0843373493975904,-0.339382059049087
"M_062","Apidae","Melissodes simillima",11,6,0.73469387755102,450,83,0.0244444444444444,0.072289156626506,-0.247336181266745
"M_062","Apidae","Melissodes vernoniana",13,6,0.56198347107438,450,83,0.0288888888888889,0.072289156626506,-0.155290303484403
"M_062","Apidae","Nomada cressonii",29,14,0.875739644970414,450,83,0.0644444444444444,0.168674698795181,0.581076718774333
"M_062","Apidae","Nomada denticulata",19,14,0.901234567901235,450,83,0.0422222222222222,0.168674698795181,0.120847329862623
"M_062","Apidae","Nomada illinoensis",10,8,0.839506172839506,450,83,0.0222222222222222,0.0963855421686747,-0.293359120157916
