"esp","ID","especie","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","interaccion","Aceptado","Bases.de.datos","sp.armonizado","genero.x","genero.y","orden","familia"
"Alloscirtetica rufitarsis","M_002","Alloscirtetica.rufitarsis","Fabaceae","Anarthrophyllum","Anarthrophyllum cumingii",1,1,NA,NA,"Alloscirtetica rufitarsis","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica rufitarsis","M_001","Alloscirtetica.rufitarsis","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Alloscirtetica rufitarsis","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp",NA,NA,"Scypanthus elegans",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Hydrophyllaceae","Phacelia","Phacelia secunda",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_002","Alloscirtetica.sp","Fabaceae","Anarthrophyllum","Anarthrophyllum gayanum",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Fabaceae","Astragalus","Astragalus.sp",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Alstroemeriaceae","Alstroemeria","Alstroemeria pallida",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Fabaceae","Adesmia","Adesmia conferta",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_002","Alloscirtetica.sp","Fabaceae","Astragalus","Astragalus curvicaulis",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Fabaceae","Adesmia","Adesmia papposa var. radicifolia",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Lamiaceae","Stachys","Stachys albicaulis",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp","M_001","Alloscirtetica.sp","Asteraceae","Senecio","Senecio lithostaurus",1,1,NA,NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Alloscirtetica sp1 M PL 022","M_022","Alloscirtetica.sp1.M.PL.022","Iridaceae","Olsynium","Olsynium junceum",1,1,NA,NA,"Alloscirtetica sp1 M PL 022","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Lamiaceae","Thymbra","Thymbra capitata",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Lamiaceae","Stachys","Stachys cretica",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Asteraceae","Echinops","Echinops microcephalus",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Cistaceae","Fumana","Fumana thymifolia",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Cucurbitaceae","Ecballium","Ecballium elaterium",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Boraginaceae","Echium","Echium angustifolium",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Boraginaceae","Heliotropium","Heliotropium hirsutissimum",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Cistaceae","Fumana","Fumana arabica",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Ranunculaceae","Delphinium","Delphinium peregrinum",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Primulaceae","Cyclamen","Cyclamen graecum",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Hypericaceae","Hypericum","Hypericum triquetrifolium",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Boraginaceae","Heliotropium","Heliotropium europaeum",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla albigena","M_015","Amegilla.albigena","Boraginaceae","Heliotropium","Heliotropium dolosum",1,1,NA,NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_039","Amegilla.canifrons","Boraginaceae","Echium","Echium aculeatum",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_039","Amegilla.canifrons","Asteraceae","Galactites","Galactites tomentosa",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_050","Amegilla.canifrons","Lamiaceae","Lavandula","Lavandula buchii",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_039","Amegilla.canifrons","Fabaceae","Lotus","Lotus glaucus",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_039","Amegilla.canifrons","Lamiaceae","Lavandula","Lavandula buchii",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_039","Amegilla.canifrons","Boraginaceae","Echium","Echium plantagineum",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla canifrons","M_050","Amegilla.canifrons","Brassicaceae","Parolinea","Parolinia intermedia",1,1,"Amegilla canifrons","GBIF","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Melastomataceae","Melastoma","Melastoma malabathricum subsp. malabathricum",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Rhizophoraceae","Kandelia","Kandelia candel",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Zingiberaceae","Alpinia","Alpinia.sp1.M.PL.044",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens",NA,NA,"Scaevola frutescens",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Zingiberaceae","Alpinia","Alpinia formosana",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Malvaceae","Hibiscus","Hibiscus makinoi",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Primulaceae","Ardisia","Ardisia quinquegona",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla dulcifera subflavescens","M_044","Amegilla.dulcifera.subflavescens","Zingiberaceae","Alpinia","Alpinia intermedia",1,1,NA,NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla fasciata","M_016","Amegilla.fasciata","Thymelaeaceae","Daphne","Daphne gnidium",1,1,NA,NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla fasciata","M_016","Amegilla.fasciata","Myrtaceae","Myrtus","Myrtus communis",1,1,NA,NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla fasciata","M_016","Amegilla.fasciata","Ericaceae","Erica","Erica ciliaris",1,1,NA,NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla fasciata","M_016","Amegilla.fasciata","Asparagaceae","Asparagus","Asparagus aphyllus",1,1,NA,NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Boraginaceae","Echium","Echium angustifolium",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_050","Amegilla.quadrifasciata","Boraginaceae","Echium","Echium bonnetii",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Boraginaceae","Heliotropium","Heliotropium dolosum",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Capparaceae","Capparis","Capparis spinosa var. ovata",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_050","Amegilla.quadrifasciata","Boraginaceae","Echium","Echium aculeatum",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_016","Amegilla.quadrifasciata","Ericaceae","Erica","Erica ciliaris",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Lamiaceae","Pseudodictamnus","Pseudodictamnus acetabulosus",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Boraginaceae","Heliotropium","Heliotropium hirsutissimum",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_039","Amegilla.quadrifasciata","Lamiaceae","Lavandula","Lavandula buchii",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Boraginaceae","Heliotropium","Heliotropium europaeum",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_039","Amegilla.quadrifasciata","Oxalidaceae","Oxalis","Oxalis pes-caprae",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_016","Amegilla.quadrifasciata","Caprifoliaceae","Lonicera","Lonicera periclymenum",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_039","Amegilla.quadrifasciata","Fabaceae","Bituminaria","Bituminaria bituminosa",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_015","Amegilla.quadrifasciata","Ranunculaceae","Delphinium","Delphinium peregrinum",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla quadrifasciata","M_050","Amegilla.quadrifasciata","Lamiaceae","Lavandula","Lavandula buchii",1,1,"Amegilla quadrifasciata","https://www.catalogueoflife.org/","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 050","M_050","Amegilla.sp1.M.PL.050","Lamiaceae","Lavandula","Lavandula buchii",1,1,NA,NA,"Amegilla sp1 M PL 050","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 050","M_050","Amegilla.sp1.M.PL.050","Convolvulaceae","Convolvulus","Convolvulus.sp1.M.PL.050",1,1,NA,NA,"Amegilla sp1 M PL 050","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 050","M_050","Amegilla.sp1.M.PL.050","Brassicaceae","Parolinea","Parolinia intermedia",1,1,NA,NA,"Amegilla sp1 M PL 050","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Asteraceae","Argyranthemum","Argyranthemum frutescens",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Convolvulaceae","Convolvulus","Convolvulus floridus",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Fabaceae","Lotus","Lotus glaucus",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Boraginaceae","Echium","Echium aculeatum",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Boraginaceae","Echium","Echium plantagineum",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Asteraceae","Galactites","Galactites tomentosa",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Fabaceae","Bituminaria","Bituminaria bituminosa",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla sp1 M PL 058","M_039","Amegilla.sp1.M.PL.058","Lamiaceae","Lavandula","Lavandula buchii",1,1,NA,NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Fabaceae","Amorpha","Amorpha canescens",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Sapindaceae","Acer","Acer negundo",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Sapindaceae","Acer","Acer saccharinum",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Asteraceae","Achillea","Achillea millefolium",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Rosaceae","Agrimonia","Agrimonia striata",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Sapindaceae","Aesculus","Aesculus glabra",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Rosaceae","Amelanchier","Amelanchier canadensis",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Amaranthaceae","Amaranthus","Amaranthus spinosus",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Asteraceae","Antennaria","Antennaria plantaginifolia",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Malvaceae","Abutilon","Abutilon theophrasti",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Asteraceae","Anthemis","Anthemis cotula",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Apiaceae","Anethum","Anethum graveolens",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Asteraceae","Ambrosia","Ambrosia trifida",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Ranunculaceae","Thalictrum","Thalictrum thalictroides",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Alismataceae","Alisma","Alisma plantago-aquatica",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii",NA,NA,"Actinomeris alternifolia",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Lythraceae","Ammannia","Ammannia coccinea",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Sapindaceae","Aesculus","Aesculus hippocastanum",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Fabaceae","Amorpha","Amorpha fruticosa",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Lamiaceae","Agastache","Agastache scrophulariifolia",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii",NA,NA,"Actea alba",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii","Lamiaceae","Agastache","Agastache nepetoides",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Amegilla walshii","M_062","Amegilla.walshii",NA,NA,"Amphicarpa pitcheri",1,1,NA,NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"Ammobates oraniensis","M_015","Ammobates.oraniensis","Ranunculaceae","Ranunculus","Ranunculus sprunerianus",1,1,NA,NA,"Ammobates oraniensis","Ammobates","Ammobates","Hymenoptera","Apidae"
"Ammobates oraniensis","M_015","Ammobates.oraniensis","Asteraceae","Crupina","Crupina crupinastrum",1,1,NA,NA,"Ammobates oraniensis","Ammobates","Ammobates","Hymenoptera","Apidae"
"Andrena aburana","M_056","Andrena.aburana",NA,NA,"Euonymus sieboldianus",1,1,NA,NA,"Andrena aburana","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena aburana","M_057","Andrena.aburana","Rosaceae","Rubus","Rubus crataegifolius",1,1,NA,NA,"Andrena aburana","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena akitsushimae","M_021","Andrena.akitsushimae","Hydrangeaceae","Hydrangea","Hydrangea paniculata",1,1,NA,NA,"Andrena akitsushimae","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena akitsushimae","M_021","Andrena.akitsushimae","Hydrangeaceae","Hydrangea","Hydrangea macrophylla",1,1,NA,NA,"Andrena akitsushimae","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena akitsushimae","M_057","Andrena.akitsushimae","Hydrangeaceae","Hydrangea","Hydrangea paniculata",1,1,NA,NA,"Andrena akitsushimae","Andrena","Andrena","Hymenoptera","Andrenidae"
"Andrena akitsushimae","M_057","Andrena.akitsushimae","Hydrangeaceae","Hydrangea","Hydrangea macrophylla",1,1,NA,NA,"Andrena akitsushimae","Andrena","Andrena","Hymenoptera","Andrenidae"
