"ID","DIT.final","Localidad","Latitud","Longitud","sp.armonizado.x","familia","Grado","n.familia","GFE","n.plantas.ID","n.familias.ID","Grado.relativo","Grado.relativo.familias","Z_Grado","Family","Genus","cuantil.grado","cuantil.latitud","sp.armonizado.y","cuantil","T3"
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Andrena sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Tetralonia berlandi",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Andrena sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Panurgus sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Andrena sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Andrena sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Anthophora sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Osmia sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Anthophora acervorum",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Lasioglossum sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Eucera hispaliensis",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Heriades crenudatus",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Colletes sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Tetralonia berlandi",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Panurgus sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Colletes sp1 M PL 016","Colletidae",2,2,0.5,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Andrena sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Anthophora sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Osmia sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Anthophora acervorum",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Lasioglossum sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Eucera hispaliensis",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Heriades crenudatus",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Colletes sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Tetralonia berlandi",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Panurgus sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Panurgus sp1 M PL 016","Andrenidae",1,1,1,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Andrena sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Anthophora sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Osmia sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Anthophora acervorum",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Lasioglossum sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Eucera hispaliensis",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Heriades crenudatus",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Colletes sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Tetralonia berlandi",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Panurgus sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Tetralonia berlandi","Apidae",2,2,0,24,14,0.0833333333333333,0.142857142857143,-0.334670466730296,NA,NA,2,1,"Andrena sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Anthophora sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Osmia sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Anthophora acervorum",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Lasioglossum sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Eucera hispaliensis",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Heriades crenudatus",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Colletes sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Tetralonia berlandi",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Panurgus sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Anthophora acervorum","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Andrena sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Anthophora sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Osmia sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Anthophora acervorum",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Lasioglossum sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Eucera hispaliensis",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Heriades crenudatus",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Colletes sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Tetralonia berlandi",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Panurgus sp1 M PL 016",NA,NA
"M_016",NA,"Doñana Nat. Park",37.02,-6.55,"Eucera hispaliensis","Apidae",1,1,0,24,14,0.0416666666666667,0.0714285714285714,-0.691652297909279,NA,NA,1,1,"Andrena sp1 M PL 016",NA,NA
"M_017",3.01,"Bristol",51.57,-2.59,"Apis mellifera","Apidae",1,1,0,7,5,0.142857142857143,0.2,-1.09544511501033,"Apidae","Apis",1,2,"Apis mellifera",2,"G2"
"M_017",3.91,"Bristol",51.57,-2.59,"Bombus pascuorum","Apidae",5,3,0.56,7,5,0.714285714285714,0.6,1.33887736279041,"Apidae","Bombus",3,2,"Bombus pascuorum",3,"G3"
"M_017",4.21,"Bristol",51.57,-2.59,"Bombus muscorum","Apidae",2,2,0.5,7,5,0.285714285714286,0.4,-0.486864495560147,"Apidae","Bombus",2,2,"Bombus muscorum",3,"G3"
"M_017",4.28,"Bristol",51.57,-2.59,"Bombus lapidarius","Apidae",4,4,0.75,7,5,0.571428571428571,0.8,0.730296743340222,"Apidae","Bombus",2,2,"Bombus lapidarius",3,"G3"
"M_017",4.69,"Bristol",51.57,-2.59,"Bombus terrestris","Apidae",2,2,0.5,7,5,0.285714285714286,0.4,-0.486864495560147,"Apidae","Bombus",2,2,"Bombus terrestris",3,"G3"
"M_018",3.91,"Hestehaven",56.23874,9.973652,"Bombus pascuorum","Apidae",15,8,0.806122448979592,22,11,0.681818181818182,0.727272727272727,2.0254068053783,"Apidae","Bombus",3,2,"Bombus pascuorum",3,"G3"
"M_018",3.98,"Hestehaven",56.23874,9.973652,"Bombus soroeensis","Apidae",2,2,0.5,22,11,0.0909090909090909,0.181818181818182,-0.746202507244636,"Apidae","Bombus",2,2,"Bombus soroeensis",3,"G3"
"M_018",4.03,"Hestehaven",56.23874,9.973652,"Bombus pratorum","Apidae",3,2,0,22,11,0.136363636363636,0.181818181818182,-0.533001790889026,"Apidae","Bombus",2,2,"Bombus pratorum",3,"G3"
"M_018",4.28,"Hestehaven",56.23874,9.973652,"Bombus lapidarius","Apidae",8,3,0.53125,22,11,0.363636363636364,0.272727272727273,0.533001790889026,"Apidae","Bombus",3,2,"Bombus lapidarius",3,"G3"
"M_018",4.28,"Hestehaven",56.23874,9.973652,"Bombus lapidarius","Apidae",8,3,0.53125,22,11,0.363636363636364,0.272727272727273,0.533001790889026,"Apidae","Bombus",3,2,"Bombus lucorum",3,"G3"
"M_018",4.28,"Hestehaven",56.23874,9.973652,"Bombus lucorum","Apidae",2,1,0,22,11,0.0909090909090909,0.0909090909090909,-0.746202507244636,"Apidae","Bombus",2,2,"Bombus lapidarius",3,"G3"
"M_018",4.28,"Hestehaven",56.23874,9.973652,"Bombus lucorum","Apidae",2,1,0,22,11,0.0909090909090909,0.0909090909090909,-0.746202507244636,"Apidae","Bombus",2,2,"Bombus lucorum",3,"G3"
"M_018",4.54,"Hestehaven",56.23874,9.973652,"Bombus hortorum","Apidae",8,6,0.8125,22,11,0.363636363636364,0.545454545454545,0.533001790889026,"Apidae","Bombus",3,2,"Bombus hortorum",3,"G3"
"M_018",4.69,"Hestehaven",56.23874,9.973652,"Bombus terrestris","Apidae",5,3,0.56,22,11,0.227272727272727,0.272727272727273,-0.106600358177805,"Apidae","Bombus",3,2,"Bombus terrestris",3,"G3"
"M_018",5.04,"Hestehaven",56.23874,9.973652,"Bombus ruderatus","Apidae",1,1,0,22,11,0.0454545454545455,0.0909090909090909,-0.959403223600247,"Apidae","Bombus",1,2,"Bombus ruderatus",3,"G3"
"M_019",3.01,"Snowy Mountains",-36.45,148.27,"Apis mellifera","Apidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,"Apidae","Apis",1,1,"Apis mellifera",2,"G2"
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp8 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp4 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp9 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hylaeus sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp4 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp5 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp3 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp3 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp5 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp7 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp3 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp11 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hylaeus semipersonatus",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hyphesma sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp6 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Megachile sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus sp1 M PL 019","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp10 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp8 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp4 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp9 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hylaeus sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp4 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp5 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp3 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp3 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp5 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp7 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp3 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp11 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hylaeus semipersonatus",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hyphesma sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp6 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Megachile sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Hylaeus semipersonatus","Colletidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp10 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Lasioglossum sp7 M PL 019","Halictidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp8 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Lasioglossum sp7 M PL 019","Halictidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Euryglossa sp2 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Lasioglossum sp7 M PL 019","Halictidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp4 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Lasioglossum sp7 M PL 019","Halictidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Lasioglossum sp9 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Lasioglossum sp7 M PL 019","Halictidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Hylaeus sp1 M PL 019",NA,NA
"M_019",NA,"Snowy Mountains",-36.45,148.27,"Lasioglossum sp7 M PL 019","Halictidae",1,1,0,20,12,0.05,0.0833333333333333,-0.572593799653756,NA,NA,1,1,"Leioproctus sp4 M PL 019",NA,NA
