"ID","plantas","especie","interaccion","Especie.planta"
"M_076","Chaetocalyx.scandens","Polybia.ignobilis",1,"Chaetocalyx scandens"
"M_076","Chlorophora.tinctoria","Protopolybia.exmgua",1,"Chlorophora tinctoria"
"M_076","Chlorophora.tinctoria","Polybia.paulista",1,"Chlorophora tinctoria"
"M_076","Chlorophora.tinctoria","Trigona.spinipes",1,"Chlorophora tinctoria"
"M_076","Chlorophora.tinctoria","Apis.mellifera",1,"Chlorophora tinctoria"
"M_076","Chlorophora.tinctoria","Brachygastra.lecheguana",1,"Chlorophora tinctoria"
"M_076","Cereus.peruvianus","Protonectarina.sylveirae",1,"Cereus peruvianus"
"M_076","Cereus.peruvianus","Trigona.spinipes",1,"Cereus peruvianus"
"M_076","Capparis.yco","Polybia.paulista",1,"Capparis yco"
"M_076","Capparis.yco","Brachygastra.lecheguana",1,"Capparis yco"
"M_076","Capparis.yco","Apis.mellifera",1,"Capparis yco"
"M_076","Capparis.yco","Trigona.spinipes",1,"Capparis yco"
"M_076","Capparis.yco","Mischocyttarus.lanei",1,"Capparis yco"
"M_076","Capparis.yco","Polybia.sericea",1,"Capparis yco"
"M_076","Capparis.yco","Frieseomelitta.silvestrii",1,"Capparis yco"
"M_076","Capparis.yco","Trigonisca.intermedia",1,"Capparis yco"
"M_076","Capparis.yco","Polybia.occidentalis",1,"Capparis yco"
"M_076","Erythroxylon.catingae","Polybia.sericea",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Polistes.Canadensis",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Polybia.occidentalis",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Protonectarina.sylveirae",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Mischocyttarus.lanei",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Brachygastra.lecheguana",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Plebeia.sp",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Melipona.asilvai",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Melipona.quadrifasciata",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Apis.mellifera",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Polybia.ignobilis",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Polybia.paulista",1,"Erythroxylon catingae"
"M_076","Erythroxylon.catingae","Apis.mellifera",1,"Erythroxylon catingae"
"M_076","Evolvulus.glomeratus","Apis.mellifera",1,"Evolvulus glomeratus"
"M_076","Eugenia.rosea","Brachygastra.lecheguana",1,"Eugenia rosea"
"M_076","Eugenia.rosea","Polybia.sericea",1,"Eugenia rosea"
"M_076","Eugenia.rosea","Trigonisca.intermedia",1,"Eugenia rosea"
"M_076","Eugenia.rosea","Apis.mellifera",1,"Eugenia rosea"
"M_076","Eugenia.rosea","Polybia.ignobilis",1,"Eugenia rosea"
"M_076","Eugenia.rosea","Plebeia.sp",1,"Eugenia rosea"
"M_076","Eugenia.rosea","Frieseomelitta.silvestrii",1,"Eugenia rosea"
"M_076","Echinodorus.subulatus","Polybia.sericea",1,"Echinodorus subulatus"
"M_076","Echinodorus.subulatus","Polybia.ignobilis",1,"Echinodorus subulatus"
"M_076","Echinodorus.subulatus","Trigona.spinipes",1,"Echinodorus subulatus"
"M_076","Echinodorus.subulatus","Polistes.Canadensis",1,"Echinodorus subulatus"
"M_076","Gomphrena.holosericea","Protonectarina.sylveirae",1,"Gomphrena holosericea"
"M_076","Gomphrena.holosericea","Polybia.paulista",1,"Gomphrena holosericea"
"M_076","Herissantia.crispa","Polybia.paulista",1,"Herissantia crispa"
"M_076","Herissantia.crispa","Apis.mellifera",1,"Herissantia crispa"
"M_076","Herissantia.crispa","Polybia.sericea",1,"Herissantia crispa"
"M_076","Hydrocleis.nymphaeoides","Apis.mellifera",1,"Hydrocleis nymphaeoides"
"M_076","Hydrocleis.nymphaeoides","Polybia.ignobilis",1,"Hydrocleis nymphaeoides"
"M_076","Herissantia.tiubae","Apis.mellifera",1,"Herissantia tiubae"
"M_076","Herissantia.tiubae","Brachygastra.lecheguana",1,"Herissantia tiubae"
"M_076","Jacquemontia.sp","Polistes.Canadensis",1,"Jacquemontia sp"
"M_076","Jatropha.mollissima","Brachygastra.lecheguana",1,"Jatropha mollissima"
"M_076","Jatropha.mollissima","Apis.mellifera",1,"Jatropha mollissima"
"M_076","Lippia.pohliana","Polistes.Canadensis",1,"Lippia pohliana"
"M_076","Mimosa.arenosa","Polistes.Canadensis",1,"Mimosa arenosa"
"M_076","Mimosa.arenosa","Apis.mellifera",1,"Mimosa arenosa"
"M_076","Melochia.tomentosa","Polybia.sericea",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Polybia.ignobilis",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Apis.mellifera",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Bombus.brevivillus",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Brachygastra.lecheguana",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Polybia.occidentalis",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Polybia.paulista",1,"Melochia tomentosa"
"M_076","Melochia.tomentosa","Bombus.morio",1,"Melochia tomentosa"
"M_076","Nymphoides.indica","Apis.mellifera",1,"Nymphoides indica"
"M_076","Opuntia.palmadora","Apis.mellifera",1,"Opuntia palmadora"
"M_076","Opuntia.palmadora","Polistes.Canadensis",1,"Opuntia palmadora"
"M_076","Opuntia.palmadora","Polybia.paulista",1,"Opuntia palmadora"
"M_076","Opuntia.palmadora","Polybia.ignobilis",1,"Opuntia palmadora"
"M_076","Opuntia.palmadora","Trigona.spinipes",1,"Opuntia palmadora"
"M_076","Oxalis.sp","Protopolybia.exmgua",1,"Oxalis sp"
"M_076","Portulaca.elatior","Polistes.Canadensis",1,"Portulaca elatior"
"M_076","Portulaca.marginata","Trigonisca.intermedia",1,"Portulaca marginata"
"M_076","Portulaca.marginata","Trigona.gr..fuscipennis",1,"Portulaca marginata"
"M_076","Poeppigia.procera","Apis.mellifera",1,"Poeppigia procera"
"M_076","Poeppigia.procera","Protonectarina.sylveirae",1,"Poeppigia procera"
"M_076","Peltogyne.pauciflora","Apis.mellifera",1,"Peltogyne pauciflora"
"M_076","Peltogyne.pauciflora","Trigona.spinipes",1,"Peltogyne pauciflora"
"M_076","Peltogyne.pauciflora","Trigonisca.intermedia",1,"Peltogyne pauciflora"
"M_076","Peltogyne.pauciflora","Protonectarina.sylveirae",1,"Peltogyne pauciflora"
"M_076","Peltogyne.pauciflora","Mischocyttarus.lanei",1,"Peltogyne pauciflora"
"M_076","Peltogyne.pauciflora","Polistes.Canadensis",1,"Peltogyne pauciflora"
"M_076","Peltogyne.pauciflora","Frieseomelitta.silvestrii",1,"Peltogyne pauciflora"
"M_076","Rhaphiodon.echinus","Apis.mellifera",1,"Rhaphiodon echinus"
"M_076","Rhaphiodon.echinus","Polybia.sericea",1,"Rhaphiodon echinus"
"M_076","Sidastrum.paniculatum","Polybia.sericea",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Polybia.ignobilis",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Polybia.occidentalis",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Protonectarina.sylveirae",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Partamona.sp",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Polybia.paulista",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Brachygastra.lecheguana",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Polistes.Canadensis",1,"Sidastrum paniculatum"
"M_076","Sidastrum.paniculatum","Apis.mellifera",1,"Sidastrum paniculatum"
"M_076","Sida.galheirensis","Apis.mellifera",1,"Sida galheirensis"
"M_076","Sida.galheirensis","Polistes.Canadensis",1,"Sida galheirensis"
"M_076","Sida.galheirensis","Melipona.asilvai",1,"Sida galheirensis"
"M_076","Sida.galheirensis","Polybia.sericea",1,"Sida galheirensis"
"M_076","NANA","Apis.mellifera",1,"NANA"
"M_076","NANA","Melipona.asilvai",1,"NANA"
"M_076","Sida.sp","Polybia.occidentalis",1,"Sida sp"
"M_076","Sida.sp","Polybia.ignobilis",1,"Sida sp"
"M_076","Solanum.gardnerii","Apis.mellifera",1,"Solanum gardnerii"
"M_076","Sideroxylon.obtusifolium","Polistes.Canadensis",1,"Sideroxylon obtusifolium"
"M_076","Sideroxylon.obtusifolium","Polybia.sericea",1,"Sideroxylon obtusifolium"
"M_076","Sideroxylon.obtusifolium","Brachygastra.lecheguana",1,"Sideroxylon obtusifolium"
"M_076","Sideroxylon.obtusifolium","Apis.mellifera",1,"Sideroxylon obtusifolium"
"M_076","Solanum.paniculatum","Polybia.occidentalis",1,"Solanum paniculatum"
"M_076","Solanum.paniculatum","Brachygastra.lecheguana",1,"Solanum paniculatum"
"M_076","Solanum.paniculatum","Polybia.sericea",1,"Solanum paniculatum"
"M_076","Senna.spectabilis","Brachygastra.lecheguana",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Polybia.occidentalis",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Mischocyttarus.lanei",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Protopolybia.exmgua",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Frieseomelitta.silvestrii",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Trigonisca.intermedia",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Polybia.paulista",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Plebeia.sp",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Polybia.ignobilis",1,"Senna spectabilis"
"M_076","Senna.spectabilis","Protonectarina.sylveirae",1,"Senna spectabilis"
"M_076","Syagrus.vagans","Polybia.paulista",1,"Syagrus vagans"
"M_076","Syagrus.vagans","Polybia.ignobilis",1,"Syagrus vagans"
"M_076","Tabebuia.heptaphylla","Polybia.paulista",1,"Tabebuia heptaphylla"
"M_076","Tabebuia.heptaphylla","Trigona.spinipes",1,"Tabebuia heptaphylla"
"M_076","Tabebuia.heptaphylla","Polybia.sericea",1,"Tabebuia heptaphylla"
"M_076","Ziziphus.cotinifolia","Polybia.ignobilis",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Polybia.paulista",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Polybia.occidentalis",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Mischocyttarus.lanei",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Mischocyttarus.cerberus",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Polistes.billardieri",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Polistes.versicolor",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Apis.mellifera",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Trigona.spinipes",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Frieseomelitta.silvestrii",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Plebeia.sp",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Polybia.sericea",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Polistes.Canadensis",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Trigonisca.sp",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Partamona.sp",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Protonectarina.sylveirae",1,"Ziziphus cotinifolia"
"M_076","Ziziphus.cotinifolia","Melipona.asilvai",1,"Ziziphus cotinifolia"
