"ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","esp","Aceptado","sp.armonizado"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Notoglossa.emarginata","Notoglossa emarginata",NA,"Notoglossa emarginata"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Calocoris.rapidus","Calocoris rapidus",NA,"Calocoris rapidus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Heodes.hypophlaeas","Heodes hypophlaeas",NA,"Heodes hypophlaeas"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Achalarus.lycidas","Achalarus lycidas",NA,"Achalarus lycidas"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Rhamphomyia.gilvipilosa","Rhamphomyia gilvipilosa",NA,"Rhamphomyia gilvipilosa"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Sphecodium.pimpinellae","Sphecodium pimpinellae",NA,"Sphecodium pimpinellae"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Microchrysa.polita","Microchrysa polita",NA,"Microchrysa polita"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Hippelates.plebejus","Hippelates plebejus",NA,"Hippelates plebejus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Andrena.tridens","Andrena tridens",NA,"Andrena tridens"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Leionotus.arvensis","Leionotus arvensis",NA,"Leionotus arvensis"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Osmia.atriventris","Osmia atriventris",NA,"Osmia atriventris"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Diceratosmia.conjuncta","Diceratosmia conjuncta",NA,"Diceratosmia conjuncta"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Phor.integer","Phor integer",NA,"Phor integer"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Onthophagus.pennsylvanicus","Onthophagus pennsylvanicus",NA,"Onthophagus pennsylvanicus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Bruchus.obsoletus","Bruchus obsoletus",NA,"Bruchus obsoletus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Smicra.debilis","Smicra debilis",NA,"Smicra debilis"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Distichona.auriceps","Distichona auriceps",NA,"Distichona auriceps"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Coelioxys.alternata","Coelioxys alternata",NA,"Coelioxys alternata"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Evylaeus.arcuatus","Evylaeus arcuatus",NA,"Evylaeus arcuatus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Ellychnia.corrusca","Ellychnia corrusca",NA,"Ellychnia corrusca"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Megachile.addenda","Megachile addenda",NA,"Megachile addenda"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Prosopis.illinoensis","Prosopis illinoensis",NA,"Prosopis illinoensis"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Chilosia.capillata","Chilosia capillata",NA,"Chilosia capillata"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Sphex.procera","Sphex procera",NA,"Sphex procera"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Ichneumon.longulus","Ichneumon longulus",NA,"Ichneumon longulus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Culex.stimulans","Culex stimulans",NA,"Culex stimulans"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Epigrimyia.floridensis","Epigrimyia floridensis",NA,"Epigrimyia floridensis"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Priocnemoides.terminatus","Priocnemoides terminatus",NA,"Priocnemoides terminatus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Cordylura.munda","Cordylura munda",NA,"Cordylura munda"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Gnathias.ovatus","Gnathias ovatus",NA,"Gnathias ovatus"
"M_062","Malvales","Malvaceae","Tilia","Tilia","Tilia.americana",1,"Andrena.pruni","Andrena pruni",NA,"Andrena pruni"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",1,"Unidentified.sp13.M.PL.054","Unidentified sp13 M PL 054",NA,"Unidentified sp13 M PL 054"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",1,"Unidentified.sp55.M.PL.054","Unidentified sp55 M PL 054",NA,"Unidentified sp55 M PL 054"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",1,"Bombus.ignitus","Bombus ignitus",NA,"Bombus ignitus"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",1,"Apis.cerana.japonica","Apis cerana japonica",NA,"Apis cerana japonica"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",1,"Unidentified.sp94.M.PL.054","Unidentified sp94 M PL 054",NA,"Unidentified sp94 M PL 054"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",3,"Xylocopa.appendiculata.circumvolan","Xylocopa appendiculata circumvolan",NA,"Xylocopa appendiculata circumvolan"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",3,"Bombus.ardens","Bombus ardens",NA,"Bombus ardens"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",1,"Oracistrocerus.drewseni.drewseni","Oracistrocerus drewseni drewseni",NA,"Oracistrocerus drewseni drewseni"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.japonica",2,"Lasioglossum.occidens","Lasioglossum occidens",NA,"Lasioglossum occidens"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",6,"Apis.mellifera","Apis mellifera","Apis mellifera","Apis mellifera"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",2,"Lasioglossum.occidens","Lasioglossum occidens",NA,"Lasioglossum occidens"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Scolia.oculata","Scolia oculata",NA,"Scolia oculata"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",7,"Apis.cerana.japonica","Apis cerana japonica",NA,"Apis cerana japonica"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Unidentified.sp79.M.PL.054","Unidentified sp79 M PL 054",NA,"Unidentified sp79 M PL 054"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Andrena.japonica","Andrena japonica",NA,"Andrena japonica"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Eristalis.cerealis","Eristalis cerealis",NA,"Eristalis cerealis"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",5,"Unidentified.sp8.M.PL.054","Unidentified sp8 M PL 054",NA,"Unidentified sp8 M PL 054"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Helophilus.virgatus","Helophilus virgatus",NA,"Helophilus virgatus"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",9,"Xylocopa.appendiculata.circumvolan","Xylocopa appendiculata circumvolan",NA,"Xylocopa appendiculata circumvolan"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",1,"Vespa.xanthoptera","Vespa xanthoptera",NA,"Vespa xanthoptera"
"M_054","Malvales","Malvaceae","Tilia","Tilia","Tilia.miqueliana",3,"Bombus.ardens","Bombus ardens",NA,"Bombus ardens"
"M_077",NA,NA,NA,NA,"Tillandsia.geminifolia",1,"Thalurania.glaucopis","Thalurania glaucopis",NA,"Thalurania glaucopis"
"M_077",NA,NA,NA,NA,"Tillandsia.geminifolia",1,"Amazilia.fimbriata","Amazilia fimbriata",NA,"Amazilia fimbriata"
"M_077",NA,NA,NA,NA,"Tillandsia.geminifolia",0.7,"Phaethornis.eurynome","Phaethornis eurynome",NA,"Phaethornis eurynome"
"M_077",NA,NA,NA,NA,"Tillandsia.tenuifolia",0.4,"Heliconius.erato","Heliconius erato",NA,"Heliconius erato"
"M_077",NA,NA,NA,NA,"Tillandsia.tenuifolia",0.3,"Heliconius.nattereri","Heliconius nattereri",NA,"Heliconius nattereri"
"M_077",NA,NA,NA,NA,"Tillandsia.tenuifolia",2,"Trigona.fulviventris","Trigona fulviventris",NA,"Trigona fulviventris"
"M_077",NA,NA,NA,NA,"Tillandsia.tenuifolia",0.3,"Heliconius.numato","Heliconius numato",NA,"Heliconius numato"
"M_061","Gentianales","Rubiaceae","Timonius","Timonius","Timonius.sechellensis",1,"Lampides.boeticus","Lampides boeticus",NA,"Lampides boeticus"
"M_061","Gentianales","Rubiaceae","Timonius","Timonius","Timonius.sechellensis",2,"Nectarinia.dussumieri","Nectarinia dussumieri",NA,"Nectarinia dussumieri"
"M_031",NA,NA,NA,"Tococa","Tococa.nitens",1,"Euglossa.sp1.M.PL.031","Euglossa sp1 M PL 031",NA,"Euglossa sp1 M PL 031"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",11,"Melanostoma.annulipes","Melanostoma annulipes",NA,"Melanostoma annulipes"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",38,"Chaetocnema.sp1.M.PL.074","Chaetocnema sp1 M PL 074",NA,"Chaetocnema sp1 M PL 074"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.1818181818,"Chrysomya.megacephala.Fabricius","Chrysomya megacephala Fabricius",NA,"Chrysomya megacephala Fabricius"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",33,"Technomyrmex.albipes","Technomyrmex albipes",NA,"Technomyrmex albipes"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.25,"Mauritiborium.undulatus","Mauritiborium undulatus",NA,"Mauritiborium undulatus"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Episyrphus.sp1.M.PL.060","Episyrphus sp1 M PL 060",NA,"Episyrphus sp1 M PL 060"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",16,"Chrysomya.megacephala","Chrysomya megacephala",NA,"Chrysomya megacephala"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.0909090909,"Allograpta.nasuta.Marquart","Allograpta nasuta Marquart",NA,"Allograpta nasuta Marquart"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",1.2622222222,"Pachycerina.crinicornis.Thomson","Pachycerina crinicornis Thomson",NA,"Pachycerina crinicornis Thomson"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Polistes.hebraeus","Polistes hebraeus",NA,"Polistes hebraeus"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Brachymyrmex.sp1.M.PL.063","Brachymyrmex sp1 M PL 063",NA,"Brachymyrmex sp1 M PL 063"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",4,"Leptotes.pirithous","Leptotes pirithous",NA,"Leptotes pirithous"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",1.9884848485,"Dysauxes.florida.Joan","Dysauxes florida Joan",NA,"Dysauxes florida Joan"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",3,"Brachymyrmex.sp1.M.PL.062","Brachymyrmex sp1 M PL 062",NA,"Brachymyrmex sp1 M PL 062"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Brachymyrmex.sp1.M.PL.073","Brachymyrmex sp1 M PL 073",NA,"Brachymyrmex sp1 M PL 073"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Miridae.sp1.M.PL.060","Miridae sp1 M PL 060",NA,"Miridae sp1 M PL 060"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",97,"Stomorhina.lunata","Stomorhina lunata",NA,"Stomorhina lunata"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.5236363636,"Melanostoma.annulipes.Macquart","Melanostoma annulipes Macquart",NA,"Melanostoma annulipes Macquart"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.08,"Sapromyza.sp.near..nudiuscula.Lamb","Sapromyza sp near  nudiuscula Lamb",NA,"Sapromyza sp near  nudiuscula Lamb"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",2,"Melanagromyza.sojae","Melanagromyza sojae",NA,"Melanagromyza sojae"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",4,"Musca.domestica","Musca domestica",NA,"Musca domestica"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.3333333333,"Dioxyna.sororcula.Wiedemann","Dioxyna sororcula Wiedemann",NA,"Dioxyna sororcula Wiedemann"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",15,"Dysauxes.florida","Dysauxes florida",NA,"Dysauxes florida"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",5,"Sepsis.lateralis","Sepsis lateralis",NA,"Sepsis lateralis"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",103,"Pachycerina.crinicornis","Pachycerina crinicornis",NA,"Pachycerina crinicornis"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",3,"Syritta.nigrofemorata","Syritta nigrofemorata",NA,"Syritta nigrofemorata"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Chaetocnema.sp1.M.PL.061","Chaetocnema sp1 M PL 061",NA,"Chaetocnema sp1 M PL 061"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.9272727273,"Stomorhina.lunata.Fabricius","Stomorhina lunata Fabricius",NA,"Stomorhina lunata Fabricius"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Cheloninae.sp1.M.PL.062","Cheloninae sp1 M PL 062",NA,"Cheloninae sp1 M PL 062"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Chaetocnema.sp1.M.PL.060","Chaetocnema sp1 M PL 060",NA,"Chaetocnema sp1 M PL 060"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",15,"Fannia.pusio","Fannia pusio",NA,"Fannia pusio"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",3,"Pelecophora.intemipta","Pelecophora intemipta",NA,"Pelecophora intemipta"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Cryptinae.sp1.M.PL.063","Cryptinae sp1 M PL 063",NA,"Cryptinae sp1 M PL 063"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",4,"Henotesia.narcissus","Henotesia narcissus",NA,"Henotesia narcissus"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",10,"Chaetocnema.sp1.M.PL.073","Chaetocnema sp1 M PL 073",NA,"Chaetocnema sp1 M PL 073"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",2,"Allograpta.nasuta","Allograpta nasuta",NA,"Allograpta nasuta"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",4,"Dioxyna.sororcula","Dioxyna sororcula",NA,"Dioxyna sororcula"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",16,"Psilopa.iceryae","Psilopa iceryae",NA,"Psilopa iceryae"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.2222222222,"Nacoleia.sp1","Nacoleia sp1",NA,"Nacoleia sp1"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",9,"Phorinia.sp1.M.PL.061","Phorinia sp1 M PL 061",NA,"Phorinia sp1 M PL 061"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",2,"Nacoleia.sp1.M.PL.073","Nacoleia sp1 M PL 073",NA,"Nacoleia sp1 M PL 073"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Orchisia.costata","Orchisia costata",NA,"Orchisia costata"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Scirtidae.sp1.M.PL.060","Scirtidae sp1 M PL 060",NA,"Scirtidae sp1 M PL 060"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",7,"Phorinia.sp1.M.PL.062","Phorinia sp1 M PL 062",NA,"Phorinia sp1 M PL 062"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",2.0833333333,"Technomyrmex.albipes.Smith","Technomyrmex albipes Smith",NA,"Technomyrmex albipes Smith"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.25,"Polistes.hebraeus.Fabricius","Polistes hebraeus Fabricius",NA,"Polistes hebraeus Fabricius"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",2,"Eristalinus.flaveolus","Eristalinus flaveolus",NA,"Eristalinus flaveolus"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Mauritiborium.undulatus","Mauritiborium undulatus",NA,"Mauritiborium undulatus"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.24,"Fannia.pusio.Wiedemann","Fannia pusio Wiedemann",NA,"Fannia pusio Wiedemann"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Stomoxys.niger","Stomoxys niger",NA,"Stomoxys niger"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",0.1111111111,"Brachymyrmex.sp","Brachymyrmex sp",NA,"Brachymyrmex sp"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Sapromyza.sp1.M.PL.073","Sapromyza sp1 M PL 073",NA,"Sapromyza sp1 M PL 073"
"M_060",NA,NA,NA,"Toddalia","Toddalia.asiatica",1,"Stomoxys.calcitrans","Stomoxys calcitrans",NA,"Stomoxys calcitrans"
"M_075",NA,NA,NA,"Toddalia","Toddalia.asiatica",6.4266666667,"Chaetocnema.sp1","Chaetocnema sp1",NA,"Chaetocnema sp1"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Geron.hesperidon","Geron hesperidon",NA,"Geron hesperidon"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Andrena.wollestoni","Andrena wollestoni","Andrena wollastoni","Andrena wollastoni"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Anastoechus.latifrons","Anastoechus latifrons",NA,"Anastoechus latifrons"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Cephalodromia.sp1.M.PL.008","Cephalodromia sp1 M PL 008",NA,"Cephalodromia sp1 M PL 008"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Megachile.canariensis","Megachile canariensis",NA,"Megachile canariensis"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Eristalis.tenax","Eristalis tenax",NA,"Eristalis tenax"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Euodynerus.reflexus","Euodynerus reflexus",NA,"Euodynerus reflexus"
"M_008","Asterales","Asteraceae","Tolpis","Tolpis","Tolpis.webbii",1,"Hyleaus.canariensis","Hyleaus canariensis","Hylaeus canariensis","Hylaeus canariensis"
"M_015","Apiales","Apiaceae","Tordylium","Tordylium","Tordylium.apulum",1,"Halictus.tetrazonius","Halictus tetrazonius",NA,"Halictus tetrazonius"
"M_015","Apiales","Apiaceae","Tordylium","Tordylium","Tordylium.apulum",1,"Eumerus.pusillus","Eumerus pusillus",NA,"Eumerus pusillus"
"M_015","Apiales","Apiaceae","Tordylium","Tordylium","Tordylium.apulum",1,"Calliphora.vomitoria","Calliphora vomitoria",NA,"Calliphora vomitoria"
