"ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","esp","Aceptado","sp.armonizado"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Pompiloides.subviolaceus","Pompiloides subviolaceus",NA,"Pompiloides subviolaceus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Anthidium.cognatum","Anthidium cognatum",NA,"Anthidium cognatum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Euphorus.mellipes","Euphorus mellipes",NA,"Euphorus mellipes"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Microplitis.gortynae","Microplitis gortynae",NA,"Microplitis gortynae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Xanthogramma.felix","Xanthogramma felix",NA,"Xanthogramma felix"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Babia.4.guttata","Babia 4 guttata",NA,"Babia 4 guttata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Parandrena.andrenoides","Parandrena andrenoides",NA,"Parandrena andrenoides"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Pollenia.rudis","Pollenia rudis",NA,"Pollenia rudis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Collops.4.maculatus","Collops 4 maculatus",NA,"Collops 4 maculatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Corizus.lateralis","Corizus lateralis",NA,"Corizus lateralis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Eristalis.latifrons","Eristalis latifrons",NA,"Eristalis latifrons"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Vipio.robertsonii","Vipio robertsonii",NA,"Vipio robertsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Elasmus.nigripes","Elasmus nigripes",NA,"Elasmus nigripes"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Urosigalphus.femoratus","Urosigalphus femoratus",NA,"Urosigalphus femoratus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Notoglossa.inornata","Notoglossa inornata",NA,"Notoglossa inornata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Syrphus.torvus","Syrphus torvus",NA,"Syrphus torvus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Trogus.vulpinus","Trogus vulpinus",NA,"Trogus vulpinus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Anthemurgus.passiflorae","Anthemurgus passiflorae",NA,"Anthemurgus passiflorae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Oscinis.coxendix","Oscinis coxendix",NA,"Oscinis coxendix"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Sapromyza.longipennis","Sapromyza longipennis",NA,"Sapromyza longipennis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Alophora.fumosa","Alophora fumosa",NA,"Alophora fumosa"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Eumyotheria.illinoensis","Eumyotheria illinoensis",NA,"Eumyotheria illinoensis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Phor.integer","Phor integer",NA,"Phor integer"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Sphecodium.pimpinellae","Sphecodium pimpinellae",NA,"Sphecodium pimpinellae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Brachypalpus.rileyi","Brachypalpus rileyi",NA,"Brachypalpus rileyi"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Scolia.nobilitata","Scolia nobilitata",NA,"Scolia nobilitata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Pseudosiobla.excavata","Pseudosiobla excavata",NA,"Pseudosiobla excavata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Lucilia.sylvarum","Lucilia sylvarum",NA,"Lucilia sylvarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.aristosa",1,"Triepeolus.cressonii","Triepeolus cressonii",NA,"Triepeolus cressonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Euphorus.mellipes","Euphorus mellipes",NA,"Euphorus mellipes"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Oscinis.coxendix","Oscinis coxendix",NA,"Oscinis coxendix"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Bracon.vernoniae","Bracon vernoniae",NA,"Bracon vernoniae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Lucilia.sylvarum","Lucilia sylvarum",NA,"Lucilia sylvarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Sapromyza.longipennis","Sapromyza longipennis",NA,"Sapromyza longipennis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Notogonidea.argentata","Notogonidea argentata",NA,"Notogonidea argentata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Phorbia.cinerella","Phorbia cinerella",NA,"Phorbia cinerella"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Macrobasis.unicolor","Macrobasis unicolor",NA,"Macrobasis unicolor"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Trachandrena.crataegi","Trachandrena crataegi",NA,"Trachandrena crataegi"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Ashmeadiella.bucconis","Ashmeadiella bucconis",NA,"Ashmeadiella bucconis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Psithyrus.laboriosus","Psithyrus laboriosus",NA,"Psithyrus laboriosus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Gonia.exul","Gonia exul",NA,"Gonia exul"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Rhipiphorus.limbatus","Rhipiphorus limbatus",NA,"Rhipiphorus limbatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Colletes.armatus","Colletes armatus",NA,"Colletes armatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Leucopis.nigricornis","Leucopis nigricornis",NA,"Leucopis nigricornis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Syrphus.torvus","Syrphus torvus",NA,"Syrphus torvus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Callida.punctata","Callida punctata",NA,"Callida punctata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Teleas.lineaticeps","Teleas lineaticeps",NA,"Teleas lineaticeps"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Melissodes.vernoniana","Melissodes vernoniana",NA,"Melissodes vernoniana"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.bipinnata",1,"Phorantha.robertsonii","Phorantha robertsonii",NA,"Phorantha robertsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Euphorus.mellipes","Euphorus mellipes",NA,"Euphorus mellipes"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Conops.sylvosus","Conops sylvosus",NA,"Conops sylvosus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Scotiptera.parvicornis","Scotiptera parvicornis",NA,"Scotiptera parvicornis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Phorbia.cinerella","Phorbia cinerella",NA,"Phorbia cinerella"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Parandrena.andrenoides","Parandrena andrenoides",NA,"Parandrena andrenoides"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Ceropales.robinsonii","Ceropales robinsonii",NA,"Ceropales robinsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Trachandrena.obscura","Trachandrena obscura",NA,"Trachandrena obscura"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Haltichella.ornata","Haltichella ornata",NA,"Haltichella ornata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Lucilia.sylvarum","Lucilia sylvarum",NA,"Lucilia sylvarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Evylaeus.arcuatus","Evylaeus arcuatus",NA,"Evylaeus arcuatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Melissodes.cnici","Melissodes cnici",NA,"Melissodes cnici"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Xestocrabro.texanus","Xestocrabro texanus",NA,"Xestocrabro texanus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Cothonaspis.stigmata","Cothonaspis stigmata",NA,"Cothonaspis stigmata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Euschistus.fissilis","Euschistus fissilis",NA,"Euschistus fissilis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Leucopis.nigricornis","Leucopis nigricornis",NA,"Leucopis nigricornis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Priocnemoides.unifasciatus","Priocnemoides unifasciatus",NA,"Priocnemoides unifasciatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Sapromyza.longipennis","Sapromyza longipennis",NA,"Sapromyza longipennis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Syrphus.torvus","Syrphus torvus",NA,"Syrphus torvus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Campsomeris.confluenta","Campsomeris confluenta",NA,"Campsomeris confluenta"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Scolia.nobilitata","Scolia nobilitata",NA,"Scolia nobilitata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Phorantha.robertsonii","Phorantha robertsonii",NA,"Phorantha robertsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Hyalurgus.johnsoni","Hyalurgus johnsoni",NA,"Hyalurgus johnsoni"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Eugnamptus.angustatus","Eugnamptus angustatus",NA,"Eugnamptus angustatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.connata",1,"Ocyptera.lata","Ocyptera lata",NA,"Ocyptera lata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Plagiotoma.obliqua","Plagiotoma obliqua",NA,"Plagiotoma obliqua"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Diabrotica.12.punctata","Diabrotica 12 punctata",NA,"Diabrotica 12 punctata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Ceropales.robinsonii","Ceropales robinsonii",NA,"Ceropales robinsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Babia.4.guttata","Babia 4 guttata",NA,"Babia 4 guttata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Urosigalphus.femoratus","Urosigalphus femoratus",NA,"Urosigalphus femoratus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Ochthera.lauta","Ochthera lauta",NA,"Ochthera lauta"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Calliopsis.coloradensis","Calliopsis coloradensis",NA,"Calliopsis coloradensis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Figites.impatiens","Figites impatiens",NA,"Figites impatiens"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Sphecodium.pimpinellae","Sphecodium pimpinellae",NA,"Sphecodium pimpinellae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Bracon.vernoniae","Bracon vernoniae",NA,"Bracon vernoniae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Brachypalpus.rileyi","Brachypalpus rileyi",NA,"Brachypalpus rileyi"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Evylaeus.arcuatus","Evylaeus arcuatus",NA,"Evylaeus arcuatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Tachina.mella","Tachina mella",NA,"Tachina mella"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Lucilia.sylvarum","Lucilia sylvarum",NA,"Lucilia sylvarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Vipio.robertsonii","Vipio robertsonii",NA,"Vipio robertsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Spallanzania.hesperidarum","Spallanzania hesperidarum",NA,"Spallanzania hesperidarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Scotiptera.parvicornis","Scotiptera parvicornis",NA,"Scotiptera parvicornis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Hyalurgus.johnsoni","Hyalurgus johnsoni",NA,"Hyalurgus johnsoni"
"M_055","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",2,"Apis.mellifera","Apis mellifera","Apis mellifera","Apis mellifera"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Onthophagus.pennsylvanicus","Onthophagus pennsylvanicus",NA,"Onthophagus pennsylvanicus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Limochores.taumas","Limochores taumas",NA,"Limochores taumas"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Chelynia.foederalis","Chelynia foederalis",NA,"Chelynia foederalis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Microstelis.lateralis","Microstelis lateralis",NA,"Microstelis lateralis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Eumyotheria.illinoensis","Eumyotheria illinoensis",NA,"Eumyotheria illinoensis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Themira.putris","Themira putris",NA,"Themira putris"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Megilla.maculata","Megilla maculata",NA,"Megilla maculata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Tiphia.clypeata","Tiphia clypeata",NA,"Tiphia clypeata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Ocyptera.nigra","Ocyptera nigra",NA,"Ocyptera nigra"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Corizus.lateralis","Corizus lateralis",NA,"Corizus lateralis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Bathycetes.scutellaris","Bathycetes scutellaris",NA,"Bathycetes scutellaris"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Euschistus.fissilis","Euschistus fissilis",NA,"Euschistus fissilis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Agrothereutes.limatus","Agrothereutes limatus",NA,"Agrothereutes limatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Chrysochlamys.dives","Chrysochlamys dives",NA,"Chrysochlamys dives"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.frondosa",1,"Oscinis.coxendix","Oscinis coxendix",NA,"Oscinis coxendix"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Melanotus.communis","Melanotus communis",NA,"Melanotus communis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Trachandrena.obscura","Trachandrena obscura",NA,"Trachandrena obscura"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Rhamphomyia.limbata","Rhamphomyia limbata",NA,"Rhamphomyia limbata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Helophilus.latifrons","Helophilus latifrons",NA,"Helophilus latifrons"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Calocoris.rapidus","Calocoris rapidus",NA,"Calocoris rapidus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Dolerus.bicolor","Dolerus bicolor",NA,"Dolerus bicolor"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Halictus.lerouxii","Halictus lerouxii",NA,"Halictus lerouxii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Agapostemon.texanus","Agapostemon texanus",NA,"Agapostemon texanus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Chlorops.assimilis","Chlorops assimilis",NA,"Chlorops assimilis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Ceropales.robinsonii","Ceropales robinsonii",NA,"Ceropales robinsonii"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Haltichella.ornata","Haltichella ornata",NA,"Haltichella ornata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Agrilus.difficilis","Agrilus difficilis",NA,"Agrilus difficilis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Eumyotheria.illinoensis","Eumyotheria illinoensis",NA,"Eumyotheria illinoensis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Epicauta.cinerea","Epicauta cinerea",NA,"Epicauta cinerea"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Euphorus.mellipes","Euphorus mellipes",NA,"Euphorus mellipes"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Ageniella.accepta","Ageniella accepta",NA,"Ageniella accepta"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Eristalis.bastardi","Eristalis bastardi",NA,"Eristalis bastardi"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Triepeolus.helianthi","Triepeolus helianthi",NA,"Triepeolus helianthi"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Melissodes.cnici","Melissodes cnici",NA,"Melissodes cnici"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Padabrus.tomentosus","Padabrus tomentosus",NA,"Padabrus tomentosus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Batizonus.algidus","Batizonus algidus",NA,"Batizonus algidus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Stizus.unicinctus","Stizus unicinctus",NA,"Stizus unicinctus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Vanessa.huntera","Vanessa huntera",NA,"Vanessa huntera"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Phor.integer","Phor integer",NA,"Phor integer"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Triepeolus.simplex","Triepeolus simplex",NA,"Triepeolus simplex"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Trichius.affinis","Trichius affinis",NA,"Trichius affinis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Nemotelus.glaber","Nemotelus glaber",NA,"Nemotelus glaber"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Bombus.americanorum","Bombus americanorum",NA,"Bombus americanorum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Cemonus.inornatus","Cemonus inornatus",NA,"Cemonus inornatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Gambrus.albonotatus","Gambrus albonotatus",NA,"Gambrus albonotatus"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Milesia.ornata","Milesia ornata",NA,"Milesia ornata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Lucilia.sylvarum","Lucilia sylvarum",NA,"Lucilia sylvarum"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Parandrena.andrenoides","Parandrena andrenoides",NA,"Parandrena andrenoides"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Ocyptera.lata","Ocyptera lata",NA,"Ocyptera lata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Notoglossa.inornata","Notoglossa inornata",NA,"Notoglossa inornata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Systoechus.vulgaris","Systoechus vulgaris",NA,"Systoechus vulgaris"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Chilosia.capillata","Chilosia capillata",NA,"Chilosia capillata"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Sphecodium.pimpinellae","Sphecodium pimpinellae",NA,"Sphecodium pimpinellae"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Scotiptera.parvicornis","Scotiptera parvicornis",NA,"Scotiptera parvicornis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Bicyrtes.ventralis","Bicyrtes ventralis",NA,"Bicyrtes ventralis"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Trirhabda.tomentosa","Trirhabda tomentosa",NA,"Trirhabda tomentosa"
"M_062","Asterales","Asteraceae","Bidens","Bidens","Bidens.laevis",1,"Isodontia.apicalis","Isodontia apicalis",NA,"Isodontia apicalis"
"M_072","Asterales","Asteraceae","Bidens","Bidens","Bidens.pilosa",1,"Apis.mellifera","Apis mellifera","Apis mellifera","Apis mellifera"
"M_026","Asterales","Asteraceae","Bidens","Bidens","Bidens.pilosa",1,"Xylocopa.darwini","Xylocopa darwini",NA,"Xylocopa darwini"
"M_072","Asterales","Asteraceae","Bidens","Bidens","Bidens.pilosa",1,"Strymon.eurytulus","Strymon eurytulus",NA,"Strymon eurytulus"
"M_026","Asterales","Asteraceae","Bidens","Bidens","Bidens.pilosa",1,"Phoebis.sennae","Phoebis sennae",NA,"Phoebis sennae"
"M_044","Asterales","Asteraceae","Bidens","Bidens","Bidens.pilosa",1,"Bombylius.major","Bombylius major",NA,"Bombylius major"
"M_072","Asterales","Asteraceae","Bidens","Bidens","Bidens.pilosa",1,"Agraulis.vanillae","Agraulis vanillae",NA,"Agraulis vanillae"
"M_077","Poales","Bromeliaceae","Billbergia","Billbergia","Billbergia.amoena",0.2,"Euglossa.sp","Euglossa sp",NA,"Euglossa sp"
"M_077","Poales","Bromeliaceae","Billbergia","Billbergia","Billbergia.amoena",0.3,"Heliconius.ethilla","Heliconius ethilla",NA,"Heliconius ethilla"
"M_077","Poales","Bromeliaceae","Billbergia","Billbergia","Billbergia.amoena",0.2,"Paracalystos.sp","Paracalystos sp",NA,"Paracalystos sp"
"M_077","Poales","Bromeliaceae","Billbergia","Billbergia","Billbergia.amoena",0.9,"Phaethornis.squalidus","Phaethornis squalidus",NA,"Phaethornis squalidus"
"M_077","Poales","Bromeliaceae","Billbergia","Billbergia","Billbergia.amoena",0.2,"Bombus.morio","Bombus morio",NA,"Bombus morio"
"M_077","Poales","Bromeliaceae","Billbergia","Billbergia","Billbergia.amoena",3.7,"Phaethornis.eurynome","Phaethornis eurynome",NA,"Phaethornis eurynome"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Andrena.flavipes","Andrena flavipes",NA,"Andrena flavipes"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Lasioglossum.lineare","Lasioglossum lineare",NA,"Lasioglossum lineare"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Andrena.balcanica","Andrena balcanica","Andrena canohirta","Andrena canohirta"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Andrena.distinguenda","Andrena distinguenda",NA,"Andrena distinguenda"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Andrena.nigroaenea","Andrena nigroaenea",NA,"Andrena nigroaenea"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Bombylius.undatus","Bombylius undatus",NA,"Bombylius undatus"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Lasioglossum.malachurum","Lasioglossum malachurum",NA,"Lasioglossum malachurum"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Apis.mellifera","Apis mellifera","Apis mellifera","Apis mellifera"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Andrena.bicolor","Andrena bicolor",NA,"Andrena bicolor"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Meliscaeva.auricollis","Meliscaeva auricollis",NA,"Meliscaeva auricollis"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Nomada.propinqua","Nomada propinqua",NA,"Nomada propinqua"
"M_015","Brassicales","Brassicaceae","Biscutella","Biscutella","Biscutella.didyma",1,"Hebecnema.fumosa","Hebecnema fumosa",NA,"Hebecnema fumosa"
