"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual"
"Bauhinia","Bauhinia.divaricata","Solanales","Solanaceae","Bauhinia",TRUE
"Bauhinia","Bauhinia.japonica","Fabales","Fabaceae","Bauhinia",TRUE
"Bauhinia","Bauhinia.japonica","Solanales","Solanaceae","Bauhinia",TRUE
"Befaria","Befaria.glauca","Ericales","Ericaceae","Befaria",TRUE
"Belamcanda","Belamcanda.chinensis",NA,NA,NA,TRUE
"Bellardia","Bellardia.trixago","Lamiales","Orobanchaceae","Bellardia",TRUE
"Bellis","Bellis.annua","Asterales","Asteraceae","Bellis",TRUE
"Benthamida","Benthamida.kousa",NA,NA,NA,TRUE
"Benthamidia","Benthamidia.japonica",NA,NA,NA,TRUE
"Berberis","Berberis.darwinii","Ranunculales","Berberidaceae","Berberis",TRUE
"Berberis","Berberis.thunbergii","Ranunculales","Berberidaceae","Berberis",TRUE
"Berberis","Berberis.empetrifolia","Ranunculales","Berberidaceae","Berberis",TRUE
"Berberis","Berberis.montana","Ranunculales","Berberidaceae","Berberis",TRUE
"Berberis","Berberis.buxifolia","Ranunculales","Berberidaceae","Berberis",TRUE
"Bertiera","Bertiera.zaluzania.","Gentianales","Rubiaceae","Bertiera",TRUE
"Bertiera","Bertiera.zaluzania","Gentianales","Rubiaceae","Bertiera",TRUE
"Besella","Besella.rubra",NA,NA,NA,TRUE
"Besmoscelis","Besmoscelis.villosa",NA,NA,NA,TRUE
"Beta","Beta.vulgaris","Caryophyllales","Amaranthaceae","Beta",TRUE
"Beta","Beta.maritima","Caryophyllales","Amaranthaceae","Beta",TRUE
"Bidens","Bidens.pilosa","Asterales","Asteraceae","Bidens",TRUE
"Bidens","Bidens.aristosa","Asterales","Asteraceae","Bidens",TRUE
"Bidens","Bidens.laevis","Asterales","Asteraceae","Bidens",TRUE
"Bidens","Bidens.frondosa","Asterales","Asteraceae","Bidens",TRUE
"Bidens","Bidens.connata","Asterales","Asteraceae","Bidens",TRUE
"Bidens","Bidens.bipinnata","Asterales","Asteraceae","Bidens",TRUE
"Billbergia","Billbergia.amoena","Poales","Bromeliaceae","Billbergia",TRUE
"Biscutella","Biscutella.didyma","Brassicales","Brassicaceae","Biscutella",TRUE
"Bistorta","Bistorta.tenuicaulis","Caryophyllales","Polygonaceae","Bistorta",TRUE
"Bituminaria","Bituminaria.bituminosa","Fabales","Fabaceae","Bituminaria",TRUE
"Blakea","Blakea.trinervia","Myrtales","Melastomataceae","Blakea",TRUE
"Blastus","Blastus.cochinchinensis","Myrtales","Melastomataceae","Blastus",TRUE
"Blechum","Blechum.pyramidatum","Polypodiales","Blechnaceae","Blechum",TRUE
"Blephilia","Blephilia.hirsuta","Lamiales","Lamiaceae","Blephilia",TRUE
"Blephilia","Blephilia.ciliata","Lamiales","Lamiaceae","Blephilia",TRUE
"Blumenbachia","Blumenbachia.insignis","Cornales","Loasaceae","Blumenbachia",TRUE
"Boltonia","Boltonia.asteroides","Asterales","Asteraceae","Boltonia",TRUE
"Bonnetia","Bonnetia.sessilis","Malpighiales","Bonnetiaceae","Bonnetia",TRUE
"Borreria","Borreria.laevis",NA,NA,NA,TRUE
"Borreria","Borreria.capitata",NA,NA,NA,TRUE
"Bougainvillea","Bougainvillea.sp1.M.PL.026","Caryophyllales","Nyctaginaceae","Bougainvillea",TRUE
"Bourreria","Bourreria.succulenta","Boraginales","Ehretiaceae","Bourreria",TRUE
"Bourreria","Bourreria.succulenta","Boraginales","Boraginaceae","Bourreria",TRUE
"Bowlesia","Bowlesia.tropaeolifolia","Apiales","Apiaceae","Bowlesia",TRUE
"Brachycome","Brachycome.sp1.M.PL.019",NA,NA,NA,TRUE
"Brachycome","Brachycome.stolonifera",NA,NA,NA,TRUE
"Brachycome","Brachycome.scapigera",NA,NA,NA,TRUE
"Brachycome","Brachycome.scapiformis",NA,NA,NA,TRUE
"Brachycome","Brachycome.sinlcairii",NA,NA,NA,TRUE
"Brachyome","Brachyome.sinclairii",NA,NA,NA,TRUE
"Brassica","Brassica.campestris","Brassicales","Brassicaceae","Brassica",TRUE
"Brassica","Brassica.fruticulosa","Brassicales","Brassicaceae","Brassica",TRUE
"Brauneria","Brauneria.purpurea",NA,NA,NA,TRUE
"Brauneria","Brauneria.pallida",NA,NA,NA,TRUE
"Braya","Braya.sp1.M.PL.014","Brassicales","Brassicaceae","Braya",TRUE
"Bredia","Bredia.hirsuta","Myrtales","Melastomataceae","Bredia",TRUE
"Brocchinia","Brocchinia.acuminata","Poales","Bromeliaceae","Brocchinia",TRUE
"Broughtonia","Broughtonia.sanguinea","Asparagales","Orchidaceae","Broughtonia",TRUE
"Buddleia","Buddleia.davidii",NA,NA,NA,TRUE
"Bunchosia","Bunchosia.media","Malpighiales","Malpighiaceae","Bunchosia",TRUE
"Bursera","Bursera.graveolens","Sapindales","Burseraceae","Bursera",TRUE
"Bursera","Bursera.simaruba.","Sapindales","Burseraceae","Bursera",TRUE
"Byrsonia","Byrsonia.coriacea",NA,NA,NA,TRUE
"Byrsonima","Byrsonima.spicata","Malpighiales","Malpighiaceae","Byrsonima",TRUE
"Byrsonima","Byrsonima.gardnerana","Malpighiales","Malpighiaceae","Byrsonima",TRUE
"Byrsonima","Byrsonima.sp1.M.PL.040","Malpighiales","Malpighiaceae","Byrsonima",TRUE
"Cacabus","Cacabus.miersii",NA,NA,NA,TRUE
"Cacalia","Cacalia.adenostyloides","Asterales","Asteraceae","Cacalia",TRUE
"Cacalia","Cacalia.delphiniifolia","Asterales","Asteraceae","Cacalia",TRUE
"Cacalia","Cacalia.atriplicifolia","Asterales","Asteraceae","Cacalia",TRUE
"Cacalia","Cacalia.reniformis","Asterales","Asteraceae","Cacalia",TRUE
"Cacalia","Cacalia.tuberosa","Asterales","Asteraceae","Cacalia",TRUE
"Cacalia","Cacalia.hastata.farfaraefolia","Asterales","Asteraceae","Cacalia",TRUE
"Caesalpinia","Caesalpinia.pulcherrima","Fabales","Fabaceae","Caesalpinia",TRUE
"Caiophora","Caiophora.coronata","Cornales","Loasaceae","Caiophora",TRUE
"Calamagrostis","Calamagrostis.arundinacea","Poales","Poaceae","Calamagrostis",TRUE
"Calandrinia","Calandrinia.uspallatensis","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calandrinia","Calandrinia.affinis","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calandrinia","Calandrinia.picta","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calandrinia","Calandrinia.dianthoides","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calandrinia","Calandrinia.occulta","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calandrinia","Calandrinia.sericea","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calandrinia","Calandrinia.caespitosa","Caryophyllales","Montiaceae","Calandrinia",TRUE
"Calceolaria","Calceolaria.sp","Lamiales","Calceolariaceae","Calceolaria",TRUE
"Calceolaria","Calceolaria.montana","Lamiales","Calceolariaceae","Calceolaria",TRUE
"Calceolaria","Calceolaria.biflora","Lamiales","Calceolariaceae","Calceolaria",TRUE
"Calceolaria","Calceolaria.crenatiflora","Lamiales","Calceolariaceae","Calceolaria",TRUE
"Calceolaria","Calceolaria.arachnoides","Lamiales","Calceolariaceae","Calceolaria",TRUE
"Caldcluvia","Caldcluvia.paniculata","Oxalidales","Cunoniaceae","Caldcluvia",TRUE
"Calea","Calea.lucidivenia","Asterales","Asteraceae","Calea",TRUE
"Calendula","Calendula.arvensis","Asterales","Asteraceae","Calendula",TRUE
"Calendula","Calendula.arvensis","Asterales","Asteraceae","Caltha",FALSE
"Calliandra","Calliandra.tergemina","Fabales","Fabaceae","Calliandra",TRUE
"Callicarpa","Callicarpa.japonica","Lamiales","Lamiaceae","Callicarpa",TRUE
"Calluna","Calluna.vulgaris","Ericales","Ericaceae","Erica",FALSE
"Calluna","Calluna.vulgaris","Ericales","Ericaceae","Calluna",TRUE
"Calochortus","Calochortus.gunnisoni","Liliales","Liliaceae","Calochortus",TRUE
"Calophyllum","Calophyllum.eputamen","Malpighiales","Calophyllaceae","Calophyllum",TRUE
"Calophyllum","Calophyllum.eputamen.var.eputamen","Malpighiales","Calophyllaceae","Calophyllum",TRUE
"Calopogon","Calopogon.pulchellus","Asparagales","Orchidaceae","Calopogon",TRUE
"Caltha","Caltha.palustris.","Ranunculales","Ranunculaceae","Caltha",TRUE
"Caltha","Caltha.palustris.","Asterales","Asteraceae","Caltha",TRUE
"Caltha","Caltha.leptosepala","Ranunculales","Ranunculaceae","Caltha",TRUE
"Caltha","Caltha.leptosepala","Asterales","Asteraceae","Caltha",TRUE
"Calystegia","Calystegia.japonica","Solanales","Convolvulaceae","Calystegia",TRUE
"Calystegia","Calystegia.sepium","Solanales","Convolvulaceae","Calystegia",TRUE
"Camassia","Camassia.esculenta","Asparagales","Asparagaceae","Camassia",TRUE
"Camellia","Camellia.sasanqua","Ericales","Theaceae","Camellia",TRUE
"Camellia","Camellia.japonica","Ericales","Theaceae","Camellia",TRUE
"Campanula","Campanula.punctata.","Asterales","Campanulaceae","Gaertnera",FALSE
"Campanula","Campanula.punctata.","Asterales","Campanulaceae","Azorina",FALSE
"Campanula","Campanula.punctata.","Asterales","Campanulaceae","Campanula",TRUE
"Campanula","Campanula.drabifolia","Asterales","Campanulaceae","Gaertnera",FALSE
"Campanula","Campanula.drabifolia","Asterales","Campanulaceae","Azorina",FALSE
"Campanula","Campanula.drabifolia","Asterales","Campanulaceae","Campanula",TRUE
"Campanula","Campanula.rotundifolia","Asterales","Campanulaceae","Gaertnera",FALSE
"Campanula","Campanula.rotundifolia","Asterales","Campanulaceae","Azorina",FALSE
"Campanula","Campanula.rotundifolia","Asterales","Campanulaceae","Campanula",TRUE
"Campanula","Campanula.americana","Asterales","Campanulaceae","Gaertnera",FALSE
"Campanula","Campanula.americana","Asterales","Campanulaceae","Azorina",FALSE
"Campanula","Campanula.americana","Asterales","Campanulaceae","Campanula",TRUE
"Campnosperma","Campnosperma.seychellarum","Sapindales","Anacardiaceae","Campnosperma",TRUE
"Campsis","Campsis.radicans","Lamiales","Bignoniaceae","Campsis",TRUE
"Campsis","Campsis.grandiflora","Lamiales","Bignoniaceae","Campsis",TRUE
"Canavalia","Canavalia.lineata","Fabales","Fabaceae","Canavalia",TRUE
"Canistrum","Canistrum.triangulare","Poales","Bromeliaceae","Canistrum",TRUE
"Canna","Canna.sp1.M.PL.026","Zingiberales","Cannaceae","Canna",TRUE
"Canna","Canna.glauca","Zingiberales","Cannaceae","Canna",TRUE
"Canthium","Canthium.bibracteatum","Gentianales","Rubiaceae","Canthium",TRUE
"Caperonia","Caperonia.pallustris","Malpighiales","Euphorbiaceae","Caperonia",TRUE
"Capnoides","Capnoides.aureum","Ranunculales","Papaveraceae","Capnoides",TRUE
"Capparis","Capparis.ferruginea","Brassicales","Capparaceae","Capparis",TRUE
"Capparis","Capparis.ovata","Brassicales","Capparaceae","Capparis",TRUE
"Capraria","Capraria.biflora","Lamiales","Scrophulariaceae","Capraria",TRUE
"Capsella","Capsella.bursa-pastoris","Brassicales","Brassicaceae","Capsella",TRUE
"Capsicum","Capsicum.frutescens","Solanales","Solanaceae","Capsicum",TRUE
"Cardamine","Cardamine.tyrata","Brassicales","Brassicaceae","Cardamine",TRUE
"Cardamine","Cardamine.tyrata","Brassicales","Brassicaceae","Dentaria",FALSE
"Cardamine","Cardamine.regeliana","Brassicales","Brassicaceae","Cardamine",TRUE
"Cardamine","Cardamine.regeliana","Brassicales","Brassicaceae","Dentaria",FALSE
"Cardamine","Cardamine.nivalis","Brassicales","Brassicaceae","Cardamine",TRUE
"Cardamine","Cardamine.nivalis","Brassicales","Brassicaceae","Dentaria",FALSE
"Cardamine","Cardamine.angustata.angustata","Brassicales","Brassicaceae","Cardamine",TRUE
"Cardamine","Cardamine.angustata.angustata","Brassicales","Brassicaceae","Dentaria",FALSE
"Cardamine","Cardamine.bulbosa","Brassicales","Brassicaceae","Cardamine",TRUE
"Cardamine","Cardamine.bulbosa","Brassicales","Brassicaceae","Dentaria",FALSE
"Cardamine","Cardamine.tanakae","Brassicales","Brassicaceae","Cardamine",TRUE
"Cardamine","Cardamine.tanakae","Brassicales","Brassicaceae","Dentaria",FALSE
"Cardaria","Cardaria.draba",NA,NA,NA,TRUE
"Cardiandra","Cardiandra.alternifolia",NA,NA,NA,TRUE
"Cardiospermum","Cardiospermum.galapageium","Sapindales","Sapindaceae","Cardiospermum",TRUE
"Cardiospermum","Cardiospermum.galapageium","Sapindales","Sapindaceae","Rhodiola",FALSE
"Carduus","Carduus.pycnocephalus","Asterales","Asteraceae","Carduus",TRUE
"Carduus","Carduus.acanthoides","Asterales","Asteraceae","Carduus",TRUE
"Carduus","Carduus.tenuiflorus","Asterales","Asteraceae","Carduus",TRUE
"Carduus","Carduus.hookerianus","Asterales","Asteraceae","Carduus",TRUE
"Carex","Carex.curvicollis","Poales","Cyperaceae","Carex",TRUE
"Carica","Carica.papaya","Brassicales","Caricaceae","Carica",TRUE
"Carmichaelia","Carmichaelia.angusta","Fabales","Fabaceae","Carmichaelia",TRUE
"Carolus","Carolus.chasei","Malpighiales","Malpighiaceae","Carolus",TRUE
"Carpesium","Carpesium.divaricatum","Asterales","Asteraceae","Carpesium",TRUE
"Carpobrotus","Carpobrotus.sp1.M.PL.058","Caryophyllales","Aizoaceae","Carpobrotus",TRUE
"Caryopteris","Caryopteris.divaricata","Lamiales","Lamiaceae","Caryopteris",TRUE
"Casearia","Casearia.coriacea","Malpighiales","Salicaceae","Casearia",TRUE
"Cassia","Cassia.sp1.M.PL.026","Fabales","Fabaceae","Cassia",TRUE
"Cassia","Cassia.picta","Fabales","Fabaceae","Cassia",TRUE
"Cassia","Cassia.chamaecrista","Fabales","Fabaceae","Cassia",TRUE
"Cassia","Cassia.sp1.M.PL.035","Fabales","Fabaceae","Cassia",TRUE
"Cassia","Cassia.occidentalis","Fabales","Fabaceae","Cassia",TRUE
"Cassia","Cassia.marilandica","Fabales","Fabaceae","Cassia",TRUE
"Cassinia","Cassinia.fulvida","Asterales","Asteraceae","Cassinia",TRUE
"Cassinia","Cassinia.vauvilliersii","Asterales","Asteraceae","Cassinia",TRUE
"Cassinia","Cassinia.vauvilliersi","Asterales","Asteraceae","Cassinia",TRUE
"Cassiope","Cassiope.hypnoides","Ericales","Ericaceae","Cassiope",TRUE
"Cassiope","Cassiope.tetragona","Ericales","Ericaceae","Cassiope",TRUE
"Castalia","Castalia.tuberosa",NA,NA,NA,TRUE
"Castanea","Castanea.crenata","Fagales","Fagaceae","Castanea",TRUE
"Castanopsis","Castanopsis.sieboldii","Fagales","Fagaceae","Castanopsis",TRUE
"Castela","Castela.galapageia","Sapindales","Simaroubaceae","Castela",TRUE
"Castilleia","Castilleia.miniata",NA,NA,NA,TRUE
"Castilleja","Castilleja.coccinea","Lamiales","Orobanchaceae","Castilleja",TRUE
"Catasetum","Catasetum.discolor","Asparagales","Orchidaceae","Catasetum",TRUE
"Catharanthus","Catharanthus.roseus","Gentianales","Apocynaceae","Catharanthus",TRUE
"Caulophyllum","Caulophyllum.thalictroides","Ranunculales","Berberidaceae","Caulophyllum",TRUE
"Cayratia","Cayratia.japonica","Vitales","Vitaceae","Cayratia",TRUE
"Ceanothus","Ceanothus.americanus","Rosales","Rhamnaceae","Ceanothus",TRUE
"Ceballosia","Ceballosia.fruticosa",NA,NA,NA,TRUE
"Cedronella","Cedronella.canariensis","Lamiales","Lamiaceae","Cedronella",TRUE
"Celastrus","Celastrus.scandens","Celastrales","Celastraceae","Celastrus",TRUE
"Celmisia","Celmisia.discolor","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.petiolata","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.longifolia","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.coriacea","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.laricifolia","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.gracilenta","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.lyalii","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.spectabilis","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.sessiliflora","Asterales","Asteraceae","Celmisia",TRUE
"Celmisia","Celmisia.armstrongii","Asterales","Asteraceae","Celmisia",TRUE
"Centaurea","Centaurea.orphanidea","Asterales","Asteraceae","Centaurea",TRUE
"Centaurea","Centaurea.nigra","Asterales","Asteraceae","Centaurea",TRUE
"Centaurea","Centaurea.jacea","Asterales","Asteraceae","Centaurea",TRUE
"Centaurea","Centaurea.raphanina","Asterales","Asteraceae","Centaurea",TRUE
"Centrosema","Centrosema.virginianum","Fabales","Fabaceae","Centrosema",TRUE
"Cephalantera","Cephalantera.falcata",NA,NA,NA,TRUE
"Cephalanthus","Cephalanthus.occidentalis","Gentianales","Rubiaceae","Cephalanthus",TRUE
"Cerastium","Cerastium.mollissimum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.mollissimum","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.alpinum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.alpinum","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.nutans","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.nutans","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.arcticum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.arcticum","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.fontanum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.fontanum","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.arvense","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.arvense","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.vulgatum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.vulgatum","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.glomeratum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.glomeratum","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerastium","Cerastium.montioides","Caryophyllales","Caryophyllaceae","Cerastium",TRUE
"Cerastium","Cerastium.montioides","Caryophyllales","Caryophyllaceae","Myosotis",FALSE
"Cerbera","Cerbera.manghas","Gentianales","Apocynaceae","Cerbera",TRUE
"Cercis","Cercis.siliquastrum","Fabales","Fabaceae","Cercis",TRUE
"Cercis","Cercis.canadensis","Fabales","Fabaceae","Cercis",TRUE
"Chaerophyllum","Chaerophyllum.temulentum","Apiales","Apiaceae","Chaerophyllum",TRUE
"Chaerophyllum","Chaerophyllum.temulentum","Apiales","Apiaceae","Lindera",FALSE
"Chaerophyllum","Chaerophyllum.procumbens","Apiales","Apiaceae","Chaerophyllum",TRUE
"Chaerophyllum","Chaerophyllum.procumbens","Apiales","Apiaceae","Lindera",FALSE
"Chaetanthera","Chaetanthera.microphylla","Asterales","Asteraceae","Chaetanthera",TRUE
"Chaetanthera","Chaetanthera.flabellata","Asterales","Asteraceae","Chaetanthera",TRUE
"Chaetanthera","Chaetanthera.pusilla","Asterales","Asteraceae","Chaetanthera",TRUE
"Chaetanthera","Chaetanthera.euphrasioides","Asterales","Asteraceae","Chaetanthera",TRUE
"Chaetanthera","Chaetanthera.lycopodioides","Asterales","Asteraceae","Chaetanthera",TRUE
"Chaetanthera","Chaetanthera.apiculata","Asterales","Asteraceae","Chaetanthera",TRUE
"Chamaecrista","Chamaecrista.glandulosa","Fabales","Fabaceae","Chamaecrista",TRUE
"Chamaedaphne","Chamaedaphne.calyculata","Ericales","Ericaceae","Chamaedaphne",TRUE
"Chamaenerion","Chamaenerion.angustifolium","Myrtales","Onagraceae","Chamaenerion",TRUE
"Chamaenerium","Chamaenerium.angustifolium",NA,NA,NA,TRUE
"Chamaerops","Chamaerops.humilis","Arecales","Arecaceae","Chamaerops",TRUE
"Chamerion","Chamerion.angustifolium","Myrtales","Onagraceae","Chamerion",TRUE
"Chamomilla","Chamomilla.recutita",NA,NA,NA,TRUE
"Chamomilla","Chamomilla.suaveolens",NA,NA,NA,TRUE
"Chassalia","Chassalia.petrinensis","Gentianales","Rubiaceae","Chassalia",TRUE
"Chassalia","Chassalia.coriacea","Gentianales","Rubiaceae","Chassalia",TRUE
"Chassalia","Chassalia.coriacea.var.coriacea","Gentianales","Rubiaceae","Chassalia",TRUE
"Chelidonium","Chelidonium.majus","Ranunculales","Papaveraceae","Chelidonium",TRUE
"Chicocca","Chicocca.alba",NA,NA,NA,TRUE
"Chimaphila","Chimaphila.umbellata","Ericales","Ericaceae","Chimaphila",TRUE
"Chiococa","Chiococa.alba",NA,NA,NA,TRUE
"Chionographis","Chionographis.japonica",NA,NA,NA,TRUE
"Chondrilla","Chondrilla.ramosissima","Asterales","Asteraceae","Chondrilla",TRUE
"Chondrilla","Chondrilla.juncea","Asterales","Asteraceae","Chondrilla",TRUE
"Chromolanea","Chromolanea.sp1.M.PL.031",NA,NA,NA,TRUE
"Chrysanthemum","Chrysanthemum.maximum","Asterales","Asteraceae","Leucanthemum",FALSE
"Chrysanthemum","Chrysanthemum.maximum","Asterales","Asteraceae","Chrysanthemum",TRUE
"Chrysanthemum","Chrysanthemum.coronarium","Asterales","Asteraceae","Leucanthemum",FALSE
"Chrysanthemum","Chrysanthemum.coronarium","Asterales","Asteraceae","Chrysanthemum",TRUE
"Chrysanthemum","Chrysanthemum.leucanthemum","Asterales","Asteraceae","Leucanthemum",FALSE
"Chrysanthemum","Chrysanthemum.leucanthemum","Asterales","Asteraceae","Chrysanthemum",TRUE
"Chrysobalanus","Chrysobalanus.icaco","Malpighiales","Chrysobalanaceae","Chrysobalanus",TRUE
"Chrysopsis","Chrysopsis.villosa","Asterales","Asteraceae","Chrysopsis",TRUE
"Chuquiraga","Chuquiraga.oppositifolia","Asterales","Asteraceae","Chuquiraga",TRUE
"Cicuta","Cicuta.maculata","Apiales","Apiaceae","Cicuta",TRUE
"Cimicifuga","Cimicifuga.acerina",NA,NA,NA,TRUE
"Cimicifuga","Cimicifuga.simplex",NA,NA,NA,TRUE
"Cinnamomum","Cinnamomum.doederleinii","Laurales","Lauraceae","Cinnamomum",TRUE
"Cinnamomum","Cinnamomum.verum","Laurales","Lauraceae","Cinnamomum",TRUE
"Cinnamomum","Cinnamomum.camphora","Laurales","Lauraceae","Cinnamomum",TRUE
"Circaea","Circaea.lutetiana","Myrtales","Onagraceae","Circaea",TRUE
"Cirsium","Cirsium.vulgare","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.sieboldii","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.arvense","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.japonicum","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.palustre","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.brevicaule","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.pumilum","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.discolor","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.altissimum","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.kagamontanum","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.nipponica","Asterales","Asteraceae","Cirsium",TRUE
"Cirsium","Cirsium.pratensis","Asterales","Asteraceae","Cirsium",TRUE
