"Genero.original","Genero.especie","Orden.GBIF","Familia.GBIF","Genero.GBIF","genero.es.igual","n.fam"
"Bellis","Bellis.annua","Asterales","Asteraceae","Bellis",TRUE,1
"Benthamida","Benthamida.kousa",NA,NA,NA,TRUE,1
"Benthamidia","Benthamidia.japonica",NA,NA,NA,TRUE,1
"Berberis","Berberis.darwinii","Ranunculales","Berberidaceae","Berberis",TRUE,1
"Berberis","Berberis.thunbergii","Ranunculales","Berberidaceae","Berberis",TRUE,1
"Berberis","Berberis.empetrifolia","Ranunculales","Berberidaceae","Berberis",TRUE,1
"Berberis","Berberis.montana","Ranunculales","Berberidaceae","Berberis",TRUE,1
"Berberis","Berberis.buxifolia","Ranunculales","Berberidaceae","Berberis",TRUE,1
"Bertiera","Bertiera.zaluzania.","Gentianales","Rubiaceae","Bertiera",TRUE,1
"Bertiera","Bertiera.zaluzania","Gentianales","Rubiaceae","Bertiera",TRUE,1
"Besella","Besella.rubra",NA,NA,NA,TRUE,1
"Besmoscelis","Besmoscelis.villosa",NA,NA,NA,TRUE,1
"Beta","Beta.vulgaris","Caryophyllales","Amaranthaceae","Beta",TRUE,1
"Beta","Beta.maritima","Caryophyllales","Amaranthaceae","Beta",TRUE,1
"Bidens","Bidens.pilosa","Asterales","Asteraceae","Bidens",TRUE,1
"Bidens","Bidens.aristosa","Asterales","Asteraceae","Bidens",TRUE,1
"Bidens","Bidens.laevis","Asterales","Asteraceae","Bidens",TRUE,1
"Bidens","Bidens.frondosa","Asterales","Asteraceae","Bidens",TRUE,1
"Bidens","Bidens.connata","Asterales","Asteraceae","Bidens",TRUE,1
"Bidens","Bidens.bipinnata","Asterales","Asteraceae","Bidens",TRUE,1
"Billbergia","Billbergia.amoena","Poales","Bromeliaceae","Billbergia",TRUE,1
"Biscutella","Biscutella.didyma","Brassicales","Brassicaceae","Biscutella",TRUE,1
"Bistorta","Bistorta.tenuicaulis","Caryophyllales","Polygonaceae","Bistorta",TRUE,1
"Bituminaria","Bituminaria.bituminosa","Fabales","Fabaceae","Bituminaria",TRUE,1
"Blakea","Blakea.trinervia","Myrtales","Melastomataceae","Blakea",TRUE,1
"Blastus","Blastus.cochinchinensis","Myrtales","Melastomataceae","Blastus",TRUE,1
"Blechum","Blechum.pyramidatum","Polypodiales","Blechnaceae","Blechum",TRUE,1
"Blephilia","Blephilia.hirsuta","Lamiales","Lamiaceae","Blephilia",TRUE,1
"Blephilia","Blephilia.ciliata","Lamiales","Lamiaceae","Blephilia",TRUE,1
"Blumenbachia","Blumenbachia.insignis","Cornales","Loasaceae","Blumenbachia",TRUE,1
"Boltonia","Boltonia.asteroides","Asterales","Asteraceae","Boltonia",TRUE,1
"Bonnetia","Bonnetia.sessilis","Malpighiales","Bonnetiaceae","Bonnetia",TRUE,1
"Borreria","Borreria.laevis",NA,NA,NA,TRUE,1
"Borreria","Borreria.capitata",NA,NA,NA,TRUE,1
"Bougainvillea","Bougainvillea.sp1.M.PL.026","Caryophyllales","Nyctaginaceae","Bougainvillea",TRUE,1
"Bourreria","Bourreria.succulenta","Boraginales","Ehretiaceae","Bourreria",TRUE,2
"Bourreria","Bourreria.succulenta","Boraginales","Boraginaceae","Bourreria",TRUE,2
"Bowlesia","Bowlesia.tropaeolifolia","Apiales","Apiaceae","Bowlesia",TRUE,1
"Brachycome","Brachycome.sp1.M.PL.019",NA,NA,NA,TRUE,1
"Brachycome","Brachycome.stolonifera",NA,NA,NA,TRUE,1
"Brachycome","Brachycome.scapigera",NA,NA,NA,TRUE,1
"Brachycome","Brachycome.scapiformis",NA,NA,NA,TRUE,1
"Brachycome","Brachycome.sinlcairii",NA,NA,NA,TRUE,1
"Brachyome","Brachyome.sinclairii",NA,NA,NA,TRUE,1
"Brassica","Brassica.campestris","Brassicales","Brassicaceae","Brassica",TRUE,1
"Brassica","Brassica.fruticulosa","Brassicales","Brassicaceae","Brassica",TRUE,1
"Brauneria","Brauneria.purpurea",NA,NA,NA,TRUE,1
"Brauneria","Brauneria.pallida",NA,NA,NA,TRUE,1
"Braya","Braya.sp1.M.PL.014","Brassicales","Brassicaceae","Braya",TRUE,1
"Bredia","Bredia.hirsuta","Myrtales","Melastomataceae","Bredia",TRUE,1
"Brocchinia","Brocchinia.acuminata","Poales","Bromeliaceae","Brocchinia",TRUE,1
"Broughtonia","Broughtonia.sanguinea","Asparagales","Orchidaceae","Broughtonia",TRUE,1
"Buddleia","Buddleia.davidii",NA,NA,NA,TRUE,1
"Bunchosia","Bunchosia.media","Malpighiales","Malpighiaceae","Bunchosia",TRUE,1
"Bursera","Bursera.graveolens","Sapindales","Burseraceae","Bursera",TRUE,1
"Bursera","Bursera.simaruba.","Sapindales","Burseraceae","Bursera",TRUE,1
"Byrsonia","Byrsonia.coriacea",NA,NA,NA,TRUE,1
"Byrsonima","Byrsonima.spicata","Malpighiales","Malpighiaceae","Byrsonima",TRUE,1
"Byrsonima","Byrsonima.gardnerana","Malpighiales","Malpighiaceae","Byrsonima",TRUE,1
"Byrsonima","Byrsonima.sp1.M.PL.040","Malpighiales","Malpighiaceae","Byrsonima",TRUE,1
"Cacabus","Cacabus.miersii",NA,NA,NA,TRUE,1
"Cacalia","Cacalia.adenostyloides","Asterales","Asteraceae","Cacalia",TRUE,1
"Cacalia","Cacalia.delphiniifolia","Asterales","Asteraceae","Cacalia",TRUE,1
"Cacalia","Cacalia.atriplicifolia","Asterales","Asteraceae","Cacalia",TRUE,1
"Cacalia","Cacalia.reniformis","Asterales","Asteraceae","Cacalia",TRUE,1
"Cacalia","Cacalia.tuberosa","Asterales","Asteraceae","Cacalia",TRUE,1
"Cacalia","Cacalia.hastata.farfaraefolia","Asterales","Asteraceae","Cacalia",TRUE,1
"Caesalpinia","Caesalpinia.pulcherrima","Fabales","Fabaceae","Caesalpinia",TRUE,1
"Caiophora","Caiophora.coronata","Cornales","Loasaceae","Caiophora",TRUE,1
"Calamagrostis","Calamagrostis.arundinacea","Poales","Poaceae","Calamagrostis",TRUE,1
"Calandrinia","Calandrinia.uspallatensis","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calandrinia","Calandrinia.affinis","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calandrinia","Calandrinia.picta","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calandrinia","Calandrinia.dianthoides","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calandrinia","Calandrinia.occulta","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calandrinia","Calandrinia.sericea","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calandrinia","Calandrinia.caespitosa","Caryophyllales","Montiaceae","Calandrinia",TRUE,1
"Calceolaria","Calceolaria.sp","Lamiales","Calceolariaceae","Calceolaria",TRUE,1
"Calceolaria","Calceolaria.montana","Lamiales","Calceolariaceae","Calceolaria",TRUE,1
"Calceolaria","Calceolaria.biflora","Lamiales","Calceolariaceae","Calceolaria",TRUE,1
"Calceolaria","Calceolaria.crenatiflora","Lamiales","Calceolariaceae","Calceolaria",TRUE,1
"Calceolaria","Calceolaria.arachnoides","Lamiales","Calceolariaceae","Calceolaria",TRUE,1
"Caldcluvia","Caldcluvia.paniculata","Oxalidales","Cunoniaceae","Caldcluvia",TRUE,1
"Calea","Calea.lucidivenia","Asterales","Asteraceae","Calea",TRUE,1
"Calendula","Calendula.arvensis","Asterales","Asteraceae","Calendula",TRUE,1
"Calliandra","Calliandra.tergemina","Fabales","Fabaceae","Calliandra",TRUE,1
"Callicarpa","Callicarpa.japonica","Lamiales","Lamiaceae","Callicarpa",TRUE,1
"Calluna","Calluna.vulgaris","Ericales","Ericaceae","Calluna",TRUE,1
"Calochortus","Calochortus.gunnisoni","Liliales","Liliaceae","Calochortus",TRUE,1
"Calophyllum","Calophyllum.eputamen","Malpighiales","Calophyllaceae","Calophyllum",TRUE,1
"Calophyllum","Calophyllum.eputamen.var.eputamen","Malpighiales","Calophyllaceae","Calophyllum",TRUE,1
"Calopogon","Calopogon.pulchellus","Asparagales","Orchidaceae","Calopogon",TRUE,1
"Caltha","Caltha.palustris.","Ranunculales","Ranunculaceae","Caltha",TRUE,2
"Caltha","Caltha.palustris.","Asterales","Asteraceae","Caltha",TRUE,2
"Caltha","Caltha.leptosepala","Ranunculales","Ranunculaceae","Caltha",TRUE,2
"Caltha","Caltha.leptosepala","Asterales","Asteraceae","Caltha",TRUE,2
"Calystegia","Calystegia.japonica","Solanales","Convolvulaceae","Calystegia",TRUE,1
"Calystegia","Calystegia.sepium","Solanales","Convolvulaceae","Calystegia",TRUE,1
"Camassia","Camassia.esculenta","Asparagales","Asparagaceae","Camassia",TRUE,1
"Camellia","Camellia.sasanqua","Ericales","Theaceae","Camellia",TRUE,1
"Camellia","Camellia.japonica","Ericales","Theaceae","Camellia",TRUE,1
"Campanula","Campanula.punctata.","Asterales","Campanulaceae","Campanula",TRUE,1
"Campanula","Campanula.drabifolia","Asterales","Campanulaceae","Campanula",TRUE,1
"Campanula","Campanula.rotundifolia","Asterales","Campanulaceae","Campanula",TRUE,1
"Campanula","Campanula.americana","Asterales","Campanulaceae","Campanula",TRUE,1
"Campnosperma","Campnosperma.seychellarum","Sapindales","Anacardiaceae","Campnosperma",TRUE,1
"Campsis","Campsis.radicans","Lamiales","Bignoniaceae","Campsis",TRUE,1
"Campsis","Campsis.grandiflora","Lamiales","Bignoniaceae","Campsis",TRUE,1
"Canavalia","Canavalia.lineata","Fabales","Fabaceae","Canavalia",TRUE,1
"Canistrum","Canistrum.triangulare","Poales","Bromeliaceae","Canistrum",TRUE,1
"Canna","Canna.sp1.M.PL.026","Zingiberales","Cannaceae","Canna",TRUE,1
"Canna","Canna.glauca","Zingiberales","Cannaceae","Canna",TRUE,1
"Canthium","Canthium.bibracteatum","Gentianales","Rubiaceae","Canthium",TRUE,1
"Caperonia","Caperonia.pallustris","Malpighiales","Euphorbiaceae","Caperonia",TRUE,1
"Capnoides","Capnoides.aureum","Ranunculales","Papaveraceae","Capnoides",TRUE,1
"Capparis","Capparis.ferruginea","Brassicales","Capparaceae","Capparis",TRUE,1
"Capparis","Capparis.ovata","Brassicales","Capparaceae","Capparis",TRUE,1
"Capraria","Capraria.biflora","Lamiales","Scrophulariaceae","Capraria",TRUE,1
"Capsella","Capsella.bursa-pastoris","Brassicales","Brassicaceae","Capsella",TRUE,1
"Capsicum","Capsicum.frutescens","Solanales","Solanaceae","Capsicum",TRUE,1
"Cardamine","Cardamine.tyrata","Brassicales","Brassicaceae","Cardamine",TRUE,1
"Cardamine","Cardamine.regeliana","Brassicales","Brassicaceae","Cardamine",TRUE,1
"Cardamine","Cardamine.nivalis","Brassicales","Brassicaceae","Cardamine",TRUE,1
"Cardamine","Cardamine.angustata.angustata","Brassicales","Brassicaceae","Cardamine",TRUE,1
"Cardamine","Cardamine.bulbosa","Brassicales","Brassicaceae","Cardamine",TRUE,1
"Cardamine","Cardamine.tanakae","Brassicales","Brassicaceae","Cardamine",TRUE,1
"Cardaria","Cardaria.draba",NA,NA,NA,TRUE,1
"Cardiandra","Cardiandra.alternifolia",NA,NA,NA,TRUE,1
"Cardiospermum","Cardiospermum.galapageium","Sapindales","Sapindaceae","Cardiospermum",TRUE,1
"Carduus","Carduus.pycnocephalus","Asterales","Asteraceae","Carduus",TRUE,1
"Carduus","Carduus.acanthoides","Asterales","Asteraceae","Carduus",TRUE,1
"Carduus","Carduus.tenuiflorus","Asterales","Asteraceae","Carduus",TRUE,1
"Carduus","Carduus.hookerianus","Asterales","Asteraceae","Carduus",TRUE,1
"Carex","Carex.curvicollis","Poales","Cyperaceae","Carex",TRUE,1
"Carica","Carica.papaya","Brassicales","Caricaceae","Carica",TRUE,1
"Carmichaelia","Carmichaelia.angusta","Fabales","Fabaceae","Carmichaelia",TRUE,1
"Carolus","Carolus.chasei","Malpighiales","Malpighiaceae","Carolus",TRUE,1
"Carpesium","Carpesium.divaricatum","Asterales","Asteraceae","Carpesium",TRUE,1
"Carpobrotus","Carpobrotus.sp1.M.PL.058","Caryophyllales","Aizoaceae","Carpobrotus",TRUE,1
"Caryopteris","Caryopteris.divaricata","Lamiales","Lamiaceae","Caryopteris",TRUE,1
"Casearia","Casearia.coriacea","Malpighiales","Salicaceae","Casearia",TRUE,1
"Cassia","Cassia.sp1.M.PL.026","Fabales","Fabaceae","Cassia",TRUE,1
"Cassia","Cassia.picta","Fabales","Fabaceae","Cassia",TRUE,1
"Cassia","Cassia.chamaecrista","Fabales","Fabaceae","Cassia",TRUE,1
"Cassia","Cassia.sp1.M.PL.035","Fabales","Fabaceae","Cassia",TRUE,1
"Cassia","Cassia.occidentalis","Fabales","Fabaceae","Cassia",TRUE,1
"Cassia","Cassia.marilandica","Fabales","Fabaceae","Cassia",TRUE,1
"Cassinia","Cassinia.fulvida","Asterales","Asteraceae","Cassinia",TRUE,1
"Cassinia","Cassinia.vauvilliersii","Asterales","Asteraceae","Cassinia",TRUE,1
"Cassinia","Cassinia.vauvilliersi","Asterales","Asteraceae","Cassinia",TRUE,1
"Cassiope","Cassiope.hypnoides","Ericales","Ericaceae","Cassiope",TRUE,1
"Cassiope","Cassiope.tetragona","Ericales","Ericaceae","Cassiope",TRUE,1
"Castalia","Castalia.tuberosa",NA,NA,NA,TRUE,1
"Castanea","Castanea.crenata","Fagales","Fagaceae","Castanea",TRUE,1
"Castanopsis","Castanopsis.sieboldii","Fagales","Fagaceae","Castanopsis",TRUE,1
"Castela","Castela.galapageia","Sapindales","Simaroubaceae","Castela",TRUE,1
"Castilleia","Castilleia.miniata",NA,NA,NA,TRUE,1
"Castilleja","Castilleja.coccinea","Lamiales","Orobanchaceae","Castilleja",TRUE,1
"Catasetum","Catasetum.discolor","Asparagales","Orchidaceae","Catasetum",TRUE,1
"Catharanthus","Catharanthus.roseus","Gentianales","Apocynaceae","Catharanthus",TRUE,1
"Caulophyllum","Caulophyllum.thalictroides","Ranunculales","Berberidaceae","Caulophyllum",TRUE,1
"Cayratia","Cayratia.japonica","Vitales","Vitaceae","Cayratia",TRUE,1
"Ceanothus","Ceanothus.americanus","Rosales","Rhamnaceae","Ceanothus",TRUE,1
"Ceballosia","Ceballosia.fruticosa",NA,NA,NA,TRUE,1
"Cedronella","Cedronella.canariensis","Lamiales","Lamiaceae","Cedronella",TRUE,1
"Celastrus","Celastrus.scandens","Celastrales","Celastraceae","Celastrus",TRUE,1
"Celmisia","Celmisia.discolor","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.petiolata","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.longifolia","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.coriacea","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.laricifolia","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.gracilenta","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.lyalii","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.spectabilis","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.sessiliflora","Asterales","Asteraceae","Celmisia",TRUE,1
"Celmisia","Celmisia.armstrongii","Asterales","Asteraceae","Celmisia",TRUE,1
"Centaurea","Centaurea.orphanidea","Asterales","Asteraceae","Centaurea",TRUE,1
"Centaurea","Centaurea.nigra","Asterales","Asteraceae","Centaurea",TRUE,1
"Centaurea","Centaurea.jacea","Asterales","Asteraceae","Centaurea",TRUE,1
"Centaurea","Centaurea.raphanina","Asterales","Asteraceae","Centaurea",TRUE,1
"Centrosema","Centrosema.virginianum","Fabales","Fabaceae","Centrosema",TRUE,1
"Cephalantera","Cephalantera.falcata",NA,NA,NA,TRUE,1
"Cephalanthus","Cephalanthus.occidentalis","Gentianales","Rubiaceae","Cephalanthus",TRUE,1
"Cerastium","Cerastium.mollissimum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.alpinum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.nutans","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.arcticum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.fontanum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.arvense","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.vulgatum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.glomeratum","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerastium","Cerastium.montioides","Caryophyllales","Caryophyllaceae","Cerastium",TRUE,1
"Cerbera","Cerbera.manghas","Gentianales","Apocynaceae","Cerbera",TRUE,1
"Cercis","Cercis.siliquastrum","Fabales","Fabaceae","Cercis",TRUE,1
"Cercis","Cercis.canadensis","Fabales","Fabaceae","Cercis",TRUE,1
"Chaerophyllum","Chaerophyllum.temulentum","Apiales","Apiaceae","Chaerophyllum",TRUE,1
"Chaerophyllum","Chaerophyllum.procumbens","Apiales","Apiaceae","Chaerophyllum",TRUE,1
"Chaetanthera","Chaetanthera.microphylla","Asterales","Asteraceae","Chaetanthera",TRUE,1
"Chaetanthera","Chaetanthera.flabellata","Asterales","Asteraceae","Chaetanthera",TRUE,1
"Chaetanthera","Chaetanthera.pusilla","Asterales","Asteraceae","Chaetanthera",TRUE,1
"Chaetanthera","Chaetanthera.euphrasioides","Asterales","Asteraceae","Chaetanthera",TRUE,1
"Chaetanthera","Chaetanthera.lycopodioides","Asterales","Asteraceae","Chaetanthera",TRUE,1
"Chaetanthera","Chaetanthera.apiculata","Asterales","Asteraceae","Chaetanthera",TRUE,1
"Chamaecrista","Chamaecrista.glandulosa","Fabales","Fabaceae","Chamaecrista",TRUE,1
"Chamaedaphne","Chamaedaphne.calyculata","Ericales","Ericaceae","Chamaedaphne",TRUE,1
"Chamaenerion","Chamaenerion.angustifolium","Myrtales","Onagraceae","Chamaenerion",TRUE,1
"Chamaenerium","Chamaenerium.angustifolium",NA,NA,NA,TRUE,1
"Chamaerops","Chamaerops.humilis","Arecales","Arecaceae","Chamaerops",TRUE,1
"Chamerion","Chamerion.angustifolium","Myrtales","Onagraceae","Chamerion",TRUE,1
"Chamomilla","Chamomilla.recutita",NA,NA,NA,TRUE,1
"Chamomilla","Chamomilla.suaveolens",NA,NA,NA,TRUE,1
"Chassalia","Chassalia.petrinensis","Gentianales","Rubiaceae","Chassalia",TRUE,1
"Chassalia","Chassalia.coriacea","Gentianales","Rubiaceae","Chassalia",TRUE,1
"Chassalia","Chassalia.coriacea.var.coriacea","Gentianales","Rubiaceae","Chassalia",TRUE,1
"Chelidonium","Chelidonium.majus","Ranunculales","Papaveraceae","Chelidonium",TRUE,1
"Chicocca","Chicocca.alba",NA,NA,NA,TRUE,1
"Chimaphila","Chimaphila.umbellata","Ericales","Ericaceae","Chimaphila",TRUE,1
"Chiococa","Chiococa.alba",NA,NA,NA,TRUE,1
"Chionographis","Chionographis.japonica",NA,NA,NA,TRUE,1
"Chondrilla","Chondrilla.ramosissima","Asterales","Asteraceae","Chondrilla",TRUE,1
"Chondrilla","Chondrilla.juncea","Asterales","Asteraceae","Chondrilla",TRUE,1
"Chromolanea","Chromolanea.sp1.M.PL.031",NA,NA,NA,TRUE,1
"Chrysanthemum","Chrysanthemum.maximum","Asterales","Asteraceae","Chrysanthemum",TRUE,1
"Chrysanthemum","Chrysanthemum.coronarium","Asterales","Asteraceae","Chrysanthemum",TRUE,1
"Chrysanthemum","Chrysanthemum.leucanthemum","Asterales","Asteraceae","Chrysanthemum",TRUE,1
"Chrysobalanus","Chrysobalanus.icaco","Malpighiales","Chrysobalanaceae","Chrysobalanus",TRUE,1
"Chrysopsis","Chrysopsis.villosa","Asterales","Asteraceae","Chrysopsis",TRUE,1
"Chuquiraga","Chuquiraga.oppositifolia","Asterales","Asteraceae","Chuquiraga",TRUE,1
"Cicuta","Cicuta.maculata","Apiales","Apiaceae","Cicuta",TRUE,1
"Cimicifuga","Cimicifuga.acerina",NA,NA,NA,TRUE,1
"Cimicifuga","Cimicifuga.simplex",NA,NA,NA,TRUE,1
"Cinnamomum","Cinnamomum.doederleinii","Laurales","Lauraceae","Cinnamomum",TRUE,1
"Cinnamomum","Cinnamomum.verum","Laurales","Lauraceae","Cinnamomum",TRUE,1
"Cinnamomum","Cinnamomum.camphora","Laurales","Lauraceae","Cinnamomum",TRUE,1
"Circaea","Circaea.lutetiana","Myrtales","Onagraceae","Circaea",TRUE,1
"Cirsium","Cirsium.vulgare","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.sieboldii","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.arvense","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.japonicum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.palustre","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.brevicaule","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.pumilum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.discolor","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.altissimum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.kagamontanum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.nipponica","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.pratensis","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.microspicatum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.oleraceum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.suffultum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.effusum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cirsium","Cirsium.lanceolatum","Asterales","Asteraceae","Cirsium",TRUE,1
"Cissus","Cissus.sicycoides","Vitales","Vitaceae","Cissus",TRUE,1
"Cistus","Cistus.salvifolius","Ericales","Balsaminaceae","Cistus",TRUE,2
"Cistus","Cistus.salvifolius","Malvales","Cistaceae","Cistus",TRUE,2
"Cistus","Cistus.libanotis","Ericales","Balsaminaceae","Cistus",TRUE,2
"Cistus","Cistus.libanotis","Malvales","Cistaceae","Cistus",TRUE,2
"Cistus","Cistus.monspeliensis","Ericales","Balsaminaceae","Cistus",TRUE,2
"Cistus","Cistus.monspeliensis","Malvales","Cistaceae","Cistus",TRUE,2
"Cistus","Cistus.albidus","Ericales","Balsaminaceae","Cistus",TRUE,2
"Cistus","Cistus.albidus","Malvales","Cistaceae","Cistus",TRUE,2
"Cistus","Cistus.parviflorus","Ericales","Balsaminaceae","Cistus",TRUE,2
"Cistus","Cistus.parviflorus","Malvales","Cistaceae","Cistus",TRUE,2
"Citrus","Citrus.tachibana","Sapindales","Rutaceae","Citrus",TRUE,1
"Cladrastis","Cladrastis.sikokiana","Fabales","Fabaceae","Cladrastis",TRUE,1
"Claoxylon","Claoxylon.linostachys","Malpighiales","Euphorbiaceae","Claoxylon",TRUE,1
"Claoxylon","Claoxylon.linostachys.ssp.brachyphyllum","Malpighiales","Euphorbiaceae","Claoxylon",TRUE,1
"Clarkia","Clarkia.tenella","Myrtales","Onagraceae","Clarkia",TRUE,1
"Claytonia","Claytonia.virginica","Caryophyllales","Montiaceae","Claytonia",TRUE,2
"Claytonia","Claytonia.virginica","Solanales","Montiniaceae","Claytonia",TRUE,2
"Cleanthes","Cleanthes.brasiliensis",NA,NA,NA,TRUE,1
"Clematis","Clematis.terniflora","Ranunculales","Ranunculaceae","Clematis",TRUE,1
"Clematis","Clematis.pitcheri","Ranunculales","Ranunculaceae","Clematis",TRUE,1
"Clematis","Clematis.virginiana","Ranunculales","Ranunculaceae","Clematis",TRUE,1
"Clematis","Clematis.apiifolia","Ranunculales","Ranunculaceae","Clematis",TRUE,1
"Clematis","Clematis.grata","Ranunculales","Ranunculaceae","Clematis",TRUE,1
"Clematis","Clematis.vitalba","Ranunculales","Ranunculaceae","Clematis",TRUE,1
"Clementsia","Clementsia.rhodantha",NA,NA,NA,TRUE,1
"Cleome","Cleome.serrulata","Brassicales","Cleomaceae","Cleome",TRUE,1
"Clerodendron","Clerodendron.trichotomum",NA,NA,NA,TRUE,1
"Clerodendrum","Clerodendrum.molle.var.","Lamiales","Lamiaceae","Clerodendrum",TRUE,1
"Clerodendrum","Clerodendrum.trichotomum","Lamiales","Lamiaceae","Clerodendrum",TRUE,1
"Clerodendrum","Clerodendrum.molle","Lamiales","Lamiaceae","Clerodendrum",TRUE,1
"Clerodendrum","Clerodendrum.molle.glabr.","Lamiales","Lamiaceae","Clerodendrum",TRUE,1
"Clethra","Clethra.barvinervis","Ericales","Clethraceae","Clethra",TRUE,1
"Clethra","Clethra.barbinervis","Ericales","Clethraceae","Clethra",TRUE,1
"Clidemia","Clidemia.capitellata",NA,NA,NA,TRUE,1
"Clinopodium","Clinopodium.micranthum","Lamiales","Lamiaceae","Clinopodium",TRUE,1
"Clinopodium","Clinopodium.chinense.grandiflorum","Lamiales","Lamiaceae","Clinopodium",TRUE,1
"Clintonia","Clintonia.borealis","Liliales","Liliaceae","Clintonia",TRUE,2
