"S","OS","WN","ST","periodo","periodo.n"
0.397727272727273,0.53469387755102,0.679775280898876,0.145081403347856,"2006-2007",1
0.252252252252252,0.530562347188264,0.64963503649635,0.119072689308086,"2007-2008",2
0.164658634538153,0.50990990990991,0.576323987538941,0.066414077629031,"2008-2009",3
0.275229357798165,0.515892420537897,0.615533980582524,0.0996415600446268,"2009-2010",4
0.235023041474654,0.561538461538462,0.651908396946565,0.0903699354081033,"2010-2011",5
