"","esp","ID","Orden.GBIF","Familia.GBIF","Genero.GBIF","Genero.original","planta","interaccion","especie","Aceptado","sp.armonizado","genero.x","genero.y","orden","familia"
"124","Agapostemon texanus","M_062","Ranunculales","Ranunculaceae","Anemonella","Anemonella","Anemonella.thalictroides",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"125","Agapostemon texanus","M_062","Asterales","Asteraceae","Aster","Aster","Aster.ericoides.villosus",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"126","Agapostemon texanus","M_062","Myrtales","Onagraceae","Circaea","Circaea","Circaea.lutetiana",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"127","Agapostemon texanus","M_062","Asterales","Asteraceae","Coreopsis","Coreopsis","Coreopsis.tripteris",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"128","Agapostemon texanus","M_062","Asterales","Asteraceae","Antennaria","Antennaria","Antennaria.plantaginifolia",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"129","Agapostemon texanus","M_062","Santalales","Comandraceae","Comandra","Comandra","Comandra.umbellata",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"130","Agapostemon texanus","M_062","Asterales","Asteraceae","Achillea","Achillea","Achillea.millefolium",1,"Agapostemon.texanus",NA,"Agapostemon texanus","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"131","Agapostemon virescens","M_073","Asterales","Asteraceae","Polymnia","Polymnia","Polymnia.uvedalia",1,"Agapostemon.virescens",NA,"Agapostemon virescens","Agapostemon","Agapostemon","Hymenoptera","Halictidae"
"132","Alloscirtetica antarctica","M_022","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.junceum",1,"Alloscirtetica.antarctica",NA,"Alloscirtetica antarctica","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"133","Alloscirtetica gayi","M_001","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.albicaulis",1,"Alloscirtetica.gayi",NA,"Alloscirtetica gayi","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"134","Alloscirtetica gayi","M_001",NA,NA,NA,"Alstromemeria","Alstromemeria.pallida",1,"Alloscirtetica.gayi",NA,"Alloscirtetica gayi","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"135","Alloscirtetica herbsti","M_023","Asterales","Asteraceae","Grindelia","Grindelia","Grindelia.chiloensis",1,"Alloscirtetica.herbsti",NA,"Alloscirtetica herbsti","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"136","Alloscirtetica rufitarsis","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.conferta",1,"Alloscirtetica.rufitarsis",NA,"Alloscirtetica rufitarsis","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"137","Alloscirtetica rufitarsis","M_001","Boraginales","Hydrophyllaceae","Phacelia","Phacelia","Phacelia.secunda",1,"Alloscirtetica.rufitarsis",NA,"Alloscirtetica rufitarsis","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"138","Alloscirtetica rufitarsis","M_001","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.albicaulis",1,"Alloscirtetica.rufitarsis",NA,"Alloscirtetica rufitarsis","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"139","Alloscirtetica rufitarsis","M_002","Fabales","Fabaceae","Anarthrophyllum","Anarthrophyllum","Anarthrophyllum.cumingii",1,"Alloscirtetica.rufitarsis",NA,"Alloscirtetica rufitarsis","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"140","Alloscirtetica sp","M_001","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.albicaulis",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"141","Alloscirtetica sp","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.radicifolia",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"142","Alloscirtetica sp","M_002","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.curvicaulis",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"143","Alloscirtetica sp","M_001","Fabales","Fabaceae","Adesmia","Adesmia","Adesmia.conferta",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"144","Alloscirtetica sp","M_001","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.sp",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"145","Alloscirtetica sp","M_002","Fabales","Fabaceae","Anarthrophyllum","Anarthrophyllum","Anarthrophyllum.gayanum",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"146","Alloscirtetica sp","M_001","Asterales","Asteraceae","Senecio","Senecio","Senecio.lithostaurus",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"147","Alloscirtetica sp","M_001",NA,NA,NA,"Scypanthus","Scypanthus.elegans",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"148","Alloscirtetica sp","M_001",NA,NA,NA,"Alstromemeria","Alstromemeria.pallida",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"149","Alloscirtetica sp","M_001","Fabales","Fabaceae","Astragalus","Astragalus","Astragalus.curvicaulis",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"150","Alloscirtetica sp","M_001","Boraginales","Hydrophyllaceae","Phacelia","Phacelia","Phacelia.secunda",1,"Alloscirtetica.sp",NA,"Alloscirtetica sp","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"151","Alloscirtetica sp1 M PL 022","M_022","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium","Sisyrinchium.junceum",1,"Alloscirtetica.sp1.M.PL.022",NA,"Alloscirtetica sp1 M PL 022","Alloscirtetica","Alloscirtetica","Hymenoptera","Apidae"
"152","Amegilla albigena","M_015","Ranunculales","Ranunculaceae","Delphinium","Delphinium","Delphinium.peregrinum",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"153","Amegilla albigena","M_015","Malpighiales","Hypericaceae","Hypericum","Hypericum","Hypericum.triquetrifolium",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"154","Amegilla albigena","M_015","Malvales","Cistaceae","Fumana","Fumana","Fumana.thymifolia",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"155","Amegilla albigena","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.dolosum",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"156","Amegilla albigena","M_015","Boraginales","Boraginaceae","Echium","Echium","Echium.angustifolium",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"157","Amegilla albigena","M_015","Malvales","Cistaceae","Fumana","Fumana","Fumana.arabica",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"158","Amegilla albigena","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.hirsutissimum",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"159","Amegilla albigena","M_015","Cucurbitales","Cucurbitaceae","Ecballium","Ecballium","Ecballium.elaterium",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"160","Amegilla albigena","M_015","Lamiales","Lamiaceae","Thymus","Thymus","Thymus.capitatus",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"161","Amegilla albigena","M_015","Asterales","Asteraceae","Echinops","Echinops","Echinops.microcephalus",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"162","Amegilla albigena","M_015","Lamiales","Lamiaceae","Ballota","Ballota","Ballota.acetabulosa",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"163","Amegilla albigena","M_015","Ericales","Primulaceae","Cyclamen","Cyclamen","Cyclamen.graecum",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"164","Amegilla albigena","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.europaeum",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"165","Amegilla albigena","M_015","Lamiales","Lamiaceae","Stachys","Stachys","Stachys.cretica",1,"Amegilla.albigena",NA,"Amegilla albigena","Amegilla","Amegilla","Hymenoptera","Apidae"
"166","Amegilla canifrons","M_050",NA,NA,NA,"Parolinea","Parolinea.intermedia",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"167","Amegilla canifrons","M_039","Lamiales","Lamiaceae","Lavandula","Lavandula","Lavandula.buchii",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"168","Amegilla canifrons","M_039","Boraginales","Boraginaceae","Echium","Echium","Echium.aculeatum",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"169","Amegilla canifrons","M_039","Fabales","Fabaceae","Lotus","Lotus","Lotus.glaucus",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"170","Amegilla canifrons","M_050","Lamiales","Lamiaceae","Lavandula","Lavandula","Lavandula.buchii",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"171","Amegilla canifrons","M_039","Boraginales","Boraginaceae","Echium","Echium","Echium.plantagineum",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"172","Amegilla canifrons","M_039","Asterales","Asteraceae","Galactites","Galactites","Galactites.tomentosa",1,"Amegilla.canifrons","Amegilla canifrons","Amegilla canifrons","Amegilla","Amegilla","Hymenoptera","Apidae"
"173","Amegilla dulcifera subflavescens","M_044","Myrtales","Melastomataceae","Melastoma","Melastoma","Melastoma.candidum",2,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"174","Amegilla dulcifera subflavescens","M_044","Ericales","Primulaceae","Ardisia","Ardisia","Ardisia.quinquegona",1,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"175","Amegilla dulcifera subflavescens","M_044","Malvales","Malvaceae","Hibiscus","Hibiscus","Hibiscus.maleinoi",1,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"176","Amegilla dulcifera subflavescens","M_044","Zingiberales","Zingiberaceae","Alpinia","Alpinia","Alpinia.sp1.M.PL.044",2,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"177","Amegilla dulcifera subflavescens","M_044","Zingiberales","Zingiberaceae","Alpinia","Alpinia","Alpinia.intermedia",3,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"178","Amegilla dulcifera subflavescens","M_044",NA,NA,NA,"Kandetia","Kandetia.candel",4,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"179","Amegilla dulcifera subflavescens","M_044","Zingiberales","Zingiberaceae","Alpinia","Alpinia","Alpinia.formosana",1,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"180","Amegilla dulcifera subflavescens","M_044","Asterales","Goodeniaceae","Scaevola","Scaevola","Scaevola.frutescens",2,"Amegilla.dulcifera.subflavescens",NA,"Amegilla dulcifera subflavescens","Amegilla","Amegilla","Hymenoptera","Apidae"
"181","Amegilla fasciata","M_016","Malvales","Thymelaeaceae","Daphne","Daphne","Daphne.gnidium",1,"Amegilla.fasciata",NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"182","Amegilla fasciata","M_016",NA,NA,NA,NA,"Asparagus.aphyllus",1,"Amegilla.fasciata",NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"183","Amegilla fasciata","M_016","Myrtales","Myrtaceae","Myrtus","Myrtus","Myrtus.communis",1,"Amegilla.fasciata",NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"184","Amegilla fasciata","M_016","Ericales","Ericaceae","Erica","Erica","Erica.ciliaris",1,"Amegilla.fasciata",NA,"Amegilla fasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"185","Amegilla quadrifasciata","M_015","Ranunculales","Ranunculaceae","Delphinium","Delphinium","Delphinium.peregrinum",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"186","Amegilla quadrifasciata","M_015","Lamiales","Lamiaceae","Ballota","Ballota","Ballota.acetabulosa",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"187","Amegilla quadrifasciata","M_050","Boraginales","Boraginaceae","Echium","Echium","Echium.bonnetii",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"188","Amegilla quadrifasciata","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.hirsutissimum",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"189","Amegilla quadrifasciata","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.europaeum",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"190","Amegilla quadrifasciata","M_039","Lamiales","Lamiaceae","Lavandula","Lavandula","Lavandula.buchii",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"191","Amegilla quadrifasciata","M_050","Boraginales","Boraginaceae","Echium","Echium","Echium.aculeatum",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"192","Amegilla quadrifasciata","M_039","Oxalidales","Oxalidaceae","Oxalis","Oxalis","Oxalis.pes-caprae",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"193","Amegilla quadrifasciata","M_015","Boraginales","Heliotropiaceae","Heliotropium","Heliotropium","Heliotropium.dolosum",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"194","Amegilla quadrifasciata","M_016","Dipsacales","Caprifoliaceae","Lonicera","Lonicera","Lonicera.periclymenum",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"195","Amegilla quadrifasciata","M_016","Ericales","Ericaceae","Erica","Erica","Erica.ciliaris",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"196","Amegilla quadrifasciata","M_015","Boraginales","Boraginaceae","Echium","Echium","Echium.angustifolium",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"197","Amegilla quadrifasciata","M_015","Brassicales","Capparaceae","Capparis","Capparis","Capparis.ovata",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"198","Amegilla quadrifasciata","M_050","Lamiales","Lamiaceae","Lavandula","Lavandula","Lavandula.buchii",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"199","Amegilla quadrifasciata","M_039","Fabales","Fabaceae","Bituminaria","Bituminaria","Bituminaria.bituminosa",1,"Amegilla.quadrifasciata","Amegilla quadrifasciata","Amegilla quadrifasciata","Amegilla","Amegilla","Hymenoptera","Apidae"
"200","Amegilla sp1 M PL 050","M_050","Lamiales","Lamiaceae","Lavandula","Lavandula","Lavandula.buchii",1,"Amegilla.sp1.M.PL.050",NA,"Amegilla sp1 M PL 050","Amegilla","Amegilla","Hymenoptera","Apidae"
"201","Amegilla sp1 M PL 050","M_050",NA,NA,NA,"Parolinea","Parolinea.intermedia",1,"Amegilla.sp1.M.PL.050",NA,"Amegilla sp1 M PL 050","Amegilla","Amegilla","Hymenoptera","Apidae"
"202","Amegilla sp1 M PL 050","M_050","Solanales","Convolvulaceae","Convolvulus","Convolvulus","Convolvulus.sp1.M.PL.050",1,"Amegilla.sp1.M.PL.050",NA,"Amegilla sp1 M PL 050","Amegilla","Amegilla","Hymenoptera","Apidae"
"203","Amegilla sp1 M PL 058","M_039","Boraginales","Boraginaceae","Echium","Echium","Echium.aculeatum",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"204","Amegilla sp1 M PL 058","M_039","Fabales","Fabaceae","Bituminaria","Bituminaria","Bituminaria.bituminosa",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"205","Amegilla sp1 M PL 058","M_039","Asterales","Asteraceae","Galactites","Galactites","Galactites.tomentosa",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"206","Amegilla sp1 M PL 058","M_039","Asterales","Asteraceae","Argyranthemum","Argyranthemum","Argyranthemum.frutescens",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"207","Amegilla sp1 M PL 058","M_039","Solanales","Convolvulaceae","Convolvulus","Convolvulus","Convolvulus.floridus",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"208","Amegilla sp1 M PL 058","M_039","Boraginales","Boraginaceae","Echium","Echium","Echium.plantagineum",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"209","Amegilla sp1 M PL 058","M_039","Lamiales","Lamiaceae","Lavandula","Lavandula","Lavandula.buchii",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"210","Amegilla sp1 M PL 058","M_039","Fabales","Fabaceae","Lotus","Lotus","Lotus.glaucus",1,"Amegilla.sp1.M.PL.058",NA,"Amegilla sp1 M PL 058","Amegilla","Amegilla","Hymenoptera","Apidae"
"211","Amegilla walshii","M_062","Apiales","Apiaceae","Anethum","Anethum","Anethum.graveolens",1,"Amegilla.walshii",NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"212","Amegilla walshii","M_062","Lamiales","Lamiaceae","Agastache","Agastache","Agastache.nepetoides",1,"Amegilla.walshii",NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"213","Amegilla walshii","M_062","Alismatales","Alismataceae","Alisma","Alisma","Alisma.plantago.aquatica",1,"Amegilla.walshii",NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"214","Amegilla walshii","M_062","Ranunculales","Ranunculaceae","Anemonella","Anemonella","Anemonella.thalictroides",1,"Amegilla.walshii",NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"215","Amegilla walshii","M_062","Fabales","Fabaceae","Amorpha","Amorpha","Amorpha.fruticosa",1,"Amegilla.walshii",NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
"216","Amegilla walshii","M_062","Asterales","Asteraceae","Antennaria","Antennaria","Antennaria.plantaginifolia",1,"Amegilla.walshii",NA,"Amegilla walshii","Amegilla","Amegilla","Hymenoptera","Apidae"
