"esp","ID","especie","sp.armonizado","Familia.planta","Genero.planta","Especie.planta.nuevo","interaccionn","Aceptado","Bases.de.datos"
"Adoxia obscura","M_028","Adoxia.obscura","Adoxia obscura","Asteraceae","Celmisia","Celmisia spectabilis",1,NA,NA
"Adoxia obscura","M_029","Adoxia.obscura","Adoxia obscura","Asteraceae","Celmisia","Celmisia discolor",1,NA,NA
"Adoxia obscura","M_029","Adoxia.obscura","Adoxia obscura","Asteraceae","Celmisia","Celmisia lyallii",1,NA,NA
"Adoxia obscura","M_029","Adoxia.obscura","Adoxia obscura","Asteraceae","Celmisia","Celmisia petiolata",1,NA,NA
"Adoxia obscura","M_029","Adoxia.obscura","Adoxia obscura","Asteraceae","Celmisia","Celmisia spectabilis",1,NA,NA
"Adoxia obscura","M_029","Adoxia.obscura","Adoxia obscura","Asteraceae","Leucogenes","Leucogenes grandiceps",1,NA,NA
"Adoxia obscura","M_029","Adoxia.obscura","Adoxia obscura",NA,NA,"Helichrysum bellidioides",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Asteraceae","Achillea","Achillea millefolium",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Caryophyllaceae","Silene","Silene dioica",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Fabaceae","Melilotus","Melilotus albus",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Fabaceae","Vicia","Vicia sepium",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Geraniaceae","Geranium","Geranium robertianum",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Onagraceae","Epilobium","Epilobium montanum",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices","Scrophulariaceae","Verbascum","Verbascum thapsus",1,NA,NA
"Adscita statices","M_018","Adscita.statices","Adscita statices",NA,NA,"Chamomilla recutita",1,NA,NA
"Adscita statices","M_038","Adscita.statices","Adscita statices","Caryophyllaceae","Silene","Silene dioica",1,NA,NA
"Adscita statices","M_038","Adscita.statices","Adscita statices","Fabaceae","Vicia","Vicia sepium",1,NA,NA
"Adscita statices","M_038","Adscita.statices","Adscita statices","Geraniaceae","Geranium","Geranium robertianum",1,NA,NA
"Adscita statices","M_043","Adscita.statices","Adscita statices","Asteraceae","Achillea","Achillea millefolium",1,NA,NA
"Adscita statices","M_043","Adscita.statices","Adscita statices","Caryophyllaceae","Silene","Silene dioica",1,NA,NA
"Adscita statices","M_043","Adscita.statices","Adscita statices","Fabaceae","Melilotus","Melilotus albus",1,NA,NA
"Adscita statices","M_043","Adscita.statices","Adscita statices","Onagraceae","Epilobium","Epilobium montanum",1,NA,NA
"Adscita statices","M_043","Adscita.statices","Adscita statices","Scrophulariaceae","Verbascum","Verbascum thapsus",1,NA,NA
"Adscita statices","M_043","Adscita.statices","Adscita statices",NA,NA,"Chamomilla recutita",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Asteraceae","Erigeron","Erigeron compositus",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Asteraceae","Taraxacum","Taraxacum phymatocarpum",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Brassicaceae","Draba","Draba arctica",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Caryophyllaceae","Cerastium","Cerastium arcticum",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Caryophyllaceae","Silene","Silene acaulis",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Rosaceae","Dryas","Dryas octopetala",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Rosaceae","Potentilla","Potentilla rubricaulis",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger","Salicaceae","Salix","Salix arctica",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger",NA,NA,"Epilobium latifolium",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger",NA,NA,"Polygonum viviparum",1,NA,NA
"Aedes impiger","M_010","Aedes.impiger","Aedes impiger",NA,NA,"Saxifraga nivalis",1,NA,NA
"Aedes impiger","M_014","Aedes.impiger","Aedes impiger","Caryophyllaceae","Stellaria","Stellaria.sp1.M.PL.014",1,NA,NA
"Aedes impiger","M_014","Aedes.impiger","Aedes impiger","Rosaceae","Dryas","Dryas.sp1.M.PL.014",1,NA,NA
"Aedes impiger","M_014","Aedes.impiger","Aedes impiger","Rosaceae","Potentilla","Potentilla.sp1.M.PL.014",1,NA,NA
"Aedes impiger","M_014","Aedes.impiger","Aedes impiger","Salicaceae","Salix","Salix.sp1.M.PL.014",1,NA,NA
"Aedes impiger","M_020","Aedes.impiger","Aedes impiger","Rosaceae","Dryas","Dryas integrifolia",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Brassicaceae","Draba","Draba arctica",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Caryophyllaceae","Arenaria","Arenaria pseudofrigida",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Caryophyllaceae","Cerastium","Cerastium arcticum",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Caryophyllaceae","Silene","Silene acaulis",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Orobanchaceae","Pedicularis","Pedicularis hirsuta",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Papaveraceae","Oremecom","Oreomecon radicata subsp. radicata",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Rosaceae","Dryas","Dryas octopetala",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Rosaceae","Potentilla","Potentilla hyparctica",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Rosaceae","Potentilla","Potentilla rubricaulis",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Salicaceae","Salix","Salix arctica",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Saxifragaceae","Saxifraga","Saxifraga cernua",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes","Saxifragaceae","Saxifraga","Saxifraga oppositifolia",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes",NA,NA,"Epilobium latifolium",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes",NA,NA,"Melandrium triflorum",1,NA,NA
"Aedes nigripes","M_010","Aedes.nigripes","Aedes nigripes",NA,NA,"Polygonum viviparum",1,NA,NA
"Aedes nigripes","M_014","Aedes.nigripes","Aedes nigripes","Asteraceae","Arnica","Arnica.sp1.M.PL.014",1,NA,NA
"Aedes nigripes","M_014","Aedes.nigripes","Aedes nigripes","Caryophyllaceae","Stellaria","Stellaria.sp1.M.PL.014",1,NA,NA
"Aedes nigripes","M_014","Aedes.nigripes","Aedes nigripes","Rosaceae","Dryas","Dryas.sp1.M.PL.014",1,NA,NA
"Aedes nigripes","M_014","Aedes.nigripes","Aedes nigripes","Rosaceae","Potentilla","Potentilla.sp1.M.PL.014",1,NA,NA
"Aedes nigripes","M_014","Aedes.nigripes","Aedes nigripes","Salicaceae","Salix","Salix.sp1.M.PL.014",1,NA,NA
"Aedes nigripes","M_020","Aedes.nigripes","Aedes nigripes","Rosaceae","Dryas","Dryas integrifolia",1,NA,NA
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Aedes sp1 M PL 014","Onagraceae","Epilobium","Epilobium.sp1.M.PL.014",1,NA,NA
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Aedes sp1 M PL 014","Rosaceae","Dryas","Dryas.sp1.M.PL.014",1,NA,NA
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Aedes sp1 M PL 014","Rosaceae","Potentilla","Potentilla.sp1.M.PL.014",1,NA,NA
"Aedes sp1 M PL 014","M_014","Aedes.sp1.M.PL.014","Aedes sp1 M PL 014","Salicaceae","Salix","Salix.sp1.M.PL.014",1,NA,NA
"Aedes sp1 M PL 020","M_020","Aedes.sp1.M.PL.020","Aedes sp1 M PL 020","Rosaceae","Dryas","Dryas integrifolia",1,NA,NA
"Aedes sp1 M PL 020","M_020","Aedes.sp1.M.PL.020","Aedes sp1 M PL 020",NA,NA,"Pedicularis arctica",1,NA,NA
"Aedes vexans","M_062","Aedes.vexans","Aedes vexans","Sapindaceae","Acer","Acer negundo",1,NA,NA
"Aethaloessa calidalis","M_044","Aethaloessa.calidalis","Aethaloessa calidalis","Orobanchaceae","Aeginetia","Aeginetia indica",1,NA,NA
"Aganais borbonica","M_060","Aganais.borbonica","Aganais borbonica","Sapotaceae","Sideroxylon","Sideroxylon puberulum",1,NA,NA
"Agapostemon coloradensis","M_005","Agapostemon.coloradensis","Agapostemon coloradinus","Brassicaceae","Stanleya","Stanleya pinnata var. pinnata",1,"Agapostemon coloradinus","www.catalogueoflife.org"
"Agapostemon coloradensis","M_005","Agapostemon.coloradensis","Agapostemon coloradinus","Asteraceae","Taraxacum","Taraxacum officinale",1,"Agapostemon coloradinus","www.catalogueoflife.org"
"Agapostemon sp1 M PL 005","M_005","Agapostemon.sp1.M.PL.005","Agapostemon sp1 M PL 005","Brassicaceae","Stanleya","Stanleya pinnata var. pinnata",1,NA,NA
"Agapostemon sp1 M PL 005","M_005","Agapostemon.sp1.M.PL.005","Agapostemon sp1 M PL 005","Rosaceae","Prunus","Prunus virginiana var. demissa",1,NA,NA
"Agapostemon sp1 M PL 040","M_040","Agapostemon.sp1.M.PL.040","Agapostemon sp1 M PL 040","Rubiaceae","Portlandia","Portlandia grandiflora",1,NA,NA
"Agapostemon sp1 M PL 040","M_040","Agapostemon.sp1.M.PL.040","Agapostemon sp1 M PL 040",NA,NA,"Unidentified sp15 M PL 040",5,NA,NA
"Agapostemon splendens","M_005","Agapostemon.splendens","Agapostemon splendens","Asteraceae","Taraxacum","Taraxacum officinale",1,NA,NA
"Agapostemon splendens","M_005","Agapostemon.splendens","Agapostemon splendens","Malvaceae","Sphaeralcea","Sphaeralcea coccinea",1,NA,NA
"Agapostemon splendens","M_005","Agapostemon.splendens","Agapostemon splendens","Rosaceae","Rosa","Rosa acicularis",1,NA,NA
"Agapostemon splendens","M_005","Agapostemon.splendens","Agapostemon splendens",NA,NA,"Pentstemon glaber",1,NA,NA
"Agapostemon splendens","M_062","Agapostemon.splendens","Agapostemon splendens","Commelinaceae","Tradescantia","Tradescantia virginiana",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Alismataceae","Alisma","Alisma plantago-aquatica",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Amaranthaceae","Amaranthus","Amaranthus spinosus",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apiaceae","Anethum","Anethum graveolens",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apiaceae","Chaerophyllum","Chaerophyllum procumbens",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apiaceae","Cicuta","Cicuta maculata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apiaceae","Cryptotaenia","Cryptotaenia canadensis",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Apocynum","Apocynum androsaemifolium",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Apocynum","Apocynum cannabinum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Asclepias","Asclepias incarnata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Asclepias","Asclepias purpurascens",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Asclepias","Asclepias sullivantii",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Asclepias","Asclepias syriaca",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Asclepias","Asclepias tuberosa",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Apocynaceae","Asclepias","Asclepias verticillata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Araceae","Arisaema","Arisaema triphyllum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Aristolochiaceae","Isotrema","Isotrema tomentosum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asparagaceae","Asparagus","Asparagus officinalis",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asparagaceae","Camassia","Camassia scilloides",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Achillea","Achillea millefolium",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Adenostyles","Adenostyles alpina",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Ambrosia","Ambrosia trifida",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Anacias","Anacis palmata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Anacias","Anacis tripteris",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Antennaria","Antennaria plantaginifolia",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Anthemis","Anthemis cotula",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Arctium","Arctium minus",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Arnoglossum","Arnoglossum atriplicifolium",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Bidens","Bidens aristosa",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Bidens","Bidens bipinnata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Bidens","Bidens connata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Bidens","Bidens frondosa",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Bidens","Bidens laevis",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Boltonia","Boltonia asteroides",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Cacalia","Arnoglossum plantagineum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Cirsium","Cirsium altissimum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Cirsium","Cirsium discolor",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Cirsium","Cirsium pumilum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Cirsium","Cirsium vulgare",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum anomalum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum boreale",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum ericoides ",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum var. lanceolatum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum lateriflorum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum novae-angliae",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum pilosum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum turbinellum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Asteraceae","Symphyotrichum","Symphyotrichum undulatum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Berberidaceae","Caulophyllum","Caulophyllum thalictroides",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Boraginaceae","Cynoglossum","Cynoglossum officinale",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Brassicaceae","Arabis","Arabis laevigata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Brassicaceae","Arabis","Borodinia dentata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Brassicaceae","Capsella","Capsella bursa-pastoris",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Brassicaceae","Cardamine","Cardamine bulbosa",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Brassicaceae","Planodes","Planodes virginicum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Caryophyllaceae","Cerastium","Cerastium nutans",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Celastraceae","Celastrus","Celastrus scandens",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Comandraceae","Comandra","Comandra umbellata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Convolvulaceae","Convolvulus","Convolvulus sepium",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Convolvulaceae","Cuscuta","Cuscuta cephalanthi",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Convolvulaceae","Cuscuta","Cuscuta glomerata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Cornaceae","Cornus","Cornus amomum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Cornaceae","Cornus","Cornus florida",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Cornaceae","Cornus","Cornus oblonga",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Cucurbitaceae","Cucurbita","Cucurbita melopepo",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Cucurbitaceae","Cucurbita","Cucurbita pepo",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Amorpha","Amorpha canescens",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Amorpha","Amorpha fruticosa",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Apios","Apios americana",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Astragalus","Astragalus canadensis",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Astragalus","Astragalus neomexicanus",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Baptisia","Baptisia bracteata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Baptisia","Baptisia lactea var. lactea",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Cercis","Cercis canadensis",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Chamaecrista","Chamaecrista fasciculata",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Crotalaria","Crotalaria sagittalis",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Desmodium","Desmodium canadense",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Desmodium","Desmodium cuspidatum",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Fabaceae","Senna","Senna marilandica",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Lamiaceae","Agastache","Agastache nepetoides",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Lamiaceae","Agastache","Agastache scrophulariifolia",1,NA,NA
"Agapostemon texanus","M_062","Agapostemon.texanus","Agapostemon texanus","Lamiaceae","Blephilia","Blephilia ciliata",1,NA,NA
